cuadro;no;nivel;departamento;provincia;municipio_tioc;area;numero_de_viviendas_total_hogares_;numero_de_viviendas_refrigerador_o_congelador_tiene;numero_de_viviendas_refrigerador_o_congelador_no_tiene;numero_de_viviendas_refrigerador_o_congelador_sin_especificar;numero_de_viviendas_microondas_tiene;numero_de_viviendas_microondas_no_tiene;numero_de_viviendas_microondas_sin_especificar;numero_de_viviendas_calefon_o_termotanque_tiene;numero_de_viviendas_calefon_o_termotanque_no_tiene;numero_de_viviendas_calefon_o_termotanque_sin_especificar;numero_de_viviendas_aire_acondicionado_tiene;numero_de_viviendas_aire_acondicionado_no_tiene;numero_de_viviendas_aire_acondicionado_sin_especificar;numero_de_viviendas_lavadora_de_ropa_tiene;numero_de_viviendas_lavadora_de_ropa_no_tiene;numero_de_viviendas_lavadora_de_ropa_sin_especificar
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2638;615;Municipio/TIOC;Cochabamba;Punata;Punata;Rural;3,002;1,677;1,209;116;206;2,680;116;55;2,831;116;10;2,876;116;282;2,604;116
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2639;616;Municipio/TIOC;Cochabamba;Punata;Villa Rivero;Villa Rivero;3,262;1,240;1,858;164;131;2,966;165;46;3,051;165;20;3,076;166;184;2,911;167
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2640;617;Municipio/TIOC;Cochabamba;Punata;Villa Rivero;Urbana;1,138;341;748;49;32;1,057;49;17;1,072;49;9;1,080;49;36;1,052;50
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2641;618;Municipio/TIOC;Cochabamba;Punata;Villa Rivero;Rural;2,124;899;1,110;115;99;1,909;116;29;1,979;116;11;1,996;117;148;1,859;117
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2642;619;Municipio/TIOC;Cochabamba;Punata;San Benito;San Benito;4,327;2,827;1,347;153;499;3,675;153;141;4,033;153;37;4,137;153;783;3,391;153
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2643;620;Municipio/TIOC;Cochabamba;Punata;San Benito;Urbana;2,574;1,803;678;93;320;2,161;93;82;2,399;93;26;2,455;93;521;1,960;93
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2644;621;Municipio/TIOC;Cochabamba;Punata;San Benito;Rural;1,753;1,024;669;60;179;1,514;60;59;1,634;60;11;1,682;60;262;1,431;60
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2645;622;Municipio/TIOC;Cochabamba;Punata;Tacachi;Tacachi;485;195;267;23;26;436;23;7;454;24;2;460;23;20;442;23
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2646;623;Municipio/TIOC;Cochabamba;Punata;Tacachi;Urbana;;;;;;;;;;;;;;;;
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2647;624;Municipio/TIOC;Cochabamba;Punata;Tacachi;Rural;485;195;267;23;26;436;23;7;454;24;2;460;23;20;442;23
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2648;625;Municipio/TIOC;Cochabamba;Punata;Villa Gualberto Villarroel;Villa Gualberto Villarroel;1,057;181;801;75;13;969;75;6;976;75;4;978;75;36;946;75
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2649;626;Municipio/TIOC;Cochabamba;Punata;Villa Gualberto Villarroel;Urbana;;;;;;;;;;;;;;;;
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2650;627;Municipio/TIOC;Cochabamba;Punata;Villa Gualberto Villarroel;Rural;1,057;181;801;75;13;969;75;6;976;75;4;978;75;36;946;75
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2651;628;Provincia;Cochabamba;Bolívar;;Bolívar;3,211;72;2,970;169;11;3,030;170;11;3,029;171;4;3,035;172;21;3,020;170
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2652;629;Provincia;Cochabamba;Bolívar;;Urbana;;;;;;;;;;;;;;;;
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2653;630;Provincia;Cochabamba;Bolívar;;Rural;3,211;72;2,970;169;11;3,030;170;11;3,029;171;4;3,035;172;21;3,020;170
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2654;631;Municipio/TIOC;Cochabamba;Bolívar;Bolívar;Bolívar;3,211;72;2,970;169;11;3,030;170;11;3,029;171;4;3,035;172;21;3,020;170
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2655;632;Municipio/TIOC;Cochabamba;Bolívar;Bolívar;Urbana;;;;;;;;;;;;;;;;
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2656;633;Municipio/TIOC;Cochabamba;Bolívar;Bolívar;Rural;3,211;72;2,970;169;11;3,030;170;11;3,029;171;4;3,035;172;21;3,020;170
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2657;634;Provincia;Cochabamba;Tiraque;;Tiraque;17,109;5,874;10,722;513;516;16,082;511;246;16,353;510;379;16,218;512;945;15,654;510
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2658;635;Provincia;Cochabamba;Tiraque;;Urbana;3,707;2,290;1,309;108;256;3,344;107;111;3,490;106;195;3,405;107;534;3,067;106
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2659;636;Provincia;Cochabamba;Tiraque;;Rural;13,402;3,584;9,413;405;260;12,738;404;135;12,863;404;184;12,813;405;411;12,587;404
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2660;637;Municipio/TIOC;Cochabamba;Tiraque;Tiraque;Tiraque;6,678;1,149;5,310;219;140;6,319;219;79;6,380;219;31;6,427;220;222;6,237;219
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2661;638;Municipio/TIOC;Cochabamba;Tiraque;Tiraque;Urbana;804;428;355;21;73;710;21;23;760;21;8;775;21;133;650;21
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2662;639;Municipio/TIOC;Cochabamba;Tiraque;Tiraque;Rural;5,874;721;4,955;198;67;5,609;198;56;5,620;198;23;5,652;199;89;5,587;198
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2663;640;Municipio/TIOC;Cochabamba;Tiraque;Shinahota;Shinahota;10,431;4,725;5,412;294;376;9,763;292;167;9,973;291;348;9,791;292;723;9,417;291
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2664;641;Municipio/TIOC;Cochabamba;Tiraque;Shinahota;Urbana;2,903;1,862;954;87;183;2,634;86;88;2,730;85;187;2,630;86;401;2,417;85
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2665;642;Municipio/TIOC;Cochabamba;Tiraque;Shinahota;Rural;7,528;2,863;4,458;207;193;7,129;206;79;7,243;206;161;7,161;206;322;7,000;206
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2666;643;Departamento;Oruro;;;Oruro;190,973;77,716;108,040;5,217;30,277;155,483;5,213;20,512;165,248;5,213;1,721;184,040;5,212;41,727;144,034;5,212
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2667;644;Departamento;Oruro;;;Urbana;114,820;70,790;41,869;2,161;29,033;83,629;2,158;19,727;92,934;2,159;1,509;111,154;2,157;39,480;73,183;2,157
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2668;645;Departamento;Oruro;;;Rural;76,153;6,926;66,171;3,056;1,244;71,854;3,055;785;72,314;3,054;212;72,886;3,055;2,247;70,851;3,055
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2669;646;Provincia;Oruro;Cercado;;Cercado;113,403;64,383;46,791;2,229;27,020;84,156;2,227;18,767;92,408;2,228;1,371;109,806;2,226;36,004;75,172;2,227
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2670;647;Provincia;Oruro;Cercado;;Urbana;98,424;62,821;33,882;1,721;26,737;69,968;1,719;18,619;78,085;1,720;1,330;95,376;1,718;35,607;61,098;1,719
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2671;648;Provincia;Oruro;Cercado;;Rural;14,979;1,562;12,909;508;283;14,188;508;148;14,323;508;41;14,430;508;397;14,074;508
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2672;649;Municipio/TIOC;Oruro;Cercado;Oruro;Oruro;96,123;61,913;32,544;1,666;26,518;67,941;1,664;18,502;75,956;1,665;1,306;93,154;1,663;35,265;59,194;1,664
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2673;650;Municipio/TIOC;Oruro;Cercado;Oruro;Urbana;96,084;61,907;32,511;1,666;26,517;67,903;1,664;18,502;75,917;1,665;1,306;93,115;1,663;35,265;59,155;1,664
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2674;651;Municipio/TIOC;Oruro;Cercado;Oruro;Rural;39;6;33;0;1;38;0;0;39;0;0;39;0;0;39;0
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2675;652;Municipio/TIOC;Oruro;Cercado;Caracollo;Caracollo;7,972;1,533;6,183;256;315;7,401;256;177;7,539;256;53;7,663;256;508;7,208;256
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2676;653;Municipio/TIOC;Oruro;Cercado;Caracollo;Urbana;2,340;914;1,371;55;220;2,065;55;117;2,168;55;24;2,261;55;342;1,943;55
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2677;654;Municipio/TIOC;Oruro;Cercado;Caracollo;Rural;5,632;619;4,812;201;95;5,336;201;60;5,371;201;29;5,402;201;166;5,265;201
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2678;655;Municipio/TIOC;Oruro;Cercado;El Choro;El Choro;3,844;101;3,615;128;12;3,704;128;22;3,694;128;2;3,714;128;18;3,698;128
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2679;656;Municipio/TIOC;Oruro;Cercado;El Choro;Urbana;;;;;;;;;;;;;;;;
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2680;657;Municipio/TIOC;Oruro;Cercado;El Choro;Rural;3,844;101;3,615;128;12;3,704;128;22;3,694;128;2;3,714;128;18;3,698;128
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2681;658;Municipio/TIOC;Oruro;Cercado;Paria;Paria;5,464;836;4,449;179;175;5,110;179;66;5,219;179;10;5,275;179;213;5,072;179
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2682;659;Municipio/TIOC;Oruro;Cercado;Paria;Urbana;;;;;;;;;;;;;;;;
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2683;660;Municipio/TIOC;Oruro;Cercado;Paria;Rural;5,464;836;4,449;179;175;5,110;179;66;5,219;179;10;5,275;179;213;5,072;179
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2684;661;Provincia;Oruro;Abaroa;;Abaroa;15,869;2,569;12,749;551;498;14,821;550;327;14,991;551;76;15,240;553;1,280;14,037;552
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2685;662;Provincia;Oruro;Abaroa;;Urbana;4,792;1,951;2,728;113;398;4,281;113;242;4,437;113;50;4,629;113;1,075;3,605;112
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2686;663;Provincia;Oruro;Abaroa;;Rural;11,077;618;10,021;438;100;10,540;437;85;10,554;438;26;10,611;440;205;10,432;440
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2687;664;Municipio/TIOC;Oruro;Abaroa;Challapata;Challapata;13,543;2,258;10,818;467;458;12,619;466;302;12,774;467;73;13,001;469;1,204;11,871;468
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2688;665;Municipio/TIOC;Oruro;Abaroa;Challapata;Urbana;4,792;1,951;2,728;113;398;4,281;113;242;4,437;113;50;4,629;113;1,075;3,605;112
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2689;666;Municipio/TIOC;Oruro;Abaroa;Challapata;Rural;8,751;307;8,090;354;60;8,338;353;60;8,337;354;23;8,372;356;129;8,266;356
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2690;667;Municipio/TIOC;Oruro;Abaroa;Santuario de Quillacas;Santuario de Quillacas;2,326;311;1,931;84;40;2,202;84;25;2,217;84;3;2,239;84;76;2,166;84
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2691;668;Municipio/TIOC;Oruro;Abaroa;Santuario de Quillacas;Urbana;;;;;;;;;;;;;;;;
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2692;669;Municipio/TIOC;Oruro;Abaroa;Santuario de Quillacas;Rural;2,326;311;1,931;84;40;2,202;84;25;2,217;84;3;2,239;84;76;2,166;84
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2693;670;Provincia;Oruro;Carangas;;Carangas;5,338;244;4,859;235;38;5,065;235;19;5,084;235;4;5,099;235;62;5,041;235
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2694;671;Provincia;Oruro;Carangas;;Urbana;;;;;;;;;;;;;;;;
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2695;672;Provincia;Oruro;Carangas;;Rural;5,338;244;4,859;235;38;5,065;235;19;5,084;235;4;5,099;235;62;5,041;235
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2696;673;Municipio/TIOC;Oruro;Carangas;Corque;Corque;4,667;212;4,261;194;32;4,441;194;13;4,460;194;3;4,470;194;54;4,419;194
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2697;674;Municipio/TIOC;Oruro;Carangas;Corque;Urbana;;;;;;;;;;;;;;;;
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2698;675;Municipio/TIOC;Oruro;Carangas;Corque;Rural;4,667;212;4,261;194;32;4,441;194;13;4,460;194;3;4,470;194;54;4,419;194
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2699;676;Municipio/TIOC;Oruro;Carangas;Choquecota;Choquecota;671;32;598;41;6;624;41;6;624;41;1;629;41;8;622;41
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2700;677;Municipio/TIOC;Oruro;Carangas;Choquecota;Urbana;;;;;;;;;;;;;;;;
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2701;678;Municipio/TIOC;Oruro;Carangas;Choquecota;Rural;671;32;598;41;6;624;41;6;624;41;1;629;41;8;622;41
BOLIVIA: HOGARES POR TENENCIA DE ELECTRODOMÉSTICOS Y ARTEFACTOS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2702;679;Provincia;Oruro;Sajama;;Sajama;3,747;322;3,278;147;87;3,513;147;49;3,551;147;10;3,590;147;150;3,450;147
