cuadro;no;nivel;departamento;provincia;municipio_tioc;area;total_incritos_en_servicio_de_registro_civil;total_incritos_en_servicio_de_registro_civil_tiene;total_incritos_en_servicio_de_registro_civil_no_tiene;total_incritos_en_servicio_de_registro_civil_sin_especificar;total_tenencia_de_cedula_de_identidad_total;total_tenencia_de_cedula_de_identidad_tiene;total_tenencia_de_cedula_de_identidad_no_tiene;total_tenencia_de_cedula_de_identidad_cedula_boliviana_de_extranjero;total_tenencia_de_cedula_de_identidad_sin_especificar;"total_inscritos_en_servicio_de_registro_civil_
()_tiene";"total_inscritos_en_servicio_de_registro_civil_
()_no_tiene";"total_tenencia_de_cedula_de_identidad
()_tiene";"total_inscritos_en_servicio_de_registro_civil_
()_no_tiene";hombres_incritos_en_servicio_de_registro_civil_total;hombres_incritos_en_servicio_de_registro_civil_tiene;hombres_incritos_en_servicio_de_registro_civil_no_tiene;hombres_incritos_en_servicio_de_registro_civil_sin_especificar;hombres_tenencia_de_cedula_de_identidad_total;hombres_tenencia_de_cedula_de_identidad_tiene;hombres_tenencia_de_cedula_de_identidad_no_tiene;hombres_tenencia_de_cedula_de_identidad_cedula_boliviana_de_extranjero;hombres_tenencia_de_cedula_de_identidad_sin_especificar;"hombres_inscritos_en_servicio_de_registro_civil_
()_tiene";"hombres_inscritos_en_servicio_de_registro_civil_
()_no_tiene";"hombres_tenencia_de_cedula_de_identidad
()_tiene";"hombres_tenencia_de_cedula_de_identidad
()_no_tiene";mujeres_incritos_en_servicio_de_registro_civil_total;mujeres_incritos_en_servicio_de_registro_civil_tiene;mujeres_incritos_en_servicio_de_registro_civil_no_tiene;mujeres_incritos_en_servicio_de_registro_civil_sin_especificar;mujeres_tenencia_de_cedula_de_identidad_total;mujeres_tenencia_de_cedula_de_identidad_tiene;mujeres_tenencia_de_cedula_de_identidad_no_tiene;mujeres_tenencia_de_cedula_de_identidad_cedula_boliviana_de_extranjero;mujeres_tenencia_de_cedula_de_identidad_sin_especificar;"mujeres_inscritos_en_servicio_de_registro_civil_
()_tiene";"mujeres_inscritos_en_servicio_de_registro_civil_
()_no_tiene";"mujeres_tenencia_de_cedula_de_identidad
()_tiene";"mujeres_tenencia_de_cedula_de_identidad
()_no_tiene"
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2569;546;Municipio/TIOC;Cochabamba;Quillacollo;Sipesipe;Rural;18,350;18,222;68;60;18,350;18,151;104;22;73;99.6;0.4;99.4;0.6;8,853;8,784;34;35;8,853;8,746;56;11;40;99.6;0.4;99.4;0.6;9,497;9,438;34;25;9,497;9,405;48;11;33;99.6;0.4;99.5;0.5
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2570;547;Municipio/TIOC;Cochabamba;Quillacollo;Tiquipaya;Tiquipaya;61,840;60,756;957;127;61,840;60,570;413;669;188;98.4;1.6;99.3;0.7;29,805;29,276;462;67;29,805;29,182;201;327;95;98.4;1.6;99.3;0.7;32,035;31,480;495;60;32,035;31,388;212;342;93;98.5;1.5;99.3;0.7
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2571;548;Municipio/TIOC;Cochabamba;Quillacollo;Tiquipaya;Urbana;58,223;57,163;949;111;58,223;56,997;393;668;165;98.4;1.6;99.3;0.7;27,973;27,450;461;62;27,973;27,368;193;326;86;98.3;1.7;99.3;0.7;30,250;29,713;488;49;30,250;29,629;200;342;79;98.4;1.6;99.3;0.7
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2572;549;Municipio/TIOC;Cochabamba;Quillacollo;Tiquipaya;Rural;3,617;3,593;8;16;3,617;3,573;20;1;23;99.8;0.2;99.4;0.6;1,832;1,826;1;5;1,832;1,814;8;1;9;99.9;0.1;99.6;0.4;1,785;1,767;7;11;1,785;1,759;12;0;14;99.6;0.4;99.3;0.7
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2573;550;Municipio/TIOC;Cochabamba;Quillacollo;Vinto;Vinto;56,064;55,659;295;110;56,064;55,508;274;147;135;99.5;0.5;99.5;0.5;26,947;26,739;151;57;26,947;26,648;152;73;74;99.4;0.6;99.4;0.6;29,117;28,920;144;53;29,117;28,860;122;74;61;99.5;0.5;99.6;0.4
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2574;551;Municipio/TIOC;Cochabamba;Quillacollo;Vinto;Urbana;47,439;47,076;279;84;47,439;46,947;246;140;106;99.4;0.6;99.5;0.5;22,703;22,516;141;46;22,703;22,439;135;69;60;99.4;0.6;99.4;0.6;24,736;24,560;138;38;24,736;24,508;111;71;46;99.4;0.6;99.6;0.4
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2575;552;Municipio/TIOC;Cochabamba;Quillacollo;Vinto;Rural;8,625;8,583;16;26;8,625;8,561;28;7;29;99.8;0.2;99.7;0.3;4,244;4,223;10;11;4,244;4,209;17;4;14;99.8;0.2;99.6;0.4;4,381;4,360;6;15;4,381;4,352;11;3;15;99.9;0.1;99.7;0.3
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2576;553;Municipio/TIOC;Cochabamba;Quillacollo;Colcapirhua;Colcapirhua;66,505;65,956;419;130;66,505;65,795;255;299;156;99.4;0.6;99.6;0.4;32,204;31,902;235;67;32,204;31,820;142;161;81;99.3;0.7;99.6;0.4;34,301;34,054;184;63;34,301;33,975;113;138;75;99.5;0.5;99.7;0.3
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2577;554;Municipio/TIOC;Cochabamba;Quillacollo;Colcapirhua;Urbana;66,505;65,956;419;130;66,505;65,795;255;299;156;99.4;0.6;99.6;0.4;32,204;31,902;235;67;32,204;31,820;142;161;81;99.3;0.7;99.6;0.4;34,301;34,054;184;63;34,301;33,975;113;138;75;99.5;0.5;99.7;0.3
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2578;555;Municipio/TIOC;Cochabamba;Quillacollo;Colcapirhua;Rural;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2579;556;Provincia;Cochabamba;Chapare;;Chapare;334,685;331,039;2,619;1,027;334,685;330,115;1,746;1,617;1,207;99.2;0.8;99.5;0.5;167,701;165,787;1,331;583;167,701;165,315;927;773;686;99.2;0.8;99.4;0.6;166,984;165,252;1,288;444;166,984;164,800;819;844;521;99.2;0.8;99.5;0.5
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2580;557;Provincia;Cochabamba;Chapare;;Urbana;207,360;204,709;2,194;457;207,360;204,106;1,196;1,484;574;98.9;1.1;99.4;0.6;100,573;99,230;1,087;256;100,573;98,935;620;697;321;98.9;1.1;99.4;0.6;106,787;105,479;1,107;201;106,787;105,171;576;787;253;99.0;1.0;99.5;0.5
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2581;558;Provincia;Cochabamba;Chapare;;Rural;127,325;126,330;425;570;127,325;126,009;550;133;633;99.7;0.3;99.6;0.4;67,128;66,557;244;327;67,128;66,380;307;76;365;99.6;0.4;99.5;0.5;60,197;59,773;181;243;60,197;59,629;243;57;268;99.7;0.3;99.6;0.4
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2582;559;Municipio/TIOC;Cochabamba;Chapare;Sacaba;Sacaba;219,092;216,451;2,164;477;219,092;215,835;1,206;1,458;593;99.0;1.0;99.4;0.6;106,199;104,870;1,064;265;106,199;104,574;617;679;329;99.0;1.0;99.4;0.6;112,893;111,581;1,100;212;112,893;111,261;589;779;264;99.0;1.0;99.5;0.5
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2583;560;Municipio/TIOC;Cochabamba;Chapare;Sacaba;Urbana;191,850;189,373;2,079;398;191,850;188,829;1,088;1,432;501;98.9;1.1;99.4;0.6;93,004;91,758;1,023;223;93,004;91,495;563;665;281;98.9;1.1;99.4;0.6;98,846;97,615;1,056;175;98,846;97,334;525;767;220;98.9;1.1;99.5;0.5
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2584;561;Municipio/TIOC;Cochabamba;Chapare;Sacaba;Rural;27,242;27,078;85;79;27,242;27,006;118;26;92;99.7;0.3;99.6;0.4;13,195;13,112;41;42;13,195;13,079;54;14;48;99.7;0.3;99.6;0.4;14,047;13,966;44;37;14,047;13,927;64;12;44;99.7;0.3;99.5;0.5
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2585;562;Municipio/TIOC;Cochabamba;Chapare;Colomi;Colomi;21,846;21,708;56;82;21,846;21,651;85;19;91;99.7;0.3;99.6;0.4;11,140;11,064;36;40;11,140;11,028;50;16;46;99.7;0.3;99.5;0.5;10,706;10,644;20;42;10,706;10,623;35;3;45;99.8;0.2;99.7;0.3
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2586;563;Municipio/TIOC;Cochabamba;Chapare;Colomi;Urbana;4,257;4,230;17;10;4,257;4,215;21;8;13;99.6;0.4;99.5;0.5;2,064;2,049;12;3;2,064;2,039;13;7;5;99.4;0.6;99.4;0.6;2,193;2,181;5;7;2,193;2,176;8;1;8;99.8;0.2;99.6;0.4
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2587;564;Municipio/TIOC;Cochabamba;Chapare;Colomi;Rural;17,589;17,478;39;72;17,589;17,436;64;11;78;99.8;0.2;99.6;0.4;9,076;9,015;24;37;9,076;8,989;37;9;41;99.7;0.3;99.6;0.4;8,513;8,463;15;35;8,513;8,447;27;2;37;99.8;0.2;99.7;0.3
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2588;565;Municipio/TIOC;Cochabamba;Chapare;Villa Tunari;Villa Tunari;93,747;92,880;399;468;93,747;92,629;455;140;523;99.6;0.4;99.5;0.5;50,362;49,853;231;278;50,362;49,713;260;78;311;99.5;0.5;99.5;0.5;43,385;43,027;168;190;43,385;42,916;195;62;212;99.6;0.4;99.5;0.5
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2589;566;Municipio/TIOC;Cochabamba;Chapare;Villa Tunari;Urbana;11,253;11,106;98;49;11,253;11,062;87;44;60;99.1;0.9;99.2;0.8;5,505;5,423;52;30;5,505;5,401;44;25;35;99.1;0.9;99.2;0.8;5,748;5,683;46;19;5,748;5,661;43;19;25;99.2;0.8;99.2;0.8
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2590;567;Municipio/TIOC;Cochabamba;Chapare;Villa Tunari;Rural;82,494;81,774;301;419;82,494;81,567;368;96;463;99.6;0.4;99.6;0.4;44,857;44,430;179;248;44,857;44,312;216;53;276;99.6;0.4;99.5;0.5;37,637;37,344;122;171;37,637;37,255;152;43;187;99.7;0.3;99.6;0.4
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2591;568;Provincia;Cochabamba;Tapacarí;;Tapacarí;24,666;24,479;45;142;24,666;24,395;97;15;159;99.8;0.2;99.6;0.4;12,900;12,814;25;61;12,900;12,774;48;8;70;99.8;0.2;99.6;0.4;11,766;11,665;20;81;11,766;11,621;49;7;89;99.8;0.2;99.6;0.4
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2592;569;Provincia;Cochabamba;Tapacarí;;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2593;570;Provincia;Cochabamba;Tapacarí;;Rural;24,666;24,479;45;142;24,666;24,395;97;15;159;99.8;0.2;99.6;0.4;12,900;12,814;25;61;12,900;12,774;48;8;70;99.8;0.2;99.6;0.4;11,766;11,665;20;81;11,766;11,621;49;7;89;99.8;0.2;99.6;0.4
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2594;571;Municipio/TIOC;Cochabamba;Tapacarí;Tapacarí;Tapacarí;24,666;24,479;45;142;24,666;24,395;97;15;159;99.8;0.2;99.6;0.4;12,900;12,814;25;61;12,900;12,774;48;8;70;99.8;0.2;99.6;0.4;11,766;11,665;20;81;11,766;11,621;49;7;89;99.8;0.2;99.6;0.4
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2595;572;Municipio/TIOC;Cochabamba;Tapacarí;Tapacarí;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2596;573;Municipio/TIOC;Cochabamba;Tapacarí;Tapacarí;Rural;24,666;24,479;45;142;24,666;24,395;97;15;159;99.8;0.2;99.6;0.4;12,900;12,814;25;61;12,900;12,774;48;8;70;99.8;0.2;99.6;0.4;11,766;11,665;20;81;11,766;11,621;49;7;89;99.8;0.2;99.6;0.4
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2597;574;Provincia;Cochabamba;Carrasco;;Carrasco;176,840;175,251;907;682;176,840;174,701;1,102;271;766;99.5;0.5;99.4;0.6;92,037;91,145;504;388;92,037;90,834;600;162;441;99.5;0.5;99.3;0.7;84,803;84,106;403;294;84,803;83,867;502;109;325;99.5;0.5;99.4;0.6
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2598;575;Provincia;Cochabamba;Carrasco;;Urbana;62,279;61,692;391;196;62,279;61,491;461;103;224;99.4;0.6;99.3;0.7;30,541;30,213;215;113;30,541;30,100;256;55;130;99.3;0.7;99.2;0.8;31,738;31,479;176;83;31,738;31,391;205;48;94;99.4;0.6;99.4;0.6
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2599;576;Provincia;Cochabamba;Carrasco;;Rural;114,561;113,559;516;486;114,561;113,210;641;168;542;99.5;0.5;99.4;0.6;61,496;60,932;289;275;61,496;60,734;344;107;311;99.5;0.5;99.4;0.6;53,065;52,627;227;211;53,065;52,476;297;61;231;99.6;0.4;99.4;0.6
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2600;577;Municipio/TIOC;Cochabamba;Carrasco;Totora;Totora;14,821;14,650;62;109;14,821;14,593;87;23;118;99.6;0.4;99.4;0.6;7,823;7,725;35;63;7,823;7,702;40;13;68;99.5;0.5;99.5;0.5;6,998;6,925;27;46;6,998;6,891;47;10;50;99.6;0.4;99.3;0.7
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2601;578;Municipio/TIOC;Cochabamba;Carrasco;Totora;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2602;579;Municipio/TIOC;Cochabamba;Carrasco;Totora;Rural;14,821;14,650;62;109;14,821;14,593;87;23;118;99.6;0.4;99.4;0.6;7,823;7,725;35;63;7,823;7,702;40;13;68;99.5;0.5;99.5;0.5;6,998;6,925;27;46;6,998;6,891;47;10;50;99.6;0.4;99.3;0.7
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2603;580;Municipio/TIOC;Cochabamba;Carrasco;Pojo;Pojo;11,865;11,751;72;42;11,865;11,704;86;26;49;99.4;0.6;99.3;0.7;6,159;6,099;36;24;6,159;6,072;49;10;28;99.4;0.6;99.2;0.8;5,706;5,652;36;18;5,706;5,632;37;16;21;99.4;0.6;99.3;0.7
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2604;581;Municipio/TIOC;Cochabamba;Carrasco;Pojo;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2605;582;Municipio/TIOC;Cochabamba;Carrasco;Pojo;Rural;11,865;11,751;72;42;11,865;11,704;86;26;49;99.4;0.6;99.3;0.7;6,159;6,099;36;24;6,159;6,072;49;10;28;99.4;0.6;99.2;0.8;5,706;5,652;36;18;5,706;5,632;37;16;21;99.4;0.6;99.3;0.7
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2606;583;Municipio/TIOC;Cochabamba;Carrasco;Pocona;Pocona;12,258;12,111;77;70;12,258;12,051;84;46;77;99.4;0.6;99.3;0.7;6,199;6,111;55;33;6,199;6,073;47;38;41;99.1;0.9;99.2;0.8;6,059;6,000;22;37;6,059;5,978;37;8;36;99.6;0.4;99.4;0.6
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2607;584;Municipio/TIOC;Cochabamba;Carrasco;Pocona;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2608;585;Municipio/TIOC;Cochabamba;Carrasco;Pocona;Rural;12,258;12,111;77;70;12,258;12,051;84;46;77;99.4;0.6;99.3;0.7;6,199;6,111;55;33;6,199;6,073;47;38;41;99.1;0.9;99.2;0.8;6,059;6,000;22;37;6,059;5,978;37;8;36;99.6;0.4;99.4;0.6
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2609;586;Municipio/TIOC;Cochabamba;Carrasco;Chimoré;Chimoré;27,521;27,286;127;108;27,521;27,240;129;31;121;99.5;0.5;99.5;0.5;14,637;14,508;68;61;14,637;14,477;71;19;70;99.5;0.5;99.5;0.5;12,884;12,778;59;47;12,884;12,763;58;12;51;99.5;0.5;99.5;0.5
