cuadro;no;nivel;departamento;provincia;municipio_tioc;area;2012_total;2012_total_tiene;2012_total_no_tiene;2012_hombres_total;2012_hombres_tiene;2012_hombres_no_tiene;2012_mujeres_total;2012_mujeres_tiene;2012_mujeres_no_tiene;2024_total;2024_total_tiene;2024_total_no_tiene;2024_total_cedula_boliviana_de_extranjero;2024_total_sin_especificar;2024_hombres_total;2024_hombres_tiene;2024_hombres_no_tiene;2024_hombres_cedula_boliviana_de_extranjero;2024_hombres_sin_especificar;2024_mujeres_total;2024_mujeres_tiene;2024_mujeres_no_tiene;2024_mujeres_cedula_boliviana_de_extranjero;2024_mujeres_sin_especificar
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2684;661;Provincia;Oruro;Abaroa;;Abaroa;32,969;28,730;4,239;16,946;14,817;2,129;16,023;13,913;2,110;40,588;40,043;282;53;210;21,082;20,801;139;30;112;19,506;19,242;143;23;98
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2685;662;Provincia;Oruro;Abaroa;;Urbana;12,684;11,195;1,489;6,034;5,323;711;6,650;5,872;778;12,969;12,800;111;10;48;5,952;5,876;50;6;20;7,017;6,924;61;4;28
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2686;663;Provincia;Oruro;Abaroa;;Rural;20,285;17,535;2,750;10,912;9,494;1,418;9,373;8,041;1,332;27,619;27,243;171;43;162;15,130;14,925;89;24;92;12,489;12,318;82;19;70
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2687;664;Municipio/TIOC;Oruro;Abaroa;Challapata;Challapata;28,918;25,304;3,614;14,800;12,990;1,810;14,118;12,314;1,804;35,427;34,952;263;42;170;18,417;18,175;125;24;93;17,010;16,777;138;18;77
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2688;665;Municipio/TIOC;Oruro;Abaroa;Challapata;Urbana;12,684;11,195;1,489;6,034;5,323;711;6,650;5,872;778;12,969;12,800;111;10;48;5,952;5,876;50;6;20;7,017;6,924;61;4;28
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2689;666;Municipio/TIOC;Oruro;Abaroa;Challapata;Rural;16,234;14,109;2,125;8,766;7,667;1,099;7,468;6,442;1,026;22,458;22,152;152;32;122;12,465;12,299;75;18;73;9,993;9,853;77;14;49
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2690;667;Municipio/TIOC;Oruro;Abaroa;Santuario de Quillacas;Santuario de Quillacas;4,051;3,426;625;2,146;1,827;319;1,905;1,599;306;5,161;5,091;19;11;40;2,665;2,626;14;6;19;2,496;2,465;5;5;21
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2691;668;Municipio/TIOC;Oruro;Abaroa;Santuario de Quillacas;Urbana;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2692;669;Municipio/TIOC;Oruro;Abaroa;Santuario de Quillacas;Rural;4,051;3,426;625;2,146;1,827;319;1,905;1,599;306;5,161;5,091;19;11;40;2,665;2,626;14;6;19;2,496;2,465;5;5;21
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2693;670;Provincia;Oruro;Carangas;;Carangas;11,071;9,605;1,466;5,819;5,058;761;5,252;4,547;705;18,605;18,279;176;35;115;9,465;9,309;80;20;56;9,140;8,970;96;15;59
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2694;671;Provincia;Oruro;Carangas;;Urbana;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2695;672;Provincia;Oruro;Carangas;;Rural;11,071;9,605;1,466;5,819;5,058;761;5,252;4,547;705;18,605;18,279;176;35;115;9,465;9,309;80;20;56;9,140;8,970;96;15;59
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2696;673;Municipio/TIOC;Oruro;Carangas;Corque;Corque;9,221;8,024;1,197;4,867;4,249;618;4,354;3,775;579;16,101;15,794;166;34;107;8,170;8,024;73;19;54;7,931;7,770;93;15;53
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2697;674;Municipio/TIOC;Oruro;Carangas;Corque;Urbana;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2698;675;Municipio/TIOC;Oruro;Carangas;Corque;Rural;9,221;8,024;1,197;4,867;4,249;618;4,354;3,775;579;16,101;15,794;166;34;107;8,170;8,024;73;19;54;7,931;7,770;93;15;53
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2699;676;Municipio/TIOC;Oruro;Carangas;Choquecota;Choquecota;1,850;1,581;269;952;809;143;898;772;126;2,504;2,485;10;1;8;1,295;1,285;7;1;2;1,209;1,200;3;0;6
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2700;677;Municipio/TIOC;Oruro;Carangas;Choquecota;Urbana;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2701;678;Municipio/TIOC;Oruro;Carangas;Choquecota;Rural;1,850;1,581;269;952;809;143;898;772;126;2,504;2,485;10;1;8;1,295;1,285;7;1;2;1,209;1,200;3;0;6
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2702;679;Provincia;Oruro;Sajama;;Sajama;9,391;8,598;793;4,870;4,461;409;4,521;4,137;384;12,486;12,244;108;65;69;6,500;6,373;53;35;39;5,986;5,871;55;30;30
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2703;680;Provincia;Oruro;Sajama;;Urbana;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2704;681;Provincia;Oruro;Sajama;;Rural;9,391;8,598;793;4,870;4,461;409;4,521;4,137;384;12,486;12,244;108;65;69;6,500;6,373;53;35;39;5,986;5,871;55;30;30
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2705;682;Municipio/TIOC;Oruro;Sajama;Curahuara de Carangas;Curahuara de Carangas;4,184;3,897;287;2,212;2,060;152;1,972;1,837;135;6,683;6,549;66;31;37;3,472;3,407;32;13;20;3,211;3,142;34;18;17
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2706;683;Municipio/TIOC;Oruro;Sajama;Curahuara de Carangas;Urbana;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2707;684;Municipio/TIOC;Oruro;Sajama;Curahuara de Carangas;Rural;4,184;3,897;287;2,212;2,060;152;1,972;1,837;135;6,683;6,549;66;31;37;3,472;3,407;32;13;20;3,211;3,142;34;18;17
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2708;685;Municipio/TIOC;Oruro;Sajama;Turco;Turco;5,207;4,701;506;2,658;2,401;257;2,549;2,300;249;5,803;5,695;42;34;32;3,028;2,966;21;22;19;2,775;2,729;21;12;13
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2709;686;Municipio/TIOC;Oruro;Sajama;Turco;Urbana;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2710;687;Municipio/TIOC;Oruro;Sajama;Turco;Rural;5,207;4,701;506;2,658;2,401;257;2,549;2,300;249;5,803;5,695;42;34;32;3,028;2,966;21;22;19;2,775;2,729;21;12;13
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2711;688;Provincia;Oruro;Litoral;;Litoral;10,409;9,151;1,258;5,404;4,754;650;5,005;4,397;608;14,516;13,951;375;98;92;7,441;7,157;185;51;48;7,075;6,794;190;47;44
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2712;689;Provincia;Oruro;Litoral;;Urbana;;;;;;;;;;6,509;6,361;80;25;43;3,393;3,317;42;11;23;3,116;3,044;38;14;20
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2713;690;Provincia;Oruro;Litoral;;Rural;10,409;9,151;1,258;5,404;4,754;650;5,005;4,397;608;8,007;7,590;295;73;49;4,048;3,840;143;40;25;3,959;3,750;152;33;24
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2714;691;Municipio/TIOC;Oruro;Litoral;Huachacalla;Huachacalla;1,003;939;64;658;622;36;345;317;28;4,011;3,903;65;23;20;2,074;2,021;33;9;11;1,937;1,882;32;14;9
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2715;692;Municipio/TIOC;Oruro;Litoral;Huachacalla;Urbana;;;;;;;;;;3,874;3,769;65;23;17;2,004;1,953;33;9;9;1,870;1,816;32;14;8
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2716;693;Municipio/TIOC;Oruro;Litoral;Huachacalla;Rural;1,003;939;64;658;622;36;345;317;28;137;134;0;0;3;70;68;0;0;2;67;66;0;0;1
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2717;694;Municipio/TIOC;Oruro;Litoral;Escara;Escara;4,223;3,690;533;2,149;1,860;289;2,074;1,830;244;4,231;4,144;42;9;36;2,234;2,185;25;6;18;1,997;1,959;17;3;18
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2718;695;Municipio/TIOC;Oruro;Litoral;Escara;Urbana;;;;;;;;;;2,635;2,592;15;2;26;1,389;1,364;9;2;14;1,246;1,228;6;0;12
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2719;696;Municipio/TIOC;Oruro;Litoral;Escara;Rural;4,223;3,690;533;2,149;1,860;289;2,074;1,830;244;1,596;1,552;27;7;10;845;821;16;4;4;751;731;11;3;6
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2720;697;Municipio/TIOC;Oruro;Litoral;Cruz de Machacamarca;Cruz de Machacamarca;1,967;1,705;262;979;841;138;988;864;124;1,517;1,406;74;19;18;778;721;37;10;10;739;685;37;9;8
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2721;698;Municipio/TIOC;Oruro;Litoral;Cruz de Machacamarca;Urbana;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2722;699;Municipio/TIOC;Oruro;Litoral;Cruz de Machacamarca;Rural;1,967;1,705;262;979;841;138;988;864;124;1,517;1,406;74;19;18;778;721;37;10;10;739;685;37;9;8
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2723;700;Municipio/TIOC;Oruro;Litoral;Yunguyo del Litoral;Yunguyo del Litoral;514;469;45;266;245;21;248;224;24;875;819;47;8;1;444;415;22;6;1;431;404;25;2;0
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2724;701;Municipio/TIOC;Oruro;Litoral;Yunguyo del Litoral;Urbana;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2725;702;Municipio/TIOC;Oruro;Litoral;Yunguyo del Litoral;Rural;514;469;45;266;245;21;248;224;24;875;819;47;8;1;444;415;22;6;1;431;404;25;2;0
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2726;703;Municipio/TIOC;Oruro;Litoral;Esmeralda;Esmeralda;2,702;2,348;354;1,352;1,186;166;1,350;1,162;188;3,882;3,679;147;39;17;1,911;1,815;68;20;8;1,971;1,864;79;19;9
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2727;704;Municipio/TIOC;Oruro;Litoral;Esmeralda;Urbana;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2728;705;Municipio/TIOC;Oruro;Litoral;Esmeralda;Rural;2,702;2,348;354;1,352;1,186;166;1,350;1,162;188;3,882;3,679;147;39;17;1,911;1,815;68;20;8;1,971;1,864;79;19;9
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2729;706;Provincia;Oruro;Poopó;;Poopó;16,806;14,560;2,246;8,539;7,439;1,100;8,267;7,121;1,146;17,106;16,840;144;53;69;8,801;8,667;68;26;40;8,305;8,173;76;27;29
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2730;707;Provincia;Oruro;Poopó;;Urbana;3,662;3,155;507;1,861;1,617;244;1,801;1,538;263;4,668;4,606;43;14;5;2,421;2,391;19;7;4;2,247;2,215;24;7;1
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2731;708;Provincia;Oruro;Poopó;;Rural;13,144;11,405;1,739;6,678;5,822;856;6,466;5,583;883;12,438;12,234;101;39;64;6,380;6,276;49;19;36;6,058;5,958;52;20;28
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2732;709;Municipio/TIOC;Oruro;Poopó;Poopó;Poopó;7,587;6,767;820;3,864;3,459;405;3,723;3,308;415;9,189;9,049;91;37;12;4,726;4,660;44;15;7;4,463;4,389;47;22;5
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2733;710;Municipio/TIOC;Oruro;Poopó;Poopó;Urbana;3,662;3,155;507;1,861;1,617;244;1,801;1,538;263;4,668;4,606;43;14;5;2,421;2,391;19;7;4;2,247;2,215;24;7;1
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2734;711;Municipio/TIOC;Oruro;Poopó;Poopó;Rural;3,925;3,612;313;2,003;1,842;161;1,922;1,770;152;4,521;4,443;48;23;7;2,305;2,269;25;8;3;2,216;2,174;23;15;4
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2735;712;Municipio/TIOC;Oruro;Poopó;Pazña;Pazña;5,955;5,077;878;2,997;2,552;445;2,958;2,525;433;4,251;4,163;40;9;39;2,177;2,130;20;5;22;2,074;2,033;20;4;17
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2736;713;Municipio/TIOC;Oruro;Poopó;Pazña;Urbana;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2737;714;Municipio/TIOC;Oruro;Poopó;Pazña;Rural;5,955;5,077;878;2,997;2,552;445;2,958;2,525;433;4,251;4,163;40;9;39;2,177;2,130;20;5;22;2,074;2,033;20;4;17
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2738;715;Municipio/TIOC;Oruro;Poopó;Antequera;Antequera;3,264;2,716;548;1,678;1,428;250;1,586;1,288;298;3,666;3,628;13;7;18;1,898;1,877;4;6;11;1,768;1,751;9;1;7
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2739;716;Municipio/TIOC;Oruro;Poopó;Antequera;Urbana;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2740;717;Municipio/TIOC;Oruro;Poopó;Antequera;Rural;3,264;2,716;548;1,678;1,428;250;1,586;1,288;298;3,666;3,628;13;7;18;1,898;1,877;4;6;11;1,768;1,751;9;1;7
BOLIVIA: POBLACIÓN POR TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2741;718;Provincia;Oruro;Pantaleón Dalence;;Pantaleón Dalence;29,497;23,550;5,947;15,166;12,178;2,988;14,331;11,372;2,959;26,238;26,034;75;22;107;13,301;13,190;46;11;54;12,937;12,844;29;11;53
