cuadro;no;nivel;departamento;provincia;municipio_tioc;area_y_estado_civil;2001_total;2001_hombres;2001_mujeres;2001_grupo_de_dedad__15_a_17;2001_grupo_de_dedad__18_a_28;2001_grupo_de_dedad__29_a_39;2001_grupo_de_dedad__40_a_59;2001_grupo_de_dedad__60_o_mas;2012_total;2012_hombres;2012_mujeres;2012_grupo_de_dedad__15_a_17;2012_grupo_de_dedad__18_a_28;2012_grupo_de_dedad__29_a_39;2012_grupo_de_dedad__40_a_59;2012_grupo_de_dedad__60_o_mas;2024_total;2024_hombres;2024_mujeres;2024_grupo_de_dedad__15_a_17;2024_grupo_de_dedad__18_a_28;2024_grupo_de_dedad__29_a_39;2024_grupo_de_dedad__40_a_59;2024_grupo_de_dedad__60_o_mas
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL,  CENSOS 2001 ,2012 Y  7323;5300;Provincia;Oruro;Abaroa;;Conviviente o concubino;4.3;4.3;4.3;1.3;12.1;3.9;1.7;0.4;8.9;8.7;9.1;4.8;20.2;13.1;3.8;1.2;15.3;15.7;15.0;1.3;25.8;29.4;8.6;2.1
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL,  CENSOS 2001 ,2012 Y  7324;5301;Provincia;Oruro;Abaroa;;Separado;0.5;0.6;0.5;0.1;0.4;0.7;0.7;0.5;0.8;1.0;0.7;0.2;0.6;1.0;1.3;0.5;1.7;1.8;1.6;0.4;1.1;2.1;2.6;1.0
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL,  CENSOS 2001 ,2012 Y  7325;5302;Provincia;Oruro;Abaroa;;Divorciado;0.3;0.3;0.4;0.0;0.2;0.1;0.4;0.8;0.6;0.5;0.6;0.0;0.1;0.5;0.9;1.0;1.0;0.9;1.1;0.1;0.1;0.7;2.1;1.2
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL,  CENSOS 2001 ,2012 Y  7326;5303;Provincia;Oruro;Abaroa;;Viudo;8.1;10.4;6.0;0.1;0.3;1.1;7.8;29.9;6.9;9.1;5.1;0.0;0.8;1.7;5.9;23.4;5.5;7.4;4.0;0.1;0.1;0.9;3.6;22.1
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL,  CENSOS 2001 ,2012 Y  7327;5304;Provincia;Oruro;Abaroa;;Sin especificar;;;;;;;;;0.2;0.3;0.2;0.0;0.3;0.3;0.2;0.3;2.5;2.2;2.7;1.6;3.5;2.1;2.3;2.2
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL,  CENSOS 2001 ,2012 Y  7328;5305;Municipio/TIOC;Oruro;Abaroa;Challapata;Challapata;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL,  CENSOS 2001 ,2012 Y  7329;5306;Municipio/TIOC;Oruro;Abaroa;Challapata;Soltero;30.2;27.9;32.4;96.8;51.7;12.3;6.7;6.5;33.5;30.6;36.4;94.5;56.6;20.6;11.5;8.0;35.0;32.1;37.6;96.5;61.9;24.9;13.3;8.1
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL,  CENSOS 2001 ,2012 Y  7330;5307;Municipio/TIOC;Oruro;Abaroa;Challapata;Casado;56.5;56.0;57.0;1.6;36.1;81.0;81.6;59.2;48.3;48.0;48.5;1.9;21.8;61.9;75.0;62.7;38.6;38.8;38.4;0.4;8.9;39.8;66.3;60.6
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL,  CENSOS 2001 ,2012 Y  7331;5308;Municipio/TIOC;Oruro;Abaroa;Challapata;Conviviente o concubino;4.5;4.7;4.3;1.5;11.3;4.2;1.6;0.7;10.1;10.6;9.6;3.5;20.1;13.8;4.2;1.2;15.6;15.9;15.4;1.4;24.8;28.1;8.6;2.1
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL,  CENSOS 2001 ,2012 Y  7332;5309;Municipio/TIOC;Oruro;Abaroa;Challapata;Separado;0.7;0.8;0.5;0.1;0.4;1.0;1.1;0.4;1.0;1.4;0.6;0.0;0.6;1.4;1.8;0.8;1.9;2.5;1.4;0.2;1.3;2.8;2.9;1.1
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL,  CENSOS 2001 ,2012 Y  7333;5310;Municipio/TIOC;Oruro;Abaroa;Challapata;Divorciado;0.5;0.5;0.5;0.0;0.2;0.4;0.8;1.0;0.6;0.6;0.6;0.0;0.1;0.4;1.1;1.3;1.3;1.4;1.2;0.1;0.1;1.3;2.7;1.7
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL,  CENSOS 2001 ,2012 Y  7334;5311;Municipio/TIOC;Oruro;Abaroa;Challapata;Viudo;7.6;10.0;5.3;0.1;0.3;1.1;8.2;32.2;6.3;8.5;4.1;0.1;0.6;1.6;6.2;25.8;5.4;7.4;3.7;0.1;0.2;1.1;4.3;24.2
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL,  CENSOS 2001 ,2012 Y  7335;5312;Municipio/TIOC;Oruro;Abaroa;Challapata;Sin especificar;;;;;;;;;0.2;0.2;0.2;0.0;0.2;0.4;0.2;0.2;2.1;1.9;2.3;1.5;2.6;1.9;1.9;2.2
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL,  CENSOS 2001 ,2012 Y  7336;5313;Municipio/TIOC;Oruro;Abaroa;Challapata;Urbana;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL,  CENSOS 2001 ,2012 Y  7337;5314;Municipio/TIOC;Oruro;Abaroa;Challapata;Soltero;45.5;37.5;54.8;97.9;69.8;16.0;10.8;7.3;43.1;37.5;49.5;96.4;61.7;23.9;16.3;9.1;43.2;38.8;48.5;97.5;67.7;27.0;17.5;10.9
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL,  CENSOS 2001 ,2012 Y  7338;5315;Municipio/TIOC;Oruro;Abaroa;Challapata;Casado;41.5;45.9;36.4;0.8;19.9;73.9;76.1;51.9;37.2;38.7;35.6;1.1;16.7;54.3;67.8;56.7;29.2;30.4;27.7;0.2;7.3;36.2;55.2;50.8
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL,  CENSOS 2001 ,2012 Y  7339;5316;Municipio/TIOC;Oruro;Abaroa;Challapata;Conviviente o concubino;4.9;5.4;4.3;1.4;9.3;6.5;1.7;1.7;12.5;13.7;11.1;2.4;20.4;18.0;5.5;1.1;16.1;16.0;16.2;1.1;21.6;27.2;11.3;1.9
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL,  CENSOS 2001 ,2012 Y  7340;5317;Municipio/TIOC;Oruro;Abaroa;Challapata;Separado;1.1;1.6;0.6;0.0;0.6;1.6;2.8;0.6;1.3;1.9;0.6;0.0;0.6;1.8;2.7;1.7;2.7;3.7;1.5;0.0;1.5;4.3;4.4;1.9
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL,  CENSOS 2001 ,2012 Y  7341;5318;Municipio/TIOC;Oruro;Abaroa;Challapata;Divorciado;0.8;0.8;0.8;0.0;0.2;1.1;2.0;0.9;0.6;0.7;0.6;0.0;0.1;0.4;1.6;1.7;1.9;2.2;1.5;0.0;0.2;2.1;4.2;3.2
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL,  CENSOS 2001 ,2012 Y  7342;5319;Municipio/TIOC;Oruro;Abaroa;Challapata;Viudo;6.2;8.8;3.1;0.0;0.1;0.9;6.6;37.6;5.1;7.4;2.5;0.1;0.4;1.3;5.9;29.6;5.3;7.2;3.0;0.1;0.4;1.4;5.6;29.2
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL,  CENSOS 2001 ,2012 Y  7343;5320;Municipio/TIOC;Oruro;Abaroa;Challapata;Sin especificar;;;;;;;;;0.1;0.1;0.2;0.0;0.1;0.3;0.2;0.0;1.6;1.6;1.6;1.2;1.3;1.8;1.8;2.1
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL,  CENSOS 2001 ,2012 Y  7344;5321;Municipio/TIOC;Oruro;Abaroa;Challapata;Rural;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL,  CENSOS 2001 ,2012 Y  7345;5322;Municipio/TIOC;Oruro;Abaroa;Challapata;Soltero;23.5;23.1;23.8;95.8;41.6;10.8;5.4;6.2;26.6;24.7;28.3;92.3;50.8;18.1;9.2;7.5;30.5;27.5;32.9;95.6;58.2;23.5;11.7;7.2
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL,  CENSOS 2001 ,2012 Y  7346;5323;Municipio/TIOC;Oruro;Abaroa;Challapata;Casado;63.1;61.1;64.8;2.4;45.1;83.8;83.3;61.5;56.2;55.9;56.5;2.9;27.6;67.4;78.4;65.5;43.7;44.5;43.0;0.5;10.0;42.3;70.7;64.1
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL,  CENSOS 2001 ,2012 Y  7347;5324;Municipio/TIOC;Oruro;Abaroa;Challapata;Conviviente o concubino;4.4;4.4;4.3;1.6;12.4;3.3;1.5;0.4;8.3;8.1;8.6;4.8;19.6;10.7;3.6;1.2;15.4;15.8;15.0;1.6;27.0;28.7;7.5;2.2
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL,  CENSOS 2001 ,2012 Y  7348;5325;Municipio/TIOC;Oruro;Abaroa;Challapata;Separado;0.5;0.5;0.5;0.1;0.3;0.7;0.6;0.4;0.8;1.0;0.7;0.0;0.6;1.1;1.3;0.4;1.5;1.6;1.4;0.4;1.1;1.9;2.3;0.8
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL,  CENSOS 2001 ,2012 Y  7349;5326;Municipio/TIOC;Oruro;Abaroa;Challapata;Divorciado;0.4;0.3;0.4;0.0;0.2;0.1;0.5;1.0;0.6;0.6;0.6;0.0;0.1;0.5;0.9;1.0;1.0;0.9;1.1;0.1;0.1;0.8;2.1;1.1
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL,  CENSOS 2001 ,2012 Y  7350;5327;Municipio/TIOC;Oruro;Abaroa;Challapata;Viudo;8.2;10.6;6.2;0.1;0.4;1.2;8.7;30.5;7.1;9.4;5.1;0.0;0.9;1.9;6.3;24.0;5.5;7.5;4.0;0.1;0.1;0.9;3.7;22.4
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL,  CENSOS 2001 ,2012 Y  7351;5328;Municipio/TIOC;Oruro;Abaroa;Challapata;Sin especificar;;;;;;;;;0.3;0.4;0.3;0.0;0.4;0.4;0.3;0.3;2.4;2.1;2.6;1.7;3.5;2.0;2.0;2.2
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL,  CENSOS 2001 ,2012 Y  7352;5329;Municipio/TIOC;Oruro;Abaroa;Santuario de Quillacas;Santuario de Quillacas;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL,  CENSOS 2001 ,2012 Y  7353;5330;Municipio/TIOC;Oruro;Abaroa;Santuario de Quillacas;Soltero;26.0;25.9;26.2;98.1;58.2;14.5;10.5;5.3;30.5;29.6;31.4;90.4;57.5;24.8;15.4;7.6;35.2;35.5;34.9;97.5;70.5;32.6;16.4;9.6
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL,  CENSOS 2001 ,2012 Y  7354;5331;Municipio/TIOC;Oruro;Abaroa;Santuario de Quillacas;Casado;61.6;59.0;63.9;1.9;30.7;77.5;82.0;65.9;50.4;49.9;50.9;3.7;19.3;49.7;73.4;68.1;37.8;35.7;39.8;0.0;5.0;28.5;57.9;62.3
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL,  CENSOS 2001 ,2012 Y  7355;5332;Municipio/TIOC;Oruro;Abaroa;Santuario de Quillacas;Conviviente o concubino;4.0;3.9;4.2;0.0;10.4;6.7;2.2;0.2;11.3;11.2;11.4;5.0;22.3;23.3;4.7;0.9;15.0;15.1;15.0;0.4;19.9;32.2;12.8;1.9
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL,  CENSOS 2001 ,2012 Y  7356;5333;Municipio/TIOC;Oruro;Abaroa;Santuario de Quillacas;Separado;0.8;1.2;0.5;0.0;0.7;0.5;1.4;0.6;0.8;1.3;0.5;0.9;0.3;0.6;1.3;0.9;2.4;2.6;2.2;0.7;1.2;2.9;4.0;1.4
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL,  CENSOS 2001 ,2012 Y  7357;5334;Municipio/TIOC;Oruro;Abaroa;Santuario de Quillacas;Divorciado;0.2;0.2;0.2;0.0;0.0;0.5;0.1;0.2;0.5;0.2;0.8;0.0;0.0;0.6;0.7;0.9;1.1;1.1;1.2;0.0;0.0;0.5;2.2;1.7
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL,  CENSOS 2001 ,2012 Y  7358;5335;Municipio/TIOC;Oruro;Abaroa;Santuario de Quillacas;Viudo;7.4;9.8;5.1;0.0;0.0;0.3;3.7;27.7;6.4;7.9;5.1;0.0;0.6;1.1;4.4;21.5;5.6;7.4;4.0;0.0;0.0;0.8;3.3;21.0
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL,  CENSOS 2001 ,2012 Y  7359;5336;Municipio/TIOC;Oruro;Abaroa;Santuario de Quillacas;Sin especificar;;;;;;;;;;;;;;;;;2.8;2.6;2.9;1.4;3.3;2.5;3.3;2.0
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL,  CENSOS 2001 ,2012 Y  7360;5337;Municipio/TIOC;Oruro;Abaroa;Santuario de Quillacas;Urbana;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL,  CENSOS 2001 ,2012 Y  7361;5338;Municipio/TIOC;Oruro;Abaroa;Santuario de Quillacas;Soltero;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL,  CENSOS 2001 ,2012 Y  7362;5339;Municipio/TIOC;Oruro;Abaroa;Santuario de Quillacas;Casado;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL,  CENSOS 2001 ,2012 Y  7363;5340;Municipio/TIOC;Oruro;Abaroa;Santuario de Quillacas;Conviviente o concubino;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL,  CENSOS 2001 ,2012 Y  7364;5341;Municipio/TIOC;Oruro;Abaroa;Santuario de Quillacas;Separado;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL,  CENSOS 2001 ,2012 Y  7365;5342;Municipio/TIOC;Oruro;Abaroa;Santuario de Quillacas;Divorciado;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL,  CENSOS 2001 ,2012 Y  7366;5343;Municipio/TIOC;Oruro;Abaroa;Santuario de Quillacas;Viudo;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL,  CENSOS 2001 ,2012 Y  7367;5344;Municipio/TIOC;Oruro;Abaroa;Santuario de Quillacas;Sin especificar;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL,  CENSOS 2001 ,2012 Y  7368;5345;Municipio/TIOC;Oruro;Abaroa;Santuario de Quillacas;Rural;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL,  CENSOS 2001 ,2012 Y  7369;5346;Municipio/TIOC;Oruro;Abaroa;Santuario de Quillacas;Soltero;26.0;25.9;26.2;98.1;58.2;14.5;10.5;5.3;30.5;29.6;31.4;90.4;57.5;24.8;15.4;7.6;35.2;35.5;34.9;97.5;70.5;32.6;16.4;9.6
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD POR SEXO Y GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y ESTADO CIVIL,  CENSOS 2001 ,2012 Y  7370;5347;Municipio/TIOC;Oruro;Abaroa;Santuario de Quillacas;Casado;61.6;59.0;63.9;1.9;30.7;77.5;82.0;65.9;50.4;49.9;50.9;3.7;19.3;49.7;73.4;68.1;37.8;35.7;39.8;0.0;5.0;28.5;57.9;62.3
