cuadro;no;nivel;departamento;provincia;municipio_tioc;area;2012_numero_total;2012_numero_con_personas_fallecidas_declaradas;2012_numero_sin_personas_fallecidas_declaradas;2024_numero_total;2024_numero_con_personas_fallecidas_declaradas;2024_numero_sin_personas_fallecidas_declaradas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES Y PERSONAS FALLECIDAS DECLARADAS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2815;792;Municipio/TIOC;Oruro;Mejillones;Carangas;Rural;245;2;243;257;15;242;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES Y PERSONAS FALLECIDAS DECLARADAS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2816;793;Provincia;Oruro;Nor Carangas;;Nor Carangas;2,254;121;2,133;2,722;413;2,309;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES Y PERSONAS FALLECIDAS DECLARADAS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2817;794;Provincia;Oruro;Nor Carangas;;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES Y PERSONAS FALLECIDAS DECLARADAS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2818;795;Provincia;Oruro;Nor Carangas;;Rural;2,254;121;2,133;2,722;413;2,309;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES Y PERSONAS FALLECIDAS DECLARADAS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2819;796;Municipio/TIOC;Oruro;Nor Carangas;Santiago de Huayllamarca;Santiago de Huayllamarca;2,254;121;2,133;2,722;413;2,309;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES Y PERSONAS FALLECIDAS DECLARADAS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2820;797;Municipio/TIOC;Oruro;Nor Carangas;Santiago de Huayllamarca;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES Y PERSONAS FALLECIDAS DECLARADAS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2821;798;Municipio/TIOC;Oruro;Nor Carangas;Santiago de Huayllamarca;Rural;2,254;121;2,133;2,722;413;2,309;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES Y PERSONAS FALLECIDAS DECLARADAS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2822;799;Departamento;Potosí;;;Potosí;242,302;11,716;230,586;303,745;31,953;271,792;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES Y PERSONAS FALLECIDAS DECLARADAS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2823;800;Departamento;Potosí;;;Urbana;93,169;4,602;88,567;123,576;13,155;110,421;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES Y PERSONAS FALLECIDAS DECLARADAS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2824;801;Departamento;Potosí;;;Rural;149,133;7,114;142,019;180,169;18,798;161,371;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES Y PERSONAS FALLECIDAS DECLARADAS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2825;802;Provincia;Potosí;Tomás Frías;;Tomás Frías;63,169;3,199;59,970;82,587;9,264;73,323;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES Y PERSONAS FALLECIDAS DECLARADAS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2826;803;Provincia;Potosí;Tomás Frías;;Urbana;46,764;2,338;44,426;60,712;6,638;54,074;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES Y PERSONAS FALLECIDAS DECLARADAS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2827;804;Provincia;Potosí;Tomás Frías;;Rural;16,405;861;15,544;21,875;2,626;19,249;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES Y PERSONAS FALLECIDAS DECLARADAS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2828;805;Municipio/TIOC;Potosí;Tomás Frías;Potosí;Potosí;51,606;2,620;48,986;67,379;7,551;59,828;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES Y PERSONAS FALLECIDAS DECLARADAS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2829;806;Municipio/TIOC;Potosí;Tomás Frías;Potosí;Urbana;46,764;2,338;44,426;60,712;6,638;54,074;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES Y PERSONAS FALLECIDAS DECLARADAS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2830;807;Municipio/TIOC;Potosí;Tomás Frías;Potosí;Rural;4,842;282;4,560;6,667;913;5,754;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES Y PERSONAS FALLECIDAS DECLARADAS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2831;808;Municipio/TIOC;Potosí;Tomás Frías;Tinguipaya;Tinguipaya;7,545;403;7,142;9,796;1,025;8,771;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES Y PERSONAS FALLECIDAS DECLARADAS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2832;809;Municipio/TIOC;Potosí;Tomás Frías;Tinguipaya;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES Y PERSONAS FALLECIDAS DECLARADAS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2833;810;Municipio/TIOC;Potosí;Tomás Frías;Tinguipaya;Rural;7,545;403;7,142;9,796;1,025;8,771;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES Y PERSONAS FALLECIDAS DECLARADAS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2834;811;Municipio/TIOC;Potosí;Tomás Frías;Yocalla;Yocalla;2,916;144;2,772;4,191;572;3,619;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES Y PERSONAS FALLECIDAS DECLARADAS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2835;812;Municipio/TIOC;Potosí;Tomás Frías;Yocalla;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES Y PERSONAS FALLECIDAS DECLARADAS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2836;813;Municipio/TIOC;Potosí;Tomás Frías;Yocalla;Rural;2,916;144;2,772;4,191;572;3,619;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES Y PERSONAS FALLECIDAS DECLARADAS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2837;814;Municipio/TIOC;Potosí;Tomás Frías;Urmiri;Urmiri;1,102;32;1,070;1,221;116;1,105;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES Y PERSONAS FALLECIDAS DECLARADAS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2838;815;Municipio/TIOC;Potosí;Tomás Frías;Urmiri;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES Y PERSONAS FALLECIDAS DECLARADAS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2839;816;Municipio/TIOC;Potosí;Tomás Frías;Urmiri;Rural;1,102;32;1,070;1,221;116;1,105;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES Y PERSONAS FALLECIDAS DECLARADAS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2840;817;Provincia;Potosí;Rafael Bustillo;;Rafael Bustillo;25,965;1,381;24,584;33,144;3,526;29,618;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES Y PERSONAS FALLECIDAS DECLARADAS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2841;818;Provincia;Potosí;Rafael Bustillo;;Urbana;14,008;749;13,259;19,003;2,108;16,895;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES Y PERSONAS FALLECIDAS DECLARADAS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2842;819;Provincia;Potosí;Rafael Bustillo;;Rural;11,957;632;11,325;14,141;1,418;12,723;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES Y PERSONAS FALLECIDAS DECLARADAS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2843;820;Municipio/TIOC;Potosí;Rafael Bustillo;Uncía;Uncía;6,620;330;6,290;8,437;885;7,552;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES Y PERSONAS FALLECIDAS DECLARADAS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2844;821;Municipio/TIOC;Potosí;Rafael Bustillo;Uncía;Urbana;2,825;147;2,678;3,551;421;3,130;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES Y PERSONAS FALLECIDAS DECLARADAS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2845;822;Municipio/TIOC;Potosí;Rafael Bustillo;Uncía;Rural;3,795;183;3,612;4,886;464;4,422;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES Y PERSONAS FALLECIDAS DECLARADAS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2846;823;Municipio/TIOC;Potosí;Rafael Bustillo;Chayanta;Chayanta;4,667;240;4,427;5,658;674;4,984;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES Y PERSONAS FALLECIDAS DECLARADAS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2847;824;Municipio/TIOC;Potosí;Rafael Bustillo;Chayanta;Urbana;810;42;768;1,044;144;900;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES Y PERSONAS FALLECIDAS DECLARADAS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2848;825;Municipio/TIOC;Potosí;Rafael Bustillo;Chayanta;Rural;3,857;198;3,659;4,614;530;4,084;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES Y PERSONAS FALLECIDAS DECLARADAS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2849;826;Municipio/TIOC;Potosí;Rafael Bustillo;Llallagua;Llallagua;12,409;668;11,741;16,017;1,726;14,291;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES Y PERSONAS FALLECIDAS DECLARADAS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2850;827;Municipio/TIOC;Potosí;Rafael Bustillo;Llallagua;Urbana;10,373;560;9,813;13,731;1,470;12,261;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES Y PERSONAS FALLECIDAS DECLARADAS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2851;828;Municipio/TIOC;Potosí;Rafael Bustillo;Llallagua;Rural;2,036;108;1,928;2,286;256;2,030;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES Y PERSONAS FALLECIDAS DECLARADAS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2852;829;Municipio/TIOC;Potosí;Rafael Bustillo;Chuquihuta Ayllu Jucumani;Chuquihuta Ayllu Jucumani;2,269;143;2,126;3,032;241;2,791;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES Y PERSONAS FALLECIDAS DECLARADAS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2853;830;Municipio/TIOC;Potosí;Rafael Bustillo;Chuquihuta Ayllu Jucumani;Urbana;;;;677;73;604;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES Y PERSONAS FALLECIDAS DECLARADAS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2854;831;Municipio/TIOC;Potosí;Rafael Bustillo;Chuquihuta Ayllu Jucumani;Rural;2,269;143;2,126;2,355;168;2,187;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES Y PERSONAS FALLECIDAS DECLARADAS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2855;832;Provincia;Potosí;Cornelio Saavedra;;Cornelio Saavedra;16,840;789;16,051;19,584;2,248;17,336;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES Y PERSONAS FALLECIDAS DECLARADAS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2856;833;Provincia;Potosí;Cornelio Saavedra;;Urbana;1,438;97;1,341;2,182;245;1,937;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES Y PERSONAS FALLECIDAS DECLARADAS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2857;834;Provincia;Potosí;Cornelio Saavedra;;Rural;15,402;692;14,710;17,402;2,003;15,399;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES Y PERSONAS FALLECIDAS DECLARADAS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2858;835;Municipio/TIOC;Potosí;Cornelio Saavedra;Betanzos;Betanzos;9,721;447;9,274;10,921;1,251;9,670;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES Y PERSONAS FALLECIDAS DECLARADAS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2859;836;Municipio/TIOC;Potosí;Cornelio Saavedra;Betanzos;Urbana;1,438;97;1,341;2,182;245;1,937;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES Y PERSONAS FALLECIDAS DECLARADAS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2860;837;Municipio/TIOC;Potosí;Cornelio Saavedra;Betanzos;Rural;8,283;350;7,933;8,739;1,006;7,733;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES Y PERSONAS FALLECIDAS DECLARADAS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2861;838;Municipio/TIOC;Potosí;Cornelio Saavedra;Chaquí;Chaquí;3,222;168;3,054;3,482;489;2,993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES Y PERSONAS FALLECIDAS DECLARADAS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2862;839;Municipio/TIOC;Potosí;Cornelio Saavedra;Chaquí;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES Y PERSONAS FALLECIDAS DECLARADAS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2863;840;Municipio/TIOC;Potosí;Cornelio Saavedra;Chaquí;Rural;3,222;168;3,054;3,482;489;2,993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES Y PERSONAS FALLECIDAS DECLARADAS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2864;841;Municipio/TIOC;Potosí;Cornelio Saavedra;Tacobamba;Tacobamba;3,897;174;3,723;5,181;508;4,673;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES Y PERSONAS FALLECIDAS DECLARADAS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2865;842;Municipio/TIOC;Potosí;Cornelio Saavedra;Tacobamba;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES Y PERSONAS FALLECIDAS DECLARADAS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2866;843;Municipio/TIOC;Potosí;Cornelio Saavedra;Tacobamba;Rural;3,897;174;3,723;5,181;508;4,673;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES Y PERSONAS FALLECIDAS DECLARADAS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2867;844;Provincia;Potosí;Chayanta;;Chayanta;30,864;1,544;29,320;40,534;3,894;36,640;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES Y PERSONAS FALLECIDAS DECLARADAS, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2868;845;Provincia;Potosí;Chayanta;;Urbana;1,085;70;1,015;3,467;346;3,121;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
