cuadro;no;nivel;departamento;provincia;municipio_toc;area_y_grupo_de_edad;total;hombre;mujer;sin_especificar
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);4085;Provincia;Oruro;Sajama;Choquecota;60 o más;59;44;15;0
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);4086;Provincia;Oruro;Sajama;Choquecota;Sin especificar;4;4;0;0
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);4087;Municipio/TIOC;Oruro;Sajama;Curahuara de Carangas;Curahuara de Carangas;53;37;16;0
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);4088;Municipio/TIOC;Oruro;Sajama;Curahuara de Carangas;0 a 17;2;2;0;0
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);4089;Municipio/TIOC;Oruro;Sajama;Curahuara de Carangas;18 a 29;1;1;0;0
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);4090;Municipio/TIOC;Oruro;Sajama;Curahuara de Carangas;30 a 59;12;6;6;0
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);4091;Municipio/TIOC;Oruro;Sajama;Curahuara de Carangas;60 o más;35;25;10;0
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);4092;Municipio/TIOC;Oruro;Sajama;Curahuara de Carangas;Sin especificar;3;3;0;0
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);4093;Municipio/TIOC;Oruro;Sajama;Curahuara de Carangas;Urbana;;;;
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);4094;Municipio/TIOC;Oruro;Sajama;Curahuara de Carangas;0 a 17;;;;
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);4095;Municipio/TIOC;Oruro;Sajama;Curahuara de Carangas;18 a 29;;;;
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);4096;Municipio/TIOC;Oruro;Sajama;Curahuara de Carangas;30 a 59;;;;
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);4097;Municipio/TIOC;Oruro;Sajama;Curahuara de Carangas;60 o más;;;;
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);4098;Municipio/TIOC;Oruro;Sajama;Curahuara de Carangas;Sin especificar;;;;
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);4099;Municipio/TIOC;Oruro;Sajama;Curahuara de Carangas;Rural;53;37;16;0
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);4100;Municipio/TIOC;Oruro;Sajama;Curahuara de Carangas;0 a 17;2;2;0;0
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);4101;Municipio/TIOC;Oruro;Sajama;Curahuara de Carangas;18 a 29;1;1;0;0
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);4102;Municipio/TIOC;Oruro;Sajama;Curahuara de Carangas;30 a 59;12;6;6;0
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);4103;Municipio/TIOC;Oruro;Sajama;Curahuara de Carangas;60 o más;35;25;10;0
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);4104;Municipio/TIOC;Oruro;Sajama;Curahuara de Carangas;Sin especificar;3;3;0;0
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);4105;Municipio/TIOC;Oruro;Sajama;Turco;Turco;29;22;7;0
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);4106;Municipio/TIOC;Oruro;Sajama;Turco;0 a 17;;;;
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);4107;Municipio/TIOC;Oruro;Sajama;Turco;18 a 29;1;1;0;0
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);4108;Municipio/TIOC;Oruro;Sajama;Turco;30 a 59;3;1;2;0
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);4109;Municipio/TIOC;Oruro;Sajama;Turco;60 o más;24;19;5;0
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);4110;Municipio/TIOC;Oruro;Sajama;Turco;Sin especificar;1;1;0;0
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);4111;Municipio/TIOC;Oruro;Sajama;Turco;Urbana;;;;
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);4112;Municipio/TIOC;Oruro;Sajama;Turco;0 a 17;;;;
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);4113;Municipio/TIOC;Oruro;Sajama;Turco;18 a 29;;;;
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);4114;Municipio/TIOC;Oruro;Sajama;Turco;30 a 59;;;;
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);4115;Municipio/TIOC;Oruro;Sajama;Turco;60 o más;;;;
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);4116;Municipio/TIOC;Oruro;Sajama;Turco;Sin especificar;;;;
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);4117;Municipio/TIOC;Oruro;Sajama;Turco;Rural;29;22;7;0
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);4118;Municipio/TIOC;Oruro;Sajama;Turco;0 a 17;;;;
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);4119;Municipio/TIOC;Oruro;Sajama;Turco;18 a 29;1;1;0;0
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);4120;Municipio/TIOC;Oruro;Sajama;Turco;30 a 59;3;1;2;0
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);4121;Municipio/TIOC;Oruro;Sajama;Turco;60 o más;24;19;5;0
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);4122;Municipio/TIOC;Oruro;Sajama;Turco;Sin especificar;1;1;0;0
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);4123;Provincia;Oruro;Litoral;Turco;Litoral;104;81;23;0
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);4124;Provincia;Oruro;Litoral;Turco;0 a 17;;;;
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);4125;Provincia;Oruro;Litoral;Turco;18 a 29;5;4;1;0
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);4126;Provincia;Oruro;Litoral;Turco;30 a 59;40;31;9;0
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);4127;Provincia;Oruro;Litoral;Turco;60 o más;52;41;11;0
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);4128;Provincia;Oruro;Litoral;Turco;Sin especificar;7;5;2;0
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);4129;Provincia;Oruro;Litoral;Turco;Urbana;66;55;11;0
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);4130;Provincia;Oruro;Litoral;Turco;0 a 17;;;;
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);4131;Provincia;Oruro;Litoral;Turco;18 a 29;2;2;0;0
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);4132;Provincia;Oruro;Litoral;Turco;30 a 59;26;22;4;0
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);4133;Provincia;Oruro;Litoral;Turco;60 o más;35;28;7;0
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);4134;Provincia;Oruro;Litoral;Turco;Sin especificar;3;3;0;0
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);4135;Provincia;Oruro;Litoral;Turco;Rural;38;26;12;0
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);4136;Provincia;Oruro;Litoral;Turco;0 a 17;;;;
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);4137;Provincia;Oruro;Litoral;Turco;18 a 29;3;2;1;0
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);4138;Provincia;Oruro;Litoral;Turco;30 a 59;14;9;5;0
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);4139;Provincia;Oruro;Litoral;Turco;60 o más;17;13;4;0
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);4140;Provincia;Oruro;Litoral;Turco;Sin especificar;4;2;2;0
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);4141;Municipio/TIOC;Oruro;Litoral;Huachacalla;Huachacalla;56;46;10;0
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);4142;Municipio/TIOC;Oruro;Litoral;Huachacalla;0 a 17;;;;
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);4143;Municipio/TIOC;Oruro;Litoral;Huachacalla;18 a 29;2;2;0;0
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);4144;Municipio/TIOC;Oruro;Litoral;Huachacalla;30 a 59;19;16;3;0
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);4145;Municipio/TIOC;Oruro;Litoral;Huachacalla;60 o más;33;26;7;0
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);4146;Municipio/TIOC;Oruro;Litoral;Huachacalla;Sin especificar;2;2;0;0
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);4147;Municipio/TIOC;Oruro;Litoral;Huachacalla;Urbana;52;43;9;0
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);4148;Municipio/TIOC;Oruro;Litoral;Huachacalla;0 a 17;;;;
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);4149;Municipio/TIOC;Oruro;Litoral;Huachacalla;18 a 29;2;2;0;0
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);4150;Municipio/TIOC;Oruro;Litoral;Huachacalla;30 a 59;18;15;3;0
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);4151;Municipio/TIOC;Oruro;Litoral;Huachacalla;60 o más;30;24;6;0
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);4152;Municipio/TIOC;Oruro;Litoral;Huachacalla;Sin especificar;2;2;0;0
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);4153;Municipio/TIOC;Oruro;Litoral;Huachacalla;Rural;4;3;1;0
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);4154;Municipio/TIOC;Oruro;Litoral;Huachacalla;0 a 17;;;;
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);4155;Municipio/TIOC;Oruro;Litoral;Huachacalla;18 a 29;;;;
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);4156;Municipio/TIOC;Oruro;Litoral;Huachacalla;30 a 59;1;1;0;0
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);4157;Municipio/TIOC;Oruro;Litoral;Huachacalla;60 o más;3;2;1;0
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);4158;Municipio/TIOC;Oruro;Litoral;Huachacalla;Sin especificar;;;;
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);4159;Municipio/TIOC;Oruro;Litoral;Escara;Escara;22;16;6;0
BOLIVIA: PERSONAS FALLECIDAS DE COVID-19 DECLARADAS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);4160;Municipio/TIOC;Oruro;Litoral;Escara;0 a 17;;;;
