cuadro;no;nivel;departamento;provincia;municipio_tioc;area;poblacion_con_cobertura_de_salud;hombres_con_cobertura_de_salud;mujeres_con_cobertura_de_salud;total_cobertura_de_salud;hombres_cobertura_de_salud;mujeres_cobertura_de_salud
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;786;Municipio;Oruro;Mejillones;La Rivera;Rural;729;341;388;58.9;56.7;60.9
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;787;Municipio;Oruro;Mejillones;Todos Santos;Todos Santos;693;360;333;62.0;60.6;63.7
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;788;Municipio;Oruro;Mejillones;Todos Santos;Urbana;;;;;;
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;789;Municipio;Oruro;Mejillones;Todos Santos;Rural;693;360;333;62.0;60.6;63.7
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;790;Municipio;Oruro;Mejillones;Carangas;Carangas;731;360;371;67.8;65.2;70.5
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;791;Municipio;Oruro;Mejillones;Carangas;Urbana;;;;;;
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;792;Municipio;Oruro;Mejillones;Carangas;Rural;731;360;371;67.8;65.2;70.5
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;793;Provincia;Oruro;Nor Carangas;;Nor Carangas;4,959;2,599;2,360;86.3;85.0;87.8
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;794;Provincia;Oruro;Nor Carangas;;Urbana;;;;;;
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;795;Provincia;Oruro;Nor Carangas;;Rural;4,959;2,599;2,360;86.3;85.0;87.8
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;796;Municipio;Oruro;Nor Carangas;Santiago de Huayllamarca;Santiago de Huayllamarca;4,959;2,599;2,360;86.3;85.0;87.8
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;797;Municipio;Oruro;Nor Carangas;Santiago de Huayllamarca;Urbana;;;;;;
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;798;Municipio;Oruro;Nor Carangas;Santiago de Huayllamarca;Rural;4,959;2,599;2,360;86.3;85.0;87.8
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;799;Departamento;Potosí;;;Potosí;713,125;349,624;363,501;85.3;83.2;87.5
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;800;Departamento;Potosí;;;Urbana;316,698;146,032;170,666;84.4;81.6;87.0
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;801;Departamento;Potosí;;;Rural;396,427;203,592;192,835;86.1;84.4;87.9
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;802;Provincia;Potosí;Tomás Frías;;Tomás Frías;212,492;100,065;112,427;82.0;78.9;85.0
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;803;Provincia;Potosí;Tomás Frías;;Urbana;161,577;73,516;88,061;82.3;79.0;85.3
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;804;Provincia;Potosí;Tomás Frías;;Rural;50,915;26,549;24,366;81.3;78.8;84.2
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;805;Municipio;Potosí;Tomás Frías;Potosí;Potosí;177,813;81,549;96,264;82.2;78.9;85.3
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;806;Municipio;Potosí;Tomás Frías;Potosí;Urbana;161,577;73,516;88,061;82.3;79.0;85.3
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;807;Municipio;Potosí;Tomás Frías;Potosí;Rural;16,236;8,033;8,203;81.7;78.7;85.0
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;808;Municipio;Potosí;Tomás Frías;Tinguipaya;Tinguipaya;22,638;12,369;10,269;81.2;79.1;83.9
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;809;Municipio;Potosí;Tomás Frías;Tinguipaya;Urbana;;;;;;
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;810;Municipio;Potosí;Tomás Frías;Tinguipaya;Rural;22,638;12,369;10,269;81.2;79.1;83.9
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;811;Municipio;Potosí;Tomás Frías;Yocalla;Yocalla;9,746;4,823;4,923;82.1;79.7;84.6
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;812;Municipio;Potosí;Tomás Frías;Yocalla;Urbana;;;;;;
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;813;Municipio;Potosí;Tomás Frías;Yocalla;Rural;9,746;4,823;4,923;82.1;79.7;84.6
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;814;Municipio;Potosí;Tomás Frías;Urmiri;Urmiri;2,295;1,324;971;75.9;73.4;79.6
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;815;Municipio;Potosí;Tomás Frías;Urmiri;Urbana;;;;;;
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;816;Municipio;Potosí;Tomás Frías;Urmiri;Rural;2,295;1,324;971;75.9;73.4;79.6
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;817;Provincia;Potosí;Rafael Bustillo;;Rafael Bustillo;76,642;37,351;39,291;88.4;86.4;90.3
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;818;Provincia;Potosí;Rafael Bustillo;;Urbana;44,180;20,039;24,141;88.5;86.3;90.4
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;819;Provincia;Potosí;Rafael Bustillo;;Rural;32,462;17,312;15,150;88.3;86.6;90.3
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;820;Municipio;Potosí;Rafael Bustillo;Uncía;Uncía;19,843;9,973;9,870;89.4;87.8;91.1
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;821;Municipio;Potosí;Rafael Bustillo;Uncía;Urbana;8,230;3,735;4,495;90.7;89.4;91.7
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;822;Municipio;Potosí;Rafael Bustillo;Uncía;Rural;11,613;6,238;5,375;88.6;86.9;90.5
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;823;Municipio;Potosí;Rafael Bustillo;Chayanta;Chayanta;14,301;7,316;6,985;92.0;90.7;93.4
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;824;Municipio;Potosí;Rafael Bustillo;Chayanta;Urbana;2,642;1,227;1,415;94.0;93.0;95.0
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;825;Municipio;Potosí;Rafael Bustillo;Chayanta;Rural;11,659;6,089;5,570;91.6;90.3;93.0
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;826;Municipio;Potosí;Rafael Bustillo;Llallagua;Llallagua;35,794;16,463;19,331;87.2;84.7;89.5
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;827;Municipio;Potosí;Rafael Bustillo;Llallagua;Urbana;31,454;14,161;17,293;87.3;84.7;89.5
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;828;Municipio;Potosí;Rafael Bustillo;Llallagua;Rural;4,340;2,302;2,038;86.7;84.5;89.3
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;829;Municipio;Potosí;Rafael Bustillo;Chuquihuta Ayllu Jucumani;Chuquihuta Ayllu Jucumani;6,704;3,599;3,105;84.6;82.9;86.6
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;830;Municipio;Potosí;Rafael Bustillo;Chuquihuta Ayllu Jucumani;Urbana;1,854;916;938;92.3;91.2;93.4
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;831;Municipio;Potosí;Rafael Bustillo;Chuquihuta Ayllu Jucumani;Rural;4,850;2,683;2,167;82.0;80.4;84.0
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;832;Provincia;Potosí;Cornelio Saavedra;;Cornelio Saavedra;44,973;22,358;22,615;84.0;81.8;86.2
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;833;Provincia;Potosí;Cornelio Saavedra;;Urbana;5,209;2,351;2,858;85.2;83.4;86.8
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;834;Provincia;Potosí;Cornelio Saavedra;;Rural;39,764;20,007;19,757;83.8;81.6;86.1
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;835;Municipio;Potosí;Cornelio Saavedra;Betanzos;Betanzos;26,697;13,078;13,619;86.8;85.1;88.5
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;836;Municipio;Potosí;Cornelio Saavedra;Betanzos;Urbana;5,209;2,351;2,858;85.2;83.4;86.8
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;837;Municipio;Potosí;Cornelio Saavedra;Betanzos;Rural;21,488;10,727;10,761;87.2;85.5;89.0
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;838;Municipio;Potosí;Cornelio Saavedra;Chaquí;Chaquí;7,484;3,572;3,912;83.2;80.8;85.5
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;839;Municipio;Potosí;Cornelio Saavedra;Chaquí;Urbana;;;;;;
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;840;Municipio;Potosí;Cornelio Saavedra;Chaquí;Rural;7,484;3,572;3,912;83.2;80.8;85.5
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;841;Municipio;Potosí;Cornelio Saavedra;Tacobamba;Tacobamba;10,792;5,708;5,084;78.1;75.6;81.1
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;842;Municipio;Potosí;Cornelio Saavedra;Tacobamba;Urbana;;;;;;
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;843;Municipio;Potosí;Cornelio Saavedra;Tacobamba;Rural;10,792;5,708;5,084;78.1;75.6;81.1
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;844;Provincia;Potosí;Chayanta;;Chayanta;82,497;43,847;38,650;86.2;84.7;87.9
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;845;Provincia;Potosí;Chayanta;;Urbana;6,704;3,516;3,188;88.4;86.5;90.5
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;846;Provincia;Potosí;Chayanta;;Rural;75,793;40,331;35,462;86.0;84.5;87.7
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;847;Municipio;Potosí;Chayanta;Colquechaca;Colquechaca;12,677;7,015;5,662;83.9;82.5;85.6
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;848;Municipio;Potosí;Chayanta;Colquechaca;Urbana;4,688;2,729;1,959;87.2;85.8;89.2
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;849;Municipio;Potosí;Chayanta;Colquechaca;Rural;7,989;4,286;3,703;82.0;80.5;83.8
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;850;Municipio;Potosí;Chayanta;Ravelo;Ravelo;13,739;7,088;6,651;86.6;85.0;88.3
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;851;Municipio;Potosí;Chayanta;Ravelo;Urbana;;;;;;
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;852;Municipio;Potosí;Chayanta;Ravelo;Rural;13,739;7,088;6,651;86.6;85.0;88.3
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;853;Municipio;Potosí;Chayanta;Pocoata;Pocoata;27,438;14,049;13,389;87.9;86.5;89.3
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;854;Municipio;Potosí;Chayanta;Pocoata;Urbana;2,016;787;1,229;91.3;89.1;92.7
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;855;Municipio;Potosí;Chayanta;Pocoata;Rural;25,422;13,262;12,160;87.6;86.4;89.0
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;856;Municipio;Potosí;Chayanta;Ocurí;Ocurí;11,544;6,411;5,133;84.4;82.5;86.8
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;857;Municipio;Potosí;Chayanta;Ocurí;Urbana;;;;;;
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;858;Municipio;Potosí;Chayanta;Ocurí;Rural;11,544;6,411;5,133;84.4;82.5;86.8
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;859;Municipio;Potosí;Chayanta;San Pedro de Macha;San Pedro de Macha;17,099;9,284;7,815;86.1;84.9;87.5
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;860;Municipio;Potosí;Chayanta;San Pedro de Macha;Urbana;;;;;;
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;861;Municipio;Potosí;Chayanta;San Pedro de Macha;Rural;17,099;9,284;7,815;86.1;84.9;87.5
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;862;Provincia;Potosí;Charcas;;Charcas;33,625;17,421;16,204;89.2;88.0;90.6
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;863;Provincia;Potosí;Charcas;;Urbana;;;;;;
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;864;Provincia;Potosí;Charcas;;Rural;33,625;17,421;16,204;89.2;88.0;90.6
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;865;Municipio;Potosí;Charcas;San Pedro;San Pedro;24,320;12,724;11,596;88.9;87.7;90.2
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;866;Municipio;Potosí;Charcas;San Pedro;Urbana;;;;;;
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;867;Municipio;Potosí;Charcas;San Pedro;Rural;24,320;12,724;11,596;88.9;87.7;90.2
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;868;Municipio;Potosí;Charcas;Toro Toro;Toro Toro;9,305;4,697;4,608;90.1;88.7;91.6
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;869;Municipio;Potosí;Charcas;Toro Toro;Urbana;;;;;;
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;870;Municipio;Potosí;Charcas;Toro Toro;Rural;9,305;4,697;4,608;90.1;88.7;91.6
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;871;Provincia;Potosí;Nor Chichas;;Nor Chichas;31,921;15,466;16,455;85.5;84.5;86.5
BOLIVIA: COBERTURA DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA,  CENSO 2024;872;Provincia;Potosí;Nor Chichas;;Urbana;2,836;1,252;1,584;92.0;90.1;93.6
