cuadro;no;nivel;departamento;provincia;municipio_tioc;sexo;2012_total;2012_establecimiento_de_salud_publico;2012_caja_de_salud;2012_establecimiento_de_salud_privado;2012_seguro_de_salud_privado;2012_medico_tradicional;2012_farmacia_o_se_automedica;2012_soluciones_caseras;2024_total;2024_establecimiento_de_salud_publico;2024_caja_de_salud;2024_establecimiento_de_salud_privado;2024_seguro_de_salud_privado;2024_medico_tradicional;2024_farmacia_o_se_automedica;2024_soluciones_caseras
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2012 Y 2024;616;Municipio;Cochabamba;Punata;Villa Rivero;Villa Rivero;8,599;6,247;1,087;1,537;575;1,519;4,612;3,918;8,599;7,144;1,551;2,299;895;2,514;4,708;6,194
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2012 Y 2024;617;Municipio;Cochabamba;Punata;Villa Rivero;Hombres;4,197;3,008;533;717;276;716;2,235;1,863;4,197;3,474;728;1,091;436;1,248;2,268;2,971
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2012 Y 2024;618;Municipio;Cochabamba;Punata;Villa Rivero;Mujeres;4,402;3,239;554;820;299;803;2,377;2,055;4,402;3,670;823;1,208;459;1,266;2,440;3,223
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2012 Y 2024;619;Municipio;Cochabamba;Punata;San Benito;San Benito;13,054;10,476;1,725;3,835;949;2,702;8,955;8,676;13,054;10,798;2,512;4,361;898;3,740;7,921;9,465
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2012 Y 2024;620;Municipio;Cochabamba;Punata;San Benito;Hombres;6,370;4,984;835;1,745;437;1,277;4,285;4,129;6,370;5,208;1,244;2,045;395;1,839;3,842;4,539
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2012 Y 2024;621;Municipio;Cochabamba;Punata;San Benito;Mujeres;6,684;5,492;890;2,090;512;1,425;4,670;4,547;6,684;5,590;1,268;2,316;503;1,901;4,079;4,926
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2012 Y 2024;622;Municipio;Cochabamba;Punata;Tacachi;Tacachi;1,287;1,035;252;315;95;357;633;759;1,287;1,028;302;425;189;312;714;879
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2012 Y 2024;623;Municipio;Cochabamba;Punata;Tacachi;Hombres;645;489;127;154;48;152;289;359;645;508;144;213;83;152;346;432
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2012 Y 2024;624;Municipio;Cochabamba;Punata;Tacachi;Mujeres;642;546;125;161;47;205;344;400;642;520;158;212;106;160;368;447
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2012 Y 2024;625;Municipio;Cochabamba;Punata;Cuchumuela;Villa Gualberto Villarroel;3,822;2,222;267;427;85;872;1,393;1,894;3,822;3,288;493;531;433;1,122;1,837;2,633
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2012 Y 2024;626;Municipio;Cochabamba;Punata;Cuchumuela;Hombres;1,901;1,022;128;199;45;368;625;864;1,901;1,635;246;265;196;546;919;1,296
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2012 Y 2024;627;Municipio;Cochabamba;Punata;Cuchumuela;Mujeres;1,921;1,200;139;228;40;504;768;1,030;1,921;1,653;247;266;237;576;918;1,337
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2012 Y 2024;628;Provincia;Cochabamba;Bolívar;;Bolívar;8,282;4,553;398;254;159;2,303;1,269;4,712;8,282;6,069;485;402;853;2,526;1,765;5,442
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2012 Y 2024;629;Provincia;Cochabamba;Bolívar;;Hombres;4,585;2,381;230;138;98;1,199;691;2,443;4,585;3,344;276;219;463;1,429;964;3,000
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2012 Y 2024;630;Provincia;Cochabamba;Bolívar;;Mujeres;3,697;2,172;168;116;61;1,104;578;2,269;3,697;2,725;209;183;390;1,097;801;2,442
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2012 Y 2024;631;Municipio;Cochabamba;Bolívar;Bolívar;Bolívar;8,282;4,553;398;254;159;2,303;1,269;4,712;8,282;6,069;485;402;853;2,526;1,765;5,442
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2012 Y 2024;632;Municipio;Cochabamba;Bolívar;Bolívar;Hombres;4,585;2,381;230;138;98;1,199;691;2,443;4,585;3,344;276;219;463;1,429;964;3,000
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2012 Y 2024;633;Municipio;Cochabamba;Bolívar;Bolívar;Mujeres;3,697;2,172;168;116;61;1,104;578;2,269;3,697;2,725;209;183;390;1,097;801;2,442
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2012 Y 2024;634;Provincia;Cochabamba;Tiraque;;Tiraque;45,647;31,578;3,106;7,116;2,365;8,360;24,929;21,990;45,647;37,726;4,711;11,035;4,257;13,289;26,596;30,643
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2012 Y 2024;635;Provincia;Cochabamba;Tiraque;;Hombres;23,400;15,881;1,629;3,606;1,195;4,285;12,863;11,053;23,400;18,883;2,429;5,429;2,073;6,976;13,610;15,560
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2012 Y 2024;636;Provincia;Cochabamba;Tiraque;;Mujeres;22,247;15,697;1,477;3,510;1,170;4,075;12,066;10,937;22,247;18,843;2,282;5,606;2,184;6,313;12,986;15,083
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2012 Y 2024;637;Municipio;Cochabamba;Tiraque;Tiraque;Tiraque;18,475;14,795;1,493;4,162;1,299;4,608;11,003;12,177;18,475;14,772;1,671;4,380;2,394;5,232;9,546;12,894
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2012 Y 2024;638;Municipio;Cochabamba;Tiraque;Tiraque;Hombres;9,200;7,103;737;1,982;605;2,225;5,364;5,863;9,200;7,179;859;2,068;1,090;2,621;4,726;6,373
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2012 Y 2024;639;Municipio;Cochabamba;Tiraque;Tiraque;Mujeres;9,275;7,692;756;2,180;694;2,383;5,639;6,314;9,275;7,593;812;2,312;1,304;2,611;4,820;6,521
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2012 Y 2024;640;Municipio;Cochabamba;Tiraque;Shinahota;Shinahota;27,172;16,783;1,613;2,954;1,066;3,752;13,926;9,813;27,172;22,954;3,040;6,655;1,863;8,057;17,050;17,749
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2012 Y 2024;641;Municipio;Cochabamba;Tiraque;Shinahota;Hombres;14,200;8,778;892;1,624;590;2,060;7,499;5,190;14,200;11,704;1,570;3,361;983;4,355;8,884;9,187
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2012 Y 2024;642;Municipio;Cochabamba;Tiraque;Shinahota;Mujeres;12,972;8,005;721;1,330;476;1,692;6,427;4,623;12,972;11,250;1,470;3,294;880;3,702;8,166;8,562
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2012 Y 2024;643;Departamento;Oruro;;;Oruro;571,471;291,508;110,713;64,407;44,474;93,954;236,099;249,748;571,471;416,698;122,982;123,239;47,004;182,472;283,397;405,715
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2012 Y 2024;644;Departamento;Oruro;;;Hombres;282,808;142,568;54,743;31,565;22,354;47,553;117,014;121,619;282,808;204,647;60,159;59,623;22,755;90,783;138,421;197,882
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2012 Y 2024;645;Departamento;Oruro;;;Mujeres;288,663;148,940;55,970;32,842;22,120;46,401;119,085;128,129;288,663;212,051;62,823;63,616;24,249;91,689;144,976;207,833
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2012 Y 2024;646;Provincia;Oruro;Cercado;;Cercado;346,961;176,243;75,892;50,074;33,557;40,248;159,364;141,237;346,961;239,653;88,048;93,470;26,338;96,087;187,601;239,187
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2012 Y 2024;647;Provincia;Oruro;Cercado;;Hombres;166,899;83,636;36,058;24,175;16,579;19,510;77,002;66,229;166,899;114,114;41,802;44,487;12,415;46,217;89,546;112,694
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2012 Y 2024;648;Provincia;Oruro;Cercado;;Mujeres;180,062;92,607;39,834;25,899;16,978;20,738;82,362;75,008;180,062;125,539;46,246;48,983;13,923;49,870;98,055;126,493
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2012 Y 2024;649;Municipio;Oruro;Cercado;Oruro;Oruro;298,350;147,051;71,222;47,089;31,513;28,430;138,922;115,196;298,350;201,139;81,832;86,761;21,891;78,842;164,882;202,968
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2012 Y 2024;650;Municipio;Oruro;Cercado;Oruro;Hombres;142,260;69,343;33,621;22,657;15,471;13,715;66,831;53,461;142,260;94,792;38,532;41,146;10,264;37,396;78,126;94,503
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2012 Y 2024;651;Municipio;Oruro;Cercado;Oruro;Mujeres;156,090;77,708;37,601;24,432;16,042;14,715;72,091;61,735;156,090;106,347;43,300;45,615;11,627;41,446;86,756;108,465
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2012 Y 2024;652;Municipio;Oruro;Cercado;Caracollo;Caracollo;22,850;14,926;2,782;1,614;1,077;6,262;10,158;12,802;22,850;17,465;3,998;3,710;2,042;9,419;11,580;16,866
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2012 Y 2024;653;Municipio;Oruro;Cercado;Caracollo;Hombres;11,464;7,216;1,436;818;588;3,041;4,992;6,205;11,464;8,630;2,091;1,807;972;4,792;5,756;8,389
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2012 Y 2024;654;Municipio;Oruro;Cercado;Caracollo;Mujeres;11,386;7,710;1,346;796;489;3,221;5,166;6,597;11,386;8,835;1,907;1,903;1,070;4,627;5,824;8,477
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2012 Y 2024;655;Municipio;Oruro;Cercado;El Choro;El Choro;9,997;6,511;481;310;137;2,468;3,798;5,872;9,997;8,572;522;587;698;2,810;3,600;6,864
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2012 Y 2024;656;Municipio;Oruro;Cercado;El Choro;Hombres;5,118;3,165;239;143;59;1,188;1,855;2,843;5,118;4,364;255;301;343;1,411;1,802;3,427
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2012 Y 2024;657;Municipio;Oruro;Cercado;El Choro;Mujeres;4,879;3,346;242;167;78;1,280;1,943;3,029;4,879;4,208;267;286;355;1,399;1,798;3,437
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2012 Y 2024;658;Municipio;Oruro;Cercado;Pari - Paria - Soracachi;Paria;15,764;7,755;1,407;1,061;830;3,088;6,486;7,367;15,764;12,477;1,696;2,412;1,707;5,016;7,539;12,489
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2012 Y 2024;659;Municipio;Oruro;Cercado;Pari - Paria - Soracachi;Hombres;8,057;3,912;762;557;461;1,566;3,324;3,720;8,057;6,328;924;1,233;836;2,618;3,862;6,375
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2012 Y 2024;660;Municipio;Oruro;Cercado;Pari - Paria - Soracachi;Mujeres;7,707;3,843;645;504;369;1,522;3,162;3,647;7,707;6,149;772;1,179;871;2,398;3,677;6,114
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2012 Y 2024;661;Provincia;Oruro;Abaroa;;Abaroa;40,588;19,699;3,398;1,459;1,069;10,271;12,463;15,851;40,588;31,213;3,970;4,185;3,501;16,524;19,011;30,600
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2012 Y 2024;662;Provincia;Oruro;Abaroa;;Hombres;21,082;9,950;1,748;732;536;5,558;6,318;8,066;21,082;16,078;2,003;2,034;1,756;8,565;9,504;15,731
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2012 Y 2024;663;Provincia;Oruro;Abaroa;;Mujeres;19,506;9,749;1,650;727;533;4,713;6,145;7,785;19,506;15,135;1,967;2,151;1,745;7,959;9,507;14,869
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSO 2012 Y 2024;664;Municipio;Oruro;Abaroa;Challapata;Challapata;35,427;16,668;2,874;1,205;886;8,582;10,554;12,882;35,427;26,886;3,318;3,527;2,892;14,411;16,873;26,817
