cuadro;no;nivel;departamento;provincia;municipio_tioc_tioc;sexo_y_grupo_de_edad;2012_argentina;2012_brasil;2012_peru;2012_espanha;2012_chile;2012_mexico;2012_otros_paises;2012_sin_especificar;2012_total;2024_argentina;2024_brasil;2024_peru;2024_espanha;2024_chile;2024_mexico;2024_otros_paises;2024_sin_especificar;2024_total
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 4921;2898;Municipio/TIOC;Cochabamba;Carrasco;Pojo;18 a 29;1.00;;1.00;;;;;;2.00;;6.00;1.00;;;;1.00;;8.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 4922;2899;Municipio/TIOC;Cochabamba;Carrasco;Pojo;30 a 59;;;;;;;;;;1.00;3.00;;;;;;2.00;6.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 4923;2900;Municipio/TIOC;Cochabamba;Carrasco;Pojo;60 o más;;;;;;;;;;;;;;;;;;
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 4924;2901;Municipio/TIOC;Cochabamba;Carrasco;Pojo;Hombres;3.00;1.00;1.00;;;;;;5.00;22.00;21.00;1.00;9.00;6.00;;;2.00;61.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 4925;2902;Municipio/TIOC;Cochabamba;Carrasco;Pojo;0 a 17;3.00;1.00;;;;;;;4.00;22.00;16.00;;9.00;6.00;;;1.00;54.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 4926;2903;Municipio/TIOC;Cochabamba;Carrasco;Pojo;18 a 29;;;1.00;;;;;;1.00;;4.00;1.00;;;;;;5.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 4927;2904;Municipio/TIOC;Cochabamba;Carrasco;Pojo;30 a 59;;;;;;;;;;;1.00;;;;;;1.00;2.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 4928;2905;Municipio/TIOC;Cochabamba;Carrasco;Pojo;60 o más;;;;;;;;;;;;;;;;;;
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 4929;2906;Municipio/TIOC;Cochabamba;Carrasco;Pojo;Mujeres;4.00;3.00;;1.00;;;;;8.00;21.00;22.00;;2.00;5.00;;1.00;2.00;53.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 4930;2907;Municipio/TIOC;Cochabamba;Carrasco;Pojo;0 a 17;3.00;3.00;;1.00;;;;;7.00;20.00;18.00;;2.00;5.00;;;1.00;46.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 4931;2908;Municipio/TIOC;Cochabamba;Carrasco;Pojo;18 a 29;1.00;;;;;;;;1.00;;2.00;;;;;1.00;;3.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 4932;2909;Municipio/TIOC;Cochabamba;Carrasco;Pojo;30 a 59;;;;;;;;;;1.00;2.00;;;;;;1.00;4.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 4933;2910;Municipio/TIOC;Cochabamba;Carrasco;Pojo;60 o más;;;;;;;;;;;;;;;;;;
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 4934;2911;Municipio/TIOC;Cochabamba;Carrasco;Pocona;Pocona;29.00;2.00;10.00;9.00;;;9.00;;59.00;37.00;9.00;4.00;7.00;4.00;;57.00;5.00;123.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 4935;2912;Municipio/TIOC;Cochabamba;Carrasco;Pocona;0 a 17;29.00;2.00;1.00;9.00;;;3.00;;44.00;32.00;7.00;1.00;7.00;4.00;;1.00;5.00;57.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 4936;2913;Municipio/TIOC;Cochabamba;Carrasco;Pocona;18 a 29;;;3.00;;;;2.00;;5.00;4.00;2.00;;;;;17.00;;23.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 4937;2914;Municipio/TIOC;Cochabamba;Carrasco;Pocona;30 a 59;;;5.00;;;;4.00;;9.00;1.00;;;;;;35.00;;36.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 4938;2915;Municipio/TIOC;Cochabamba;Carrasco;Pocona;60 o más;;;1.00;;;;;;1.00;;;3.00;;;;4.00;;7.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 4939;2916;Municipio/TIOC;Cochabamba;Carrasco;Pocona;Hombres;18.00;1.00;4.00;5.00;;;4.00;;32.00;21.00;5.00;;4.00;1.00;;50.00;1.00;82.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 4940;2917;Municipio/TIOC;Cochabamba;Carrasco;Pocona;0 a 17;18.00;1.00;;5.00;;;1.00;;25.00;18.00;3.00;;4.00;1.00;;1.00;1.00;28.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 4941;2918;Municipio/TIOC;Cochabamba;Carrasco;Pocona;18 a 29;;;;;;;1.00;;1.00;3.00;2.00;;;;;15.00;;20.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 4942;2919;Municipio/TIOC;Cochabamba;Carrasco;Pocona;30 a 59;;;4.00;;;;2.00;;6.00;;;;;;;30.00;;30.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 4943;2920;Municipio/TIOC;Cochabamba;Carrasco;Pocona;60 o más;;;;;;;;;;;;;;;;4.00;;4.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 4944;2921;Municipio/TIOC;Cochabamba;Carrasco;Pocona;Mujeres;11.00;1.00;6.00;4.00;;;5.00;;27.00;16.00;4.00;4.00;3.00;3.00;;7.00;4.00;41.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 4945;2922;Municipio/TIOC;Cochabamba;Carrasco;Pocona;0 a 17;11.00;1.00;1.00;4.00;;;2.00;;19.00;14.00;4.00;1.00;3.00;3.00;;;4.00;29.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 4946;2923;Municipio/TIOC;Cochabamba;Carrasco;Pocona;18 a 29;;;3.00;;;;1.00;;4.00;1.00;;;;;;2.00;;3.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 4947;2924;Municipio/TIOC;Cochabamba;Carrasco;Pocona;30 a 59;;;1.00;;;;2.00;;3.00;1.00;;;;;;5.00;;6.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 4948;2925;Municipio/TIOC;Cochabamba;Carrasco;Pocona;60 o más;;;1.00;;;;;;1.00;;;3.00;;;;;;3.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 4949;2926;Municipio/TIOC;Cochabamba;Carrasco;Chimoré;Chimoré;26.00;3.00;4.00;21.00;3.00;1.00;19.00;1.00;78.00;81.00;14.00;7.00;20.00;14.00;;17.00;6.00;159.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 4950;2927;Municipio/TIOC;Cochabamba;Carrasco;Chimoré;0 a 17;21.00;3.00;1.00;17.00;;;6.00;1.00;49.00;63.00;7.00;;14.00;11.00;;5.00;1.00;101.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 4951;2928;Municipio/TIOC;Cochabamba;Carrasco;Chimoré;18 a 29;2.00;;1.00;1.00;;;4.00;;8.00;11.00;1.00;3.00;3.00;1.00;;1.00;2.00;22.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 4952;2929;Municipio/TIOC;Cochabamba;Carrasco;Chimoré;30 a 59;3.00;;1.00;;2.00;1.00;8.00;;15.00;6.00;5.00;3.00;2.00;2.00;;10.00;2.00;30.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 4953;2930;Municipio/TIOC;Cochabamba;Carrasco;Chimoré;60 o más;;;1.00;3.00;1.00;;1.00;;6.00;1.00;1.00;1.00;1.00;;;1.00;1.00;6.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 4954;2931;Municipio/TIOC;Cochabamba;Carrasco;Chimoré;Hombres;16.00;1.00;4.00;8.00;1.00;;10.00;1.00;41.00;47.00;10.00;5.00;11.00;5.00;;7.00;4.00;89.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 4955;2932;Municipio/TIOC;Cochabamba;Carrasco;Chimoré;0 a 17;12.00;1.00;1.00;8.00;;;2.00;1.00;25.00;37.00;5.00;;8.00;3.00;;1.00;1.00;55.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 4956;2933;Municipio/TIOC;Cochabamba;Carrasco;Chimoré;18 a 29;1.00;;1.00;;;;4.00;;6.00;5.00;;3.00;2.00;1.00;;;;11.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 4957;2934;Municipio/TIOC;Cochabamba;Carrasco;Chimoré;30 a 59;3.00;;1.00;;;;4.00;;8.00;5.00;5.00;1.00;1.00;1.00;;6.00;2.00;21.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 4958;2935;Municipio/TIOC;Cochabamba;Carrasco;Chimoré;60 o más;;;1.00;;1.00;;;;2.00;;;1.00;;;;;1.00;2.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 4959;2936;Municipio/TIOC;Cochabamba;Carrasco;Chimoré;Mujeres;10.00;2.00;;13.00;2.00;1.00;9.00;;37.00;34.00;4.00;2.00;9.00;9.00;;10.00;2.00;70.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 4960;2937;Municipio/TIOC;Cochabamba;Carrasco;Chimoré;0 a 17;9.00;2.00;;9.00;;;4.00;;24.00;26.00;2.00;;6.00;8.00;;4.00;;46.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 4961;2938;Municipio/TIOC;Cochabamba;Carrasco;Chimoré;18 a 29;1.00;;;1.00;;;;;2.00;6.00;1.00;;1.00;;;1.00;2.00;11.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 4962;2939;Municipio/TIOC;Cochabamba;Carrasco;Chimoré;30 a 59;;;;;2.00;1.00;4.00;;7.00;1.00;;2.00;1.00;1.00;;4.00;;9.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 4963;2940;Municipio/TIOC;Cochabamba;Carrasco;Chimoré;60 o más;;;;3.00;;;1.00;;4.00;1.00;1.00;;1.00;;;1.00;;4.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 4964;2941;Municipio/TIOC;Cochabamba;Carrasco;Puerto Villarroel;Puerto Villarroel;86.00;18.00;6.00;35.00;5.00;2.00;32.00;3.00;187.00;171.00;60.00;29.00;40.00;36.00;4.00;48.00;19.00;407.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 4965;2942;Municipio/TIOC;Cochabamba;Carrasco;Puerto Villarroel;0 a 17;75.00;12.00;;33.00;2.00;;4.00;2.00;128.00;142.00;46.00;3.00;38.00;33.00;1.00;9.00;10.00;282.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 4966;2943;Municipio/TIOC;Cochabamba;Carrasco;Puerto Villarroel;18 a 29;4.00;3.00;1.00;;3.00;1.00;4.00;;16.00;19.00;8.00;8.00;;2.00;1.00;4.00;3.00;45.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 4967;2944;Municipio/TIOC;Cochabamba;Carrasco;Puerto Villarroel;30 a 59;7.00;3.00;5.00;1.00;;1.00;21.00;1.00;39.00;8.00;5.00;16.00;2.00;1.00;2.00;28.00;6.00;68.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 4968;2945;Municipio/TIOC;Cochabamba;Carrasco;Puerto Villarroel;60 o más;;;;1.00;;;3.00;;4.00;2.00;1.00;2.00;;;;7.00;;12.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 4969;2946;Municipio/TIOC;Cochabamba;Carrasco;Puerto Villarroel;Hombres;42.00;10.00;4.00;17.00;4.00;2.00;18.00;2.00;99.00;88.00;32.00;21.00;18.00;17.00;1.00;32.00;6.00;215.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 4970;2947;Municipio/TIOC;Cochabamba;Carrasco;Puerto Villarroel;0 a 17;38.00;6.00;;16.00;2.00;;2.00;2.00;66.00;74.00;25.00;2.00;17.00;15.00;;5.00;4.00;142.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 4971;2948;Municipio/TIOC;Cochabamba;Carrasco;Puerto Villarroel;18 a 29;1.00;1.00;;;2.00;1.00;2.00;;7.00;9.00;2.00;5.00;;2.00;;3.00;1.00;22.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 4972;2949;Municipio/TIOC;Cochabamba;Carrasco;Puerto Villarroel;30 a 59;3.00;3.00;4.00;1.00;;1.00;12.00;;24.00;4.00;4.00;12.00;1.00;;1.00;18.00;1.00;41.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 4973;2950;Municipio/TIOC;Cochabamba;Carrasco;Puerto Villarroel;60 o más;;;;;;;2.00;;2.00;1.00;1.00;2.00;;;;6.00;;10.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 4974;2951;Municipio/TIOC;Cochabamba;Carrasco;Puerto Villarroel;Mujeres;44.00;8.00;2.00;18.00;1.00;;14.00;1.00;88.00;83.00;28.00;8.00;22.00;19.00;3.00;16.00;13.00;192.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 4975;2952;Municipio/TIOC;Cochabamba;Carrasco;Puerto Villarroel;0 a 17;37.00;6.00;;17.00;;;2.00;;62.00;68.00;21.00;1.00;21.00;18.00;1.00;4.00;6.00;140.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 4976;2953;Municipio/TIOC;Cochabamba;Carrasco;Puerto Villarroel;18 a 29;3.00;2.00;1.00;;1.00;;2.00;;9.00;10.00;6.00;3.00;;;1.00;1.00;2.00;23.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 4977;2954;Municipio/TIOC;Cochabamba;Carrasco;Puerto Villarroel;30 a 59;4.00;;1.00;;;;9.00;1.00;15.00;4.00;1.00;4.00;1.00;1.00;1.00;10.00;5.00;27.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 4978;2955;Municipio/TIOC;Cochabamba;Carrasco;Puerto Villarroel;60 o más;;;;1.00;;;1.00;;2.00;1.00;;;;;;1.00;;2.00
