cuadro;no;nivel;departamento;provincia;municipio_tioc_tioc;sexo;2001_poblacion_2001;2001_poblacion_antigua;2001_no_migrantes;2001_porcentaje_de_no_migrantes_;2001_inmigrantes;2001_porcentaje_de_inmigrantes_de_toda_la_vida;2001_emigrantes;2001_porcentaje_de_emigrantes_de_toda_la_vida;2001_migracion_neta;2001_migracion_bruta;2012_poblacion_2012;2012_poblacion_antigua;2012_no_migrantes;2012_porcentaje_de_no_migrantes_;2012_inmigrantes;2012_porcentaje_de_inmigrantes_de_toda_la_vida;2012_emigrantes;2012_porcentaje_de_emigrantes_de_toda_la_vida;2012_migracion_neta;2012_migracion_bruta;2024_poblacion_2024;2024_poblacion_antigua;2024_no_migrantes;2024_porcentaje_de_no_migrantes_;2024_inmigrantes;2024_porcentaje_de_inmigrantes_de_toda_la_vida;2024_emigrantes;2024_porcentaje_de_emigrantes_de_toda_la_vida;2024_migracion_neta;2024_migracion_bruta
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2805;782;Provincia;Oruro;Mejillones;;Hombres;596.00;623.00;495.00;0.00;101.00;0.00;128.00;0.00;-27.00;229.00;990.00;1442.00;858.00;0.00;132.00;0.00;584.00;0.10;-452.00;716.00;1400.00;1672.00;811.00;0.00;589.00;0.00;861.00;0.10;-272.00;1450.00
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2806;783;Provincia;Oruro;Mejillones;;Mujeres;549.00;578.00;410.00;0.00;139.00;0.00;168.00;0.00;-29.00;307.00;973.00;1464.00;755.00;0.00;218.00;0.00;709.00;0.10;-491.00;927.00;1364.00;1562.00;633.00;0.00;731.00;0.10;929.00;0.10;-198.00;1660.00
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2807;784;Municipio/TIOC;Oruro;Mejillones;La Rivera;La Rivera;386.00;419.00;296.00;0.00;90.00;0.00;123.00;0.00;-33.00;213.00;473.00;406.00;315.00;0.00;158.00;0.00;91.00;0.00;67.00;249.00;810.00;533.00;431.00;0.00;379.00;0.00;102.00;0.00;277.00;481.00
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2808;785;Municipio/TIOC;Oruro;Mejillones;La Rivera;Hombres;209.00;230.00;177.00;0.00;32.00;0.00;53.00;0.00;-21.00;85.00;235.00;199.00;173.00;0.00;62.00;0.00;26.00;0.00;36.00;88.00;392.00;278.00;236.00;0.00;156.00;0.00;42.00;0.00;114.00;198.00
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2809;786;Municipio/TIOC;Oruro;Mejillones;La Rivera;Mujeres;177.00;189.00;119.00;0.00;58.00;0.00;70.00;0.00;-12.00;128.00;238.00;207.00;142.00;0.00;96.00;0.00;65.00;0.00;31.00;161.00;418.00;255.00;195.00;0.00;223.00;0.00;60.00;0.00;163.00;283.00
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2810;787;Municipio/TIOC;Oruro;Mejillones;Todos Santos;Todos Santos;396.00;412.00;298.00;0.00;98.00;0.00;114.00;0.00;-16.00;212.00;650.00;648.00;540.00;0.00;110.00;0.00;108.00;0.00;2.00;218.00;739.00;666.00;564.00;0.00;175.00;0.00;102.00;0.00;73.00;277.00
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2811;788;Municipio/TIOC;Oruro;Mejillones;Todos Santos;Hombres;206.00;206.00;162.00;0.00;44.00;0.00;44.00;0.00;0.00;88.00;337.00;339.00;303.00;0.00;34.00;0.00;36.00;0.00;-2.00;70.00;398.00;367.00;328.00;0.00;70.00;0.00;39.00;0.00;31.00;109.00
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2812;789;Municipio/TIOC;Oruro;Mejillones;Todos Santos;Mujeres;190.00;206.00;136.00;0.00;54.00;0.00;70.00;0.00;-16.00;124.00;313.00;309.00;237.00;0.00;76.00;0.00;72.00;0.00;4.00;148.00;341.00;299.00;236.00;0.00;105.00;0.00;63.00;0.00;42.00;168.00
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2813;790;Municipio/TIOC;Oruro;Mejillones;Carangas;Carangas;356.00;356.00;281.00;0.00;75.00;0.00;75.00;0.00;0.00;150.00;836.00;1841.00;737.00;0.00;99.00;0.00;1104.00;0.10;-1005.00;1203.00;822.00;1939.00;416.00;0.00;406.00;0.00;1523.00;0.10;-1117.00;1929.00
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2814;791;Municipio/TIOC;Oruro;Mejillones;Carangas;Hombres;177.00;179.00;154.00;0.00;23.00;0.00;25.00;0.00;-2.00;48.00;416.00;902.00;379.00;0.00;37.00;0.00;523.00;0.00;-486.00;560.00;420.00;981.00;243.00;0.00;177.00;0.00;738.00;0.10;-561.00;915.00
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2815;792;Municipio/TIOC;Oruro;Mejillones;Carangas;Mujeres;179.00;177.00;127.00;0.00;52.00;0.00;50.00;0.00;2.00;102.00;420.00;939.00;358.00;0.00;62.00;0.00;581.00;0.10;-519.00;643.00;402.00;958.00;173.00;0.00;229.00;0.00;785.00;0.10;-556.00;1014.00
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2816;793;Provincia;Oruro;Nor Carangas;;Nor Carangas;5828.00;8394.00;5535.00;0.10;293.00;0.00;2859.00;0.10;-2566.00;3152.00;5329.00;7330.00;4903.00;0.10;426.00;0.00;2427.00;0.10;-2001.00;2853.00;5308.00;7507.00;4412.00;0.10;896.00;0.00;3095.00;0.10;-2199.00;3991.00
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2817;794;Provincia;Oruro;Nor Carangas;;Hombres;3073.00;4238.00;2945.00;0.10;128.00;0.00;1293.00;0.10;-1165.00;1421.00;2860.00;3810.00;2671.00;0.10;189.00;0.00;1139.00;0.10;-950.00;1328.00;2856.00;3859.00;2447.00;0.10;409.00;0.00;1412.00;0.10;-1003.00;1821.00
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2818;795;Provincia;Oruro;Nor Carangas;;Mujeres;2755.00;4156.00;2590.00;0.10;165.00;0.00;1566.00;0.10;-1401.00;1731.00;2469.00;3520.00;2232.00;0.10;237.00;0.00;1288.00;0.10;-1051.00;1525.00;2452.00;3648.00;1965.00;0.10;487.00;0.00;1683.00;0.10;-1196.00;2170.00
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2819;796;Municipio/TIOC;Oruro;Nor Carangas;Santiago de Huayllamarca;Santiago de Huayllamarca;5798.00;8181.00;5527.00;0.10;271.00;0.00;2654.00;0.10;-2383.00;2925.00;5319.00;6984.00;4902.00;0.10;417.00;0.00;2082.00;0.10;-1665.00;2499.00;5097.00;7455.00;4410.00;0.10;687.00;0.00;3045.00;0.10;-2358.00;3732.00
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2820;797;Municipio/TIOC;Oruro;Nor Carangas;Santiago de Huayllamarca;Hombres;3058.00;4128.00;2940.00;0.10;118.00;0.00;1188.00;0.10;-1070.00;1306.00;2857.00;3665.00;2670.00;0.10;187.00;0.00;995.00;0.10;-808.00;1182.00;2761.00;3826.00;2445.00;0.10;316.00;0.00;1381.00;0.10;-1065.00;1697.00
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2821;798;Municipio/TIOC;Oruro;Nor Carangas;Santiago de Huayllamarca;Mujeres;2740.00;4053.00;2587.00;0.10;153.00;0.00;1466.00;0.10;-1313.00;1619.00;2462.00;3319.00;2232.00;0.10;230.00;0.00;1087.00;0.10;-857.00;1317.00;2336.00;3629.00;1965.00;0.10;371.00;0.00;1664.00;0.10;-1293.00;2035.00
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2822;799;Departamento;Potosí;;;Potosí;706402.00;971947.00;670827.00;9.70;35575.00;2.90;301120.00;24.20;-265545.00;336695.00;812287.00;1080570.00;763632.00;8.90;48655.00;3.60;316938.00;23.30;-268283.00;365593.00;815480.00;1131804.00;744217.00;8.10;71263.00;4.00;387587.00;22.00;-316324.00;458850.00
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2823;800;Departamento;Potosí;;;Hombres;345357.00;477062.00;328378.00;9.50;16979.00;2.70;148684.00;24.10;-131705.00;165663.00;401808.00;532722.00;377965.00;8.90;23843.00;3.50;154757.00;22.70;-130914.00;178600.00;409293.00;557947.00;374483.00;8.20;34810.00;4.00;183464.00;21.10;-148654.00;218274.00
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2824;801;Departamento;Potosí;;;Mujeres;361045.00;494885.00;342449.00;9.90;18596.00;3.00;152436.00;24.40;-133840.00;171032.00;410479.00;547848.00;385667.00;9.00;24812.00;3.60;162181.00;23.80;-137369.00;186993.00;406187.00;573857.00;369734.00;8.10;36453.00;4.10;204123.00;22.90;-167670.00;240576.00
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2825;802;Provincia;Potosí;Tomás Frías;;Tomás Frías;175962.00;260334.00;147092.00;2.50;28870.00;1.40;113242.00;5.30;-84372.00;142112.00;230376.00;295777.00;198560.00;2.60;31816.00;1.50;97217.00;4.60;-65401.00;129033.00;251108.00;295846.00;216241.00;2.90;34867.00;1.20;79605.00;2.80;-44738.00;114472.00
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2826;803;Provincia;Potosí;Tomás Frías;;Hombres;85663.00;128744.00;72174.00;2.40;13489.00;1.30;56570.00;5.40;-43081.00;70059.00;112336.00;143671.00;97349.00;2.50;14987.00;1.40;46322.00;4.50;-31335.00;61309.00;123470.00;145118.00;107153.00;2.90;16317.00;1.20;37965.00;2.80;-21648.00;54282.00
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2827;804;Provincia;Potosí;Tomás Frías;;Mujeres;90299.00;131590.00;74918.00;2.50;15381.00;1.40;56672.00;5.30;-41291.00;72053.00;118040.00;152106.00;101211.00;2.60;16829.00;1.60;50895.00;4.80;-34066.00;67724.00;127638.00;150728.00;109088.00;2.90;18550.00;1.30;41640.00;2.90;-23090.00;60190.00
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2828;805;Municipio/TIOC;Potosí;Tomás Frías;Potosí;Potosí;141701.00;217130.00;111894.00;1.90;29807.00;1.40;105236.00;4.90;-75429.00;135043.00;190994.00;245226.00;156816.00;2.10;34178.00;1.60;88410.00;4.00;-54232.00;122588.00;204179.00;221270.00;172414.00;2.50;31765.00;1.20;48856.00;1.90;-17091.00;80621.00
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2829;806;Municipio/TIOC;Potosí;Tomás Frías;Potosí;Hombres;68450.00;107138.00;54507.00;1.90;13943.00;1.30;52631.00;4.90;-38688.00;66574.00;91707.00;117696.00;75653.00;2.00;16054.00;1.50;42043.00;3.90;-25989.00;58097.00;97930.00;106423.00;83451.00;2.40;14479.00;1.10;22972.00;1.80;-8493.00;37451.00
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2830;807;Municipio/TIOC;Potosí;Tomás Frías;Potosí;Mujeres;73251.00;109992.00;57387.00;2.00;15864.00;1.50;52605.00;4.90;-36741.00;68469.00;99287.00;127530.00;81163.00;2.10;18124.00;1.60;46367.00;4.20;-28243.00;64491.00;106249.00;114847.00;88963.00;2.60;17286.00;1.30;25884.00;2.00;-8598.00;43170.00
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2831;808;Municipio/TIOC;Potosí;Tomás Frías;Tinguipaya;Tinguipaya;22015.00;26698.00;21239.00;0.40;776.00;0.00;5459.00;0.30;-4683.00;6235.00;27022.00;34432.00;25775.00;0.30;1247.00;0.10;8657.00;0.40;-7410.00;9904.00;25075.00;31072.00;23795.00;0.30;1280.00;0.00;7277.00;0.30;-5997.00;8557.00
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2832;809;Municipio/TIOC;Potosí;Tomás Frías;Tinguipaya;Hombres;11033.00;13232.00;10694.00;0.40;339.00;0.00;2538.00;0.20;-2199.00;2877.00;14235.00;17685.00;13733.00;0.40;502.00;0.00;3952.00;0.40;-3450.00;4454.00;14252.00;16714.00;13752.00;0.40;500.00;0.00;2962.00;0.20;-2462.00;3462.00
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2833;810;Municipio/TIOC;Potosí;Tomás Frías;Tinguipaya;Mujeres;10982.00;13466.00;10545.00;0.40;437.00;0.00;2921.00;0.30;-2484.00;3358.00;12787.00;16747.00;12042.00;0.30;745.00;0.10;4705.00;0.40;-3960.00;5450.00;10823.00;14358.00;10043.00;0.30;780.00;0.10;4315.00;0.30;-3535.00;5095.00
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2834;811;Municipio/TIOC;Potosí;Tomás Frías;Yocalla;Yocalla;7809.00;10484.00;6861.00;0.10;948.00;0.00;3623.00;0.20;-2675.00;4571.00;8570.00;10190.00;7165.00;0.10;1405.00;0.10;3025.00;0.10;-1620.00;4430.00;9335.00;9927.00;7356.00;0.10;1979.00;0.10;2571.00;0.10;-592.00;4550.00
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2835;812;Municipio/TIOC;Potosí;Tomás Frías;Yocalla;Hombres;3906.00;5186.00;3493.00;0.10;413.00;0.00;1693.00;0.20;-1280.00;2106.00;4394.00;5190.00;3768.00;0.10;626.00;0.10;1422.00;0.10;-796.00;2048.00;4818.00;5069.00;3932.00;0.10;886.00;0.10;1137.00;0.10;-251.00;2023.00
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2836;813;Municipio/TIOC;Potosí;Tomás Frías;Yocalla;Mujeres;3903.00;5298.00;3368.00;0.10;535.00;0.00;1930.00;0.20;-1395.00;2465.00;4176.00;5000.00;3397.00;0.10;779.00;0.10;1603.00;0.10;-824.00;2382.00;4517.00;4858.00;3424.00;0.10;1093.00;0.10;1434.00;0.10;-341.00;2527.00
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2837;814;Municipio/TIOC;Potosí;Tomás Frías;Urmiri;Urmiri;2030.00;2698.00;1800.00;0.00;230.00;0.00;898.00;0.00;-668.00;1128.00;2693.00;3221.00;2518.00;0.00;175.00;0.00;703.00;0.00;-528.00;878.00;2628.00;2998.00;2246.00;0.00;382.00;0.00;752.00;0.00;-370.00;1134.00
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2838;815;Municipio/TIOC;Potosí;Tomás Frías;Urmiri;Hombres;1140.00;1428.00;1030.00;0.00;110.00;0.00;398.00;0.00;-288.00;508.00;1537.00;1741.00;1446.00;0.00;91.00;0.00;295.00;0.00;-204.00;386.00;1588.00;1735.00;1414.00;0.00;174.00;0.00;321.00;0.00;-147.00;495.00
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2839;816;Municipio/TIOC;Potosí;Tomás Frías;Urmiri;Mujeres;890.00;1270.00;770.00;0.00;120.00;0.00;500.00;0.00;-380.00;620.00;1156.00;1480.00;1072.00;0.00;84.00;0.00;408.00;0.00;-324.00;492.00;1040.00;1263.00;832.00;0.00;208.00;0.00;431.00;0.00;-223.00;639.00
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2840;817;Provincia;Potosí;Rafael Bustillo;;Rafael Bustillo;76235.00;110614.00;64803.00;1.10;11432.00;0.50;45811.00;2.20;-34379.00;57243.00;86955.00;137702.00;74935.00;1.00;12020.00;0.60;62767.00;3.00;-50747.00;74787.00;82583.00;143613.00;69138.00;0.90;13445.00;0.50;74475.00;2.70;-61030.00;87920.00
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2841;818;Provincia;Potosí;Rafael Bustillo;;Hombres;37481.00;54561.00;32461.00;1.10;5020.00;0.50;22100.00;2.10;-17080.00;27120.00;42782.00;67696.00;37497.00;1.00;5285.00;0.50;30199.00;2.90;-24914.00;35484.00;41432.00;70037.00;35425.00;0.90;6007.00;0.40;34612.00;2.50;-28605.00;40619.00
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2842;819;Provincia;Potosí;Rafael Bustillo;;Mujeres;38754.00;56053.00;32342.00;1.10;6412.00;0.60;23711.00;2.20;-17299.00;30123.00;44173.00;70006.00;37438.00;1.00;6735.00;0.60;32568.00;3.10;-25833.00;39303.00;41151.00;73576.00;33713.00;0.90;7438.00;0.50;39863.00;2.80;-32425.00;47301.00
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2843;820;Municipio/TIOC;Potosí;Rafael Bustillo;Uncía;Uncía;18670.00;28700.00;16194.00;0.30;2476.00;0.10;12506.00;0.60;-10030.00;14982.00;21777.00;32944.00;19080.00;0.30;2697.00;0.10;13864.00;0.60;-11167.00;16561.00;20593.00;29302.00;17273.00;0.20;3320.00;0.10;12029.00;0.50;-8709.00;15349.00
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2844;821;Municipio/TIOC;Potosí;Rafael Bustillo;Uncía;Hombres;9311.00;14109.00;8200.00;0.30;1111.00;0.10;5909.00;0.60;-4798.00;7020.00;10943.00;16594.00;9730.00;0.30;1213.00;0.10;6864.00;0.60;-5651.00;8077.00;10546.00;14696.00;9054.00;0.30;1492.00;0.10;5642.00;0.40;-4150.00;7134.00
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2845;822;Municipio/TIOC;Potosí;Rafael Bustillo;Uncía;Mujeres;9359.00;14591.00;7994.00;0.30;1365.00;0.10;6597.00;0.60;-5232.00;7962.00;10834.00;16350.00;9350.00;0.20;1484.00;0.10;7000.00;0.60;-5516.00;8484.00;10047.00;14606.00;8219.00;0.20;1828.00;0.10;6387.00;0.50;-4559.00;8215.00
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2846;823;Municipio/TIOC;Potosí;Rafael Bustillo;Chayanta;Chayanta;14165.00;16941.00;12192.00;0.20;1973.00;0.10;4749.00;0.20;-2776.00;6722.00;15921.00;29754.00;13638.00;0.20;2283.00;0.10;16116.00;0.70;-13833.00;18399.00;14580.00;38851.00;12545.00;0.20;2035.00;0.10;26306.00;1.00;-24271.00;28341.00
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2847;824;Municipio/TIOC;Potosí;Rafael Bustillo;Chayanta;Hombres;6983.00;8378.00;6199.00;0.20;784.00;0.10;2179.00;0.20;-1395.00;2963.00;7886.00;14308.00;6985.00;0.20;901.00;0.10;7323.00;0.70;-6422.00;8224.00;7646.00;18241.00;6767.00;0.20;879.00;0.10;11474.00;0.90;-10595.00;12353.00
