cuadro;no;nivel;departamento;provincia;municipio_tioc_tioc;sexo;2012_argentina;2012_brasil;2012_peru;2012_espanha;2012_chile;2012_mexico;2012_otros_paises;2012_sin_especificar;2012_total;2024_argentina;2024_brasil;2024_peru;2024_espanha;2024_chile;2024_mexico;2024_otros_paises;2024_sin_especificar;2024_total
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 2682;659;Municipio/TIOC;Oruro;Cercado;Paria;Hombres;2.00;;;;;;1.00;;3.00;7.00;;1.00;1.00;2.00;;1.00;2.00;14.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 2683;660;Municipio/TIOC;Oruro;Cercado;Paria;Mujeres;;;;;;;;1.00;1.00;10.00;;;1.00;;;;1.00;12.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 2684;661;Provincia;Oruro;Abaroa;;Abaroa;67.00;3.00;8.00;2.00;4.00;;16.00;6.00;106.00;144.00;31.00;23.00;10.00;12.00;;15.00;11.00;246.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 2685;662;Provincia;Oruro;Abaroa;;Hombres;32.00;3.00;4.00;1.00;3.00;;6.00;3.00;52.00;76.00;21.00;16.00;7.00;7.00;;7.00;10.00;144.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 2686;663;Provincia;Oruro;Abaroa;;Mujeres;35.00;;4.00;1.00;1.00;;10.00;3.00;54.00;68.00;10.00;7.00;3.00;5.00;;8.00;1.00;102.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 2687;664;Municipio/TIOC;Oruro;Abaroa;Challapata;Challapata;57.00;2.00;7.00;1.00;4.00;;16.00;6.00;93.00;122.00;19.00;22.00;9.00;7.00;;14.00;10.00;203.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 2688;665;Municipio/TIOC;Oruro;Abaroa;Challapata;Hombres;26.00;2.00;4.00;;3.00;;6.00;3.00;44.00;66.00;12.00;16.00;7.00;3.00;;7.00;9.00;120.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 2689;666;Municipio/TIOC;Oruro;Abaroa;Challapata;Mujeres;31.00;;3.00;1.00;1.00;;10.00;3.00;49.00;56.00;7.00;6.00;2.00;4.00;;7.00;1.00;83.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 2690;667;Municipio/TIOC;Oruro;Abaroa;Santuario de Quillacas;Santuario de Quillacas;10.00;1.00;1.00;1.00;;;;;13.00;22.00;12.00;1.00;1.00;5.00;;1.00;1.00;43.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 2691;668;Municipio/TIOC;Oruro;Abaroa;Santuario de Quillacas;Hombres;6.00;1.00;;1.00;;;;;8.00;10.00;9.00;;;4.00;;;1.00;24.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 2692;669;Municipio/TIOC;Oruro;Abaroa;Santuario de Quillacas;Mujeres;4.00;;1.00;;;;;;5.00;12.00;3.00;1.00;1.00;1.00;;1.00;;19.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 2693;670;Provincia;Oruro;Carangas;;Carangas;14.00;4.00;1.00;1.00;2.00;1.00;2.00;2.00;27.00;173.00;23.00;7.00;7.00;53.00;3.00;5.00;16.00;287.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 2694;671;Provincia;Oruro;Carangas;;Hombres;8.00;1.00;1.00;1.00;;1.00;2.00;;14.00;93.00;11.00;3.00;3.00;27.00;1.00;;5.00;143.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 2695;672;Provincia;Oruro;Carangas;;Mujeres;6.00;3.00;;;2.00;;;2.00;13.00;80.00;12.00;4.00;4.00;26.00;2.00;5.00;11.00;144.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 2696;673;Municipio/TIOC;Oruro;Carangas;Corque;Corque;14.00;3.00;1.00;1.00;1.00;1.00;2.00;2.00;25.00;162.00;19.00;6.00;6.00;50.00;3.00;4.00;16.00;266.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 2697;674;Municipio/TIOC;Oruro;Carangas;Corque;Hombres;8.00;;1.00;1.00;;1.00;2.00;;13.00;85.00;7.00;3.00;2.00;25.00;1.00;;5.00;128.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 2698;675;Municipio/TIOC;Oruro;Carangas;Corque;Mujeres;6.00;3.00;;;1.00;;;2.00;12.00;77.00;12.00;3.00;4.00;25.00;2.00;4.00;11.00;138.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 2699;676;Municipio/TIOC;Oruro;Carangas;Choquecota;Choquecota;;1.00;;;1.00;;;;2.00;11.00;4.00;1.00;1.00;3.00;;1.00;;21.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 2700;677;Municipio/TIOC;Oruro;Carangas;Choquecota;Hombres;;1.00;;;;;;;1.00;8.00;4.00;;1.00;2.00;;;;15.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 2701;678;Municipio/TIOC;Oruro;Carangas;Choquecota;Mujeres;;;;;1.00;;;;1.00;3.00;;1.00;;1.00;;1.00;;6.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 2702;679;Provincia;Oruro;Sajama;;Sajama;4.00;1.00;2.00;;23.00;;;6.00;36.00;48.00;21.00;13.00;1.00;104.00;;15.00;5.00;207.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 2703;680;Provincia;Oruro;Sajama;;Hombres;2.00;1.00;;;15.00;;;3.00;21.00;24.00;14.00;7.00;1.00;48.00;;8.00;3.00;105.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 2704;681;Provincia;Oruro;Sajama;;Mujeres;2.00;;2.00;;8.00;;;3.00;15.00;24.00;7.00;6.00;;56.00;;7.00;2.00;102.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 2705;682;Municipio/TIOC;Oruro;Sajama;Curahuara de Carangas;Curahuara de Carangas;2.00;1.00;;;12.00;;;5.00;20.00;16.00;18.00;6.00;1.00;64.00;;7.00;1.00;113.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 2706;683;Municipio/TIOC;Oruro;Sajama;Curahuara de Carangas;Hombres;1.00;1.00;;;8.00;;;2.00;12.00;10.00;11.00;3.00;1.00;29.00;;3.00;1.00;58.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 2707;684;Municipio/TIOC;Oruro;Sajama;Curahuara de Carangas;Mujeres;1.00;;;;4.00;;;3.00;8.00;6.00;7.00;3.00;;35.00;;4.00;;55.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 2708;685;Municipio/TIOC;Oruro;Sajama;Turco;Turco;2.00;;2.00;;11.00;;;1.00;16.00;32.00;3.00;7.00;;40.00;;8.00;4.00;94.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 2709;686;Municipio/TIOC;Oruro;Sajama;Turco;Hombres;1.00;;;;7.00;;;1.00;9.00;14.00;3.00;4.00;;19.00;;5.00;2.00;47.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 2710;687;Municipio/TIOC;Oruro;Sajama;Turco;Mujeres;1.00;;2.00;;4.00;;;;7.00;18.00;;3.00;;21.00;;3.00;2.00;47.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 2711;688;Provincia;Oruro;Litoral;;Litoral;35.00;;1.00;3.00;7.00;;10.00;4.00;60.00;353.00;6.00;6.00;24.00;131.00;1.00;7.00;4.00;532.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 2712;689;Provincia;Oruro;Litoral;;Hombres;16.00;;;3.00;4.00;;4.00;3.00;30.00;190.00;4.00;4.00;11.00;64.00;1.00;4.00;;278.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 2713;690;Provincia;Oruro;Litoral;;Mujeres;19.00;;1.00;;3.00;;6.00;1.00;30.00;163.00;2.00;2.00;13.00;67.00;;3.00;4.00;254.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 2714;691;Municipio/TIOC;Oruro;Litoral;Huachacalla;Huachacalla;6.00;;;;1.00;;6.00;;13.00;114.00;2.00;;10.00;28.00;;;;154.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 2715;692;Municipio/TIOC;Oruro;Litoral;Huachacalla;Hombres;3.00;;;;1.00;;3.00;;7.00;63.00;;;5.00;7.00;;;;75.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 2716;693;Municipio/TIOC;Oruro;Litoral;Huachacalla;Mujeres;3.00;;;;;;3.00;;6.00;51.00;2.00;;5.00;21.00;;;;79.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 2717;694;Municipio/TIOC;Oruro;Litoral;Escara;Escara;6.00;;;1.00;2.00;;2.00;1.00;12.00;25.00;4.00;;3.00;8.00;;3.00;;43.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 2718;695;Municipio/TIOC;Oruro;Litoral;Escara;Hombres;5.00;;;1.00;1.00;;;1.00;8.00;17.00;4.00;;1.00;4.00;;1.00;;27.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 2719;696;Municipio/TIOC;Oruro;Litoral;Escara;Mujeres;1.00;;;;1.00;;2.00;;4.00;8.00;;;2.00;4.00;;2.00;;16.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 2720;697;Municipio/TIOC;Oruro;Litoral;Cruz de Machacamarca;Cruz de Machacamarca;8.00;;;2.00;;;;;10.00;54.00;;;2.00;40.00;1.00;;;97.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 2721;698;Municipio/TIOC;Oruro;Litoral;Cruz de Machacamarca;Hombres;4.00;;;2.00;;;;;6.00;30.00;;;1.00;23.00;1.00;;;55.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 2722;699;Municipio/TIOC;Oruro;Litoral;Cruz de Machacamarca;Mujeres;4.00;;;;;;;;4.00;24.00;;;1.00;17.00;;;;42.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 2723;700;Municipio/TIOC;Oruro;Litoral;Yunguyo del Litoral;Yunguyo del Litoral;1.00;;;;1.00;;;;2.00;27.00;;3.00;1.00;41.00;;;;72.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 2724;701;Municipio/TIOC;Oruro;Litoral;Yunguyo del Litoral;Hombres;;;;;1.00;;;;1.00;14.00;;2.00;1.00;23.00;;;;40.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 2725;702;Municipio/TIOC;Oruro;Litoral;Yunguyo del Litoral;Mujeres;1.00;;;;;;;;1.00;13.00;;1.00;;18.00;;;;32.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 2726;703;Municipio/TIOC;Oruro;Litoral;Esmeralda;Esmeralda;14.00;;1.00;;3.00;;2.00;3.00;23.00;133.00;;3.00;8.00;14.00;;4.00;4.00;166.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 2727;704;Municipio/TIOC;Oruro;Litoral;Esmeralda;Hombres;4.00;;;;1.00;;1.00;2.00;8.00;66.00;;2.00;3.00;7.00;;3.00;;81.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 2728;705;Municipio/TIOC;Oruro;Litoral;Esmeralda;Mujeres;10.00;;1.00;;2.00;;1.00;1.00;15.00;67.00;;1.00;5.00;7.00;;1.00;4.00;85.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 2729;706;Provincia;Oruro;Poopó;;Poopó;39.00;7.00;4.00;1.00;2.00;;6.00;4.00;63.00;80.00;11.00;9.00;4.00;;3.00;1.00;3.00;111.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 2730;707;Provincia;Oruro;Poopó;;Hombres;20.00;2.00;2.00;;2.00;;3.00;3.00;32.00;34.00;9.00;9.00;1.00;;2.00;1.00;2.00;58.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 2731;708;Provincia;Oruro;Poopó;;Mujeres;19.00;5.00;2.00;1.00;;;3.00;1.00;31.00;46.00;2.00;;3.00;;1.00;;1.00;53.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 2732;709;Municipio/TIOC;Oruro;Poopó;Poopó;Poopó;26.00;4.00;;;1.00;;2.00;2.00;35.00;67.00;8.00;;3.00;;3.00;1.00;2.00;84.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 2733;710;Municipio/TIOC;Oruro;Poopó;Poopó;Hombres;14.00;1.00;;;1.00;;;2.00;18.00;29.00;7.00;;1.00;;2.00;1.00;1.00;41.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 2734;711;Municipio/TIOC;Oruro;Poopó;Poopó;Mujeres;12.00;3.00;;;;;2.00;;17.00;38.00;1.00;;2.00;;1.00;;1.00;43.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 2735;712;Municipio/TIOC;Oruro;Poopó;Pazña;Pazña;8.00;2.00;1.00;;;;1.00;1.00;13.00;8.00;2.00;;;;;;1.00;11.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 2736;713;Municipio/TIOC;Oruro;Poopó;Pazña;Hombres;3.00;1.00;1.00;;;;1.00;;6.00;3.00;2.00;;;;;;1.00;6.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 2737;714;Municipio/TIOC;Oruro;Poopó;Pazña;Mujeres;5.00;1.00;;;;;;1.00;7.00;5.00;;;;;;;;5.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 2738;715;Municipio/TIOC;Oruro;Poopó;Antequera;Antequera;5.00;1.00;3.00;1.00;1.00;;3.00;1.00;15.00;5.00;1.00;9.00;1.00;;;;;16.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 2739;716;Municipio/TIOC;Oruro;Poopó;Antequera;Hombres;3.00;;1.00;;1.00;;2.00;1.00;8.00;2.00;;9.00;;;;;;11.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 2740;717;Municipio/TIOC;Oruro;Poopó;Antequera;Mujeres;2.00;1.00;2.00;1.00;;;1.00;;7.00;3.00;1.00;;1.00;;;;;5.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 2741;718;Provincia;Oruro;Pantaleón Dalence;;Pantaleón Dalence;55.00;6.00;1.00;2.00;4.00;;6.00;7.00;81.00;70.00;17.00;7.00;6.00;7.00;;29.00;6.00;142.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 2742;719;Provincia;Oruro;Pantaleón Dalence;;Hombres;34.00;2.00;1.00;2.00;2.00;;3.00;1.00;45.00;35.00;9.00;5.00;4.00;4.00;;24.00;4.00;85.00
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2012 Y 2743;720;Provincia;Oruro;Pantaleón Dalence;;Mujeres;21.00;4.00;;;2.00;;3.00;6.00;36.00;35.00;8.00;2.00;2.00;3.00;;5.00;2.00;57.00
