cuadro;no;nivel;departamento;provincia;municipio_tioc_tioc;sexo;2001_poblacion_2001;2001_poblacion_antigua;2001_no_migrantes;2001_porcentaje_de_no_migrantes_;2001_inmigrantes;2001_porcentaje_de_inmigrantes_de_toda_la_vida;2001_emigrantes;2001_porcentaje_de_emigrantes_de_toda_la_vida;2001_migracion_neta;2001_migracion_bruta;2012_poblacion_2012;2012_poblacion_antigua;2012_no_migrantes;2012_porcentaje_de_no_migrantes_;2012_inmigrantes;2012_porcentaje_de_inmigrantes_de_toda_la_vida;2012_emigrantes;2012_porcentaje_de_emigrantes_de_toda_la_vida;2012_migracion_neta;2012_migracion_bruta;2024_poblacion_2024;2024_poblacion_antigua;2024_no_migrantes;2024_porcentaje_de_no_migrantes_;2024_inmigrantes;2024_porcentaje_de_inmigrantes_de_toda_la_vida;2024_emigrantes;2024_porcentaje_de_emigrantes_de_toda_la_vida;2024_migracion_neta;2024_migracion_bruta
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2831;808;Municipio/TIOC;Potosí;Tomás Frías;Tinguipaya;Tinguipaya;22015;26698;21239;0;776;0;5459;0;-4683;6235;27022;34432;25775;0;1247;0;8657;0;-7410;9904;25075;31072;23795;0;1280;0;7277;0;-5997;8557
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2832;809;Municipio/TIOC;Potosí;Tomás Frías;Tinguipaya;Hombres;11033;13232;10694;0;339;0;2538;0;-2199;2877;14235;17685;13733;0;502;0;3952;0;-3450;4454;14252;16714;13752;0;500;0;2962;0;-2462;3462
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2833;810;Municipio/TIOC;Potosí;Tomás Frías;Tinguipaya;Mujeres;10982;13466;10545;0;437;0;2921;0;-2484;3358;12787;16747;12042;0;745;0;4705;0;-3960;5450;10823;14358;10043;0;780;0;4315;0;-3535;5095
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2834;811;Municipio/TIOC;Potosí;Tomás Frías;Yocalla;Yocalla;7809;10484;6861;0;948;0;3623;0;-2675;4571;8570;10190;7165;0;1405;0;3025;0;-1620;4430;9335;9927;7356;0;1979;0;2571;0;-592;4550
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2835;812;Municipio/TIOC;Potosí;Tomás Frías;Yocalla;Hombres;3906;5186;3493;0;413;0;1693;0;-1280;2106;4394;5190;3768;0;626;0;1422;0;-796;2048;4818;5069;3932;0;886;0;1137;0;-251;2023
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2836;813;Municipio/TIOC;Potosí;Tomás Frías;Yocalla;Mujeres;3903;5298;3368;0;535;0;1930;0;-1395;2465;4176;5000;3397;0;779;0;1603;0;-824;2382;4517;4858;3424;0;1093;0;1434;0;-341;2527
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2837;814;Municipio/TIOC;Potosí;Tomás Frías;Urmiri;Urmiri;2030;2698;1800;0;230;0;898;0;-668;1128;2693;3221;2518;0;175;0;703;0;-528;878;2628;2998;2246;0;382;0;752;0;-370;1134
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2838;815;Municipio/TIOC;Potosí;Tomás Frías;Urmiri;Hombres;1140;1428;1030;0;110;0;398;0;-288;508;1537;1741;1446;0;91;0;295;0;-204;386;1588;1735;1414;0;174;0;321;0;-147;495
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2839;816;Municipio/TIOC;Potosí;Tomás Frías;Urmiri;Mujeres;890;1270;770;0;120;0;500;0;-380;620;1156;1480;1072;0;84;0;408;0;-324;492;1040;1263;832;0;208;0;431;0;-223;639
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2840;817;Provincia;Potosí;Rafael Bustillo;;Rafael Bustillo;76235;110614;64803;1;11432;1;45811;2;-34379;57243;86955;137702;74935;1;12020;1;62767;3;-50747;74787;82583;143613;69138;1;13445;1;74475;3;-61030;87920
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2841;818;Provincia;Potosí;Rafael Bustillo;;Hombres;37481;54561;32461;1;5020;1;22100;2;-17080;27120;42782;67696;37497;1;5285;1;30199;3;-24914;35484;41432;70037;35425;1;6007;0;34612;3;-28605;40619
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2842;819;Provincia;Potosí;Rafael Bustillo;;Mujeres;38754;56053;32342;1;6412;1;23711;2;-17299;30123;44173;70006;37438;1;6735;1;32568;3;-25833;39303;41151;73576;33713;1;7438;1;39863;3;-32425;47301
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2843;820;Municipio/TIOC;Potosí;Rafael Bustillo;Uncía;Uncía;18670;28700;16194;0;2476;0;12506;1;-10030;14982;21777;32944;19080;0;2697;0;13864;1;-11167;16561;20593;29302;17273;0;3320;0;12029;1;-8709;15349
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2844;821;Municipio/TIOC;Potosí;Rafael Bustillo;Uncía;Hombres;9311;14109;8200;0;1111;0;5909;1;-4798;7020;10943;16594;9730;0;1213;0;6864;1;-5651;8077;10546;14696;9054;0;1492;0;5642;0;-4150;7134
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2845;822;Municipio/TIOC;Potosí;Rafael Bustillo;Uncía;Mujeres;9359;14591;7994;0;1365;0;6597;1;-5232;7962;10834;16350;9350;0;1484;0;7000;1;-5516;8484;10047;14606;8219;0;1828;0;6387;1;-4559;8215
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2846;823;Municipio/TIOC;Potosí;Rafael Bustillo;Chayanta;Chayanta;14165;16941;12192;0;1973;0;4749;0;-2776;6722;15921;29754;13638;0;2283;0;16116;1;-13833;18399;14580;38851;12545;0;2035;0;26306;1;-24271;28341
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2847;824;Municipio/TIOC;Potosí;Rafael Bustillo;Chayanta;Hombres;6983;8378;6199;0;784;0;2179;0;-1395;2963;7886;14308;6985;0;901;0;7323;1;-6422;8224;7646;18241;6767;0;879;0;11474;1;-10595;12353
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2848;825;Municipio/TIOC;Potosí;Rafael Bustillo;Chayanta;Mujeres;7182;8563;5993;0;1189;0;2570;0;-1381;3759;8035;15446;6653;0;1382;0;8793;1;-7411;10175;6934;20610;5778;0;1156;0;14832;1;-13676;15988
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2849;826;Municipio/TIOC;Potosí;Rafael Bustillo;Llallagua;Llallagua;35915;56921;25616;0;10299;1;31305;2;-21006;41604;40865;63267;30189;0;10676;1;33078;2;-22402;43754;37602;54700;26138;0;11464;0;28562;1;-17098;40026
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2850;827;Municipio/TIOC;Potosí;Rafael Bustillo;Llallagua;Hombres;17507;27860;12824;0;4683;0;15036;1;-10353;19719;19602;30807;14805;0;4797;0;16002;2;-11205;20799;18003;26587;12987;0;5016;0;13600;1;-8584;18616
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2851;828;Municipio/TIOC;Potosí;Rafael Bustillo;Llallagua;Mujeres;18408;29061;12792;0;5616;1;16269;2;-10653;21885;21263;32460;15384;0;5879;1;17076;2;-11197;22955;19599;28113;13151;0;6448;1;14962;1;-8514;21410
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2852;829;Municipio/TIOC;Potosí;Rafael Bustillo;Chuquihuta Ayllu Jucumani;Chuquihuta Ayllu Jucumani;6312;5612;5543;0;769;0;69;0;700;838;7939;8979;7087;0;852;0;1892;0;-1040;2744;7382;8504;6418;0;964;0;2086;0;-1122;3050
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2853;830;Municipio/TIOC;Potosí;Rafael Bustillo;Chuquihuta Ayllu Jucumani;Hombres;3186;3019;2977;0;209;0;42;0;167;251;4174;4669;3833;0;341;0;836;0;-495;1177;4088;4617;3713;0;375;0;904;0;-529;1279
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2854;831;Municipio/TIOC;Potosí;Rafael Bustillo;Chuquihuta Ayllu Jucumani;Mujeres;3126;2593;2566;0;560;0;27;0;533;587;3765;4310;3254;0;511;0;1056;0;-545;1567;3294;3887;2705;0;589;0;1182;0;-593;1771
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2855;832;Provincia;Potosí;Cornelio Saavedra;;Cornelio Saavedra;58503;78934;54732;1;3771;0;24202;1;-20431;27973;54304;74716;49836;1;4468;0;24880;1;-20412;29348;46971;68058;40907;1;6064;0;27151;1;-21087;33215
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2856;833;Provincia;Potosí;Cornelio Saavedra;;Hombres;28439;38494;26732;1;1707;0;11762;1;-10055;13469;27122;37135;25086;1;2036;0;12049;1;-10013;14085;23956;34085;21163;1;2793;0;12922;1;-10129;15715
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2857;834;Provincia;Potosí;Cornelio Saavedra;;Mujeres;30064;40440;28000;1;2064;0;12440;1;-10376;14504;27182;37581;24750;1;2432;0;12831;1;-10399;15263;23015;33973;19744;1;3271;0;14229;1;-10958;17500
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2858;835;Municipio/TIOC;Potosí;Cornelio Saavedra;Betanzos;Betanzos;35825;43157;33160;1;2665;0;9997;1;-7332;12662;33016;43057;30116;0;2900;0;12941;1;-10041;15841;26966;35373;23769;0;3197;0;11604;1;-8407;14801
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2859;836;Municipio/TIOC;Potosí;Cornelio Saavedra;Betanzos;Hombres;17419;21002;16216;1;1203;0;4786;0;-3583;5989;16375;21449;15071;0;1304;0;6378;1;-5074;7682;13497;17573;12084;0;1413;0;5489;0;-4076;6902
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2860;837;Municipio/TIOC;Potosí;Cornelio Saavedra;Betanzos;Mujeres;18406;22155;16944;1;1462;0;5211;1;-3749;6673;16641;21608;15045;0;1596;0;6563;1;-4967;8159;13469;17800;11685;0;1784;0;6115;1;-4331;7899
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2861;838;Municipio/TIOC;Potosí;Cornelio Saavedra;Chaquí;Chaquí;9227;11881;8376;0;851;0;3505;0;-2654;4356;9378;11339;8323;0;1055;0;3016;0;-1961;4071;7239;9202;6233;0;1006;0;2969;0;-1963;3975
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2862;839;Municipio/TIOC;Potosí;Cornelio Saavedra;Chaquí;Hombres;4313;5548;3937;0;376;0;1611;0;-1235;1987;4522;5464;4055;0;467;0;1409;0;-942;1876;3540;4467;3098;0;442;0;1369;0;-927;1811
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2863;840;Municipio/TIOC;Potosí;Cornelio Saavedra;Chaquí;Mujeres;4914;6333;4439;0;475;0;1894;0;-1419;2369;4856;5875;4268;0;588;0;1607;0;-1019;2195;3699;4735;3135;0;564;0;1600;0;-1036;2164
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2864;841;Municipio/TIOC;Potosí;Cornelio Saavedra;Tacobamba;Tacobamba;12890;18554;12267;0;623;0;6287;0;-5664;6910;11696;17339;11007;0;689;0;6332;0;-5643;7021;11102;14708;10225;0;877;0;4483;0;-3606;5360
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2865;842;Municipio/TIOC;Potosí;Cornelio Saavedra;Tacobamba;Hombres;6429;9101;6162;0;267;0;2939;0;-2672;3206;6126;8796;5795;0;331;0;3001;0;-2670;3332;6112;7757;5700;0;412;0;2057;0;-1645;2469
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2866;843;Municipio/TIOC;Potosí;Cornelio Saavedra;Tacobamba;Mujeres;6461;9453;6105;0;356;0;3348;0;-2992;3704;5570;8543;5212;0;358;0;3331;0;-2973;3689;4990;6951;4525;0;465;0;2426;0;-1961;2891
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2867;844;Provincia;Potosí;Chayanta;;Chayanta;90867;122556;86898;2;3969;0;35658;2;-31689;39627;95943;130868;90049;1;5894;0;40819;2;-34925;46713;87093;113189;79692;1;7401;0;33497;1;-26096;40898
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2868;845;Provincia;Potosí;Chayanta;;Hombres;45444;60999;43718;2;1726;0;17281;2;-15555;19007;49461;66608;46925;1;2536;0;19683;2;-17147;22219;47390;59472;44036;1;3354;0;15436;1;-12082;18790
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2869;846;Provincia;Potosí;Chayanta;;Mujeres;45423;61557;43180;1;2243;0;18377;2;-16134;20620;46482;64260;43124;1;3358;0;21136;2;-17778;24494;39703;53717;35656;1;4047;0;18061;1;-14014;22108
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2870;847;Municipio/TIOC;Potosí;Chayanta;Colquechaca;Colquechaca;14132;23209;13135;0;997;0;10074;1;-9077;11071;15009;26518;13414;0;1595;0;13104;1;-11509;14699;14118;17889;12233;0;1885;0;5656;0;-3771;7541
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2871;848;Municipio/TIOC;Potosí;Chayanta;Colquechaca;Hombres;7167;11085;6766;0;401;0;4319;0;-3918;4720;7848;12894;7140;0;708;0;5754;1;-5046;6462;7959;9481;6951;0;1008;0;2530;0;-1522;3538
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2872;849;Municipio/TIOC;Potosí;Chayanta;Colquechaca;Mujeres;6965;12124;6369;0;596;0;5755;1;-5159;6351;7161;13624;6274;0;887;0;7350;1;-6463;8237;6159;8408;5282;0;877;0;3126;0;-2249;4003
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2873;850;Municipio/TIOC;Potosí;Chayanta;Ravelo;Ravelo;20709;26916;19613;0;1096;0;7303;0;-6207;8399;20464;28921;18871;0;1593;0;10050;1;-8457;11643;13706;21056;12555;0;1151;0;8501;0;-7350;9652
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2874;851;Municipio/TIOC;Potosí;Chayanta;Ravelo;Hombres;10494;13425;10008;0;486;0;3417;0;-2931;3903;10356;14485;9625;0;731;0;4860;0;-4129;5591;7288;10773;6761;0;527;0;4012;0;-3485;4539
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2875;852;Municipio/TIOC;Potosí;Chayanta;Ravelo;Mujeres;10215;13491;9605;0;610;0;3886;0;-3276;4496;10108;14436;9246;0;862;0;5190;1;-4328;6052;6418;10283;5794;0;624;0;4489;0;-3865;5113
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2876;853;Municipio/TIOC;Potosí;Chayanta;Pocoata;Pocoata;20106;27620;18779;0;1327;0;8841;0;-7514;10168;25751;35472;24176;0;1575;0;11296;1;-9721;12871;28070;34041;25210;0;2860;0;8831;0;-5971;11691
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2877;854;Municipio/TIOC;Potosí;Chayanta;Pocoata;Hombres;9906;13634;9397;0;509;0;4237;0;-3728;4746;13080;17864;12405;0;675;0;5459;1;-4784;6134;14731;17592;13463;0;1268;0;4129;0;-2861;5397
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2878;855;Municipio/TIOC;Potosí;Chayanta;Pocoata;Mujeres;10200;13986;9382;0;818;0;4604;0;-3786;5422;12671;17608;11771;0;900;0;5837;1;-4937;6737;13339;16449;11747;0;1592;0;4702;0;-3110;6294
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2879;856;Municipio/TIOC;Potosí;Chayanta;Ocurí;Ocurí;18253;22916;17017;0;1236;0;5899;0;-4663;7135;15568;21388;14307;0;1261;0;7081;0;-5820;8342;11776;16657;10846;0;930;0;5811;0;-4881;6741
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2880;857;Municipio/TIOC;Potosí;Chayanta;Ocurí;Hombres;9184;11434;8690;0;494;0;2744;0;-2250;3238;8123;11043;7635;0;488;0;3408;0;-2920;3896;6708;8993;6318;0;390;0;2675;0;-2285;3065
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2881;858;Municipio/TIOC;Potosí;Chayanta;Ocurí;Mujeres;9069;11482;8327;0;742;0;3155;0;-2413;3897;7445;10345;6672;0;773;0;3673;0;-2900;4446;5068;7664;4528;0;540;0;3136;0;-2596;3676
Bolivia: INDICADORES DE MIGRACIÓN INTERNA DE TODA LA VIDA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIOPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2882;859;Municipio/TIOC;Potosí;Chayanta;San Pedro de Macha;San Pedro de Macha;16726;15141;15009;0;1717;0;132;0;1585;1849;19018;17365;16989;0;2029;0;376;0;1653;2405;18386;21806;17406;0;980;0;4400;0;-3420;5380
