cuadro;descripcion;nivel;departamento;provincia;municipio_tioc;area;total;afroboliviano;_akarapis;_andamarca;_araona;_aroma;_ayllu_jila;_ayllu_jukumani;_ayllu_kacachaca;_ayllu_kharacha;_ayllu_porco;_ayllu_yura;_aymara;_ayoreo;_baure;_belen;_besiro;_calcha;canichana;_cavinenho;_cayubaba;_chacobo;challapata;_chane;_chaqui;charagua;charazani;_charka;_charka_qhara_qhara;_chayanta;_chichas;chiquitano;chiriguano;_choquecota;_chullpas;_chuwi;_condo;_coroma;_corque;_curahuara_de_carangas;_ese_ejja;_guarani;_guarasuwe;_gwarayu;_huachacalla;_huari;_huaylla_marka;_itonama;_jacha_carangas;_jalqa;_jatun_killacas;_javeriano;_jesus_de_machaca;_joaquiniano;_kallawaya;_killacas;_lagunillas;_larecaja;_layme;_leco;_lipez;_loretano;_lupaca;_machineri;_maropa;_mataco;_mojenho;_mojenho_ignaciano;_mojenho_trinitario;_mojocoya;_mollo;_monkox;_more;_moro_moro;_moseten;_movima;_murato;_orinoca;_pacahuara;_pakajaqi;_pampa_aullagas;_pati_pati;_paunaca;_pojos;_pojpo;_poroma;_pucara;_puquina;_qhara_qhara;_quechua;_quila_quila;_qullas;_raqaypampa;_reyesano;_sabaya;_salinas;_san_juan;_siriono;_sora;_suyu_sura;_tacana;_tapiete;_tinquipaya;_tobas;_toromona;_totora_marka;_trinitario;_tsimane;_turco;_uchupiamonas;_ucumasi;_urmiri_de_quillacas;_uru;_uru-chipaya;_uru-ito;_weenhayek;_yaminawa;_yampara;_yapacani;_yuqui;_yurakare;_yurakare_-_mojenho;_quechua_-_aymara;_otros_pueblos_indigenas_extranjeros;_mas_de_una_descripcion;_nacion;_pueblo;_indigena;_originario;_campesino;_combinacion_de_conceptos_de_npioc;_otros_ayllus,_marcas_y_organizaciones_territoriales;interculturales_y_otras_organizaciones_indigenas;sin_especificar
BOLIVIA: POBLACIÓN POR DECLARACIÓN DE AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2872;DECLARACIONES DE AUTOIDENTIFICACIÓN CENSO 2872;Municipio/TIOC; Potosí;Chayanta;Colquechaca;Rural;9,215;9;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7,659;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;2;215;53;775;40;0;0;447
BOLIVIA: POBLACIÓN POR DECLARACIÓN DE AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2873;DECLARACIONES DE AUTOIDENTIFICACIÓN CENSO 2873;Municipio/TIOC; Potosí;Chayanta;Ravelo;Ravelo;14,030;12;0;0;0;0;0;0;0;0;0;0;18;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;3,069;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;684;8,760;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;1;1;128;106;910;30;1;0;295
BOLIVIA: POBLACIÓN POR DECLARACIÓN DE AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2874;DECLARACIONES DE AUTOIDENTIFICACIÓN CENSO 2874;Municipio/TIOC; Potosí;Chayanta;Ravelo;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN POR DECLARACIÓN DE AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2875;DECLARACIONES DE AUTOIDENTIFICACIÓN CENSO 2875;Municipio/TIOC; Potosí;Chayanta;Ravelo;Rural;14,030;12;0;0;0;0;0;0;0;0;0;0;18;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;3,069;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;684;8,760;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;1;1;128;106;910;30;1;0;295
BOLIVIA: POBLACIÓN POR DECLARACIÓN DE AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2876;DECLARACIONES DE AUTOIDENTIFICACIÓN CENSO 2876;Municipio/TIOC; Potosí;Chayanta;Pocoata;Pocoata;27,778;22;0;0;0;0;0;0;0;0;1;0;185;0;0;0;1;0;0;0;0;0;0;0;0;0;0;23;1,612;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;21,695;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;11;650;1,080;1,464;272;37;0;702
BOLIVIA: POBLACIÓN POR DECLARACIÓN DE AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2877;DECLARACIONES DE AUTOIDENTIFICACIÓN CENSO 2877;Municipio/TIOC; Potosí;Chayanta;Pocoata;Urbana;1,450;7;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,127;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;47;19;196;16;0;0;15
BOLIVIA: POBLACIÓN POR DECLARACIÓN DE AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2878;DECLARACIONES DE AUTOIDENTIFICACIÓN CENSO 2878;Municipio/TIOC; Potosí;Chayanta;Pocoata;Rural;26,328;15;0;0;0;0;0;0;0;0;1;0;173;0;0;0;1;0;0;0;0;0;0;0;0;0;0;23;1,605;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;20,568;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;8;603;1,061;1,268;256;37;0;687
BOLIVIA: POBLACIÓN POR DECLARACIÓN DE AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2879;DECLARACIONES DE AUTOIDENTIFICACIÓN CENSO 2879;Municipio/TIOC; Potosí;Chayanta;Ocurí;Ocurí;11,860;28;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31;9,159;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;100;78;1,519;307;0;0;548
BOLIVIA: POBLACIÓN POR DECLARACIÓN DE AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2880;DECLARACIONES DE AUTOIDENTIFICACIÓN CENSO 2880;Municipio/TIOC; Potosí;Chayanta;Ocurí;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN POR DECLARACIÓN DE AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2881;DECLARACIONES DE AUTOIDENTIFICACIÓN CENSO 2881;Municipio/TIOC; Potosí;Chayanta;Ocurí;Rural;11,860;28;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31;9,159;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;100;78;1,519;307;0;0;548
BOLIVIA: POBLACIÓN POR DECLARACIÓN DE AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2882;DECLARACIONES DE AUTOIDENTIFICACIÓN CENSO 2882;Municipio/TIOC; Potosí;Chayanta;San Pedro de Macha;San Pedro de Macha;18,035;15;0;0;0;0;0;0;0;0;0;0;53;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14,419;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;1;6;376;330;1,783;268;0;0;742
BOLIVIA: POBLACIÓN POR DECLARACIÓN DE AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2883;DECLARACIONES DE AUTOIDENTIFICACIÓN CENSO 2883;Municipio/TIOC; Potosí;Chayanta;San Pedro de Macha;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN POR DECLARACIÓN DE AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2884;DECLARACIONES DE AUTOIDENTIFICACIÓN CENSO 2884;Municipio/TIOC; Potosí;Chayanta;San Pedro de Macha;Rural;18,035;15;0;0;0;0;0;0;0;0;0;0;53;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14,419;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;1;6;376;330;1,783;268;0;0;742
BOLIVIA: POBLACIÓN POR DECLARACIÓN DE AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2885;DECLARACIONES DE AUTOIDENTIFICACIÓN CENSO 2885;Provincia; Potosí;Charcas;;Charcas;34,114;16;0;0;0;0;0;0;0;1;0;0;303;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;36;0;2;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;29,952;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;4;375;300;1,831;492;1;0;791
BOLIVIA: POBLACIÓN POR DECLARACIÓN DE AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2886;DECLARACIONES DE AUTOIDENTIFICACIÓN CENSO 2886;Provincia; Potosí;Charcas;;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN POR DECLARACIÓN DE AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2887;DECLARACIONES DE AUTOIDENTIFICACIÓN CENSO 2887;Provincia; Potosí;Charcas;;Rural;34,114;16;0;0;0;0;0;0;0;1;0;0;303;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;36;0;2;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;29,952;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;4;375;300;1,831;492;1;0;791
BOLIVIA: POBLACIÓN POR DECLARACIÓN DE AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2888;DECLARACIONES DE AUTOIDENTIFICACIÓN CENSO 2888;Municipio/TIOC; Potosí;Charcas;San Pedro;San Pedro;25,520;6;0;0;0;0;0;0;0;1;0;0;255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;36;0;2;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;22,176;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;331;272;1,348;475;1;0;610
BOLIVIA: POBLACIÓN POR DECLARACIÓN DE AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2889;DECLARACIONES DE AUTOIDENTIFICACIÓN CENSO 2889;Municipio/TIOC; Potosí;Charcas;San Pedro;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN POR DECLARACIÓN DE AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2890;DECLARACIONES DE AUTOIDENTIFICACIÓN CENSO 2890;Municipio/TIOC; Potosí;Charcas;San Pedro;Rural;25,520;6;0;0;0;0;0;0;0;1;0;0;255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;36;0;2;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;22,176;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;331;272;1,348;475;1;0;610
BOLIVIA: POBLACIÓN POR DECLARACIÓN DE AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2891;DECLARACIONES DE AUTOIDENTIFICACIÓN CENSO 2891;Municipio/TIOC; Potosí;Charcas;Toro Toro;Toro Toro;8,594;10;0;0;0;0;0;0;0;0;0;0;48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7,776;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;3;44;28;483;17;0;0;181
BOLIVIA: POBLACIÓN POR DECLARACIÓN DE AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2892;DECLARACIONES DE AUTOIDENTIFICACIÓN CENSO 2892;Municipio/TIOC; Potosí;Charcas;Toro Toro;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN POR DECLARACIÓN DE AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2893;DECLARACIONES DE AUTOIDENTIFICACIÓN CENSO 2893;Municipio/TIOC; Potosí;Charcas;Toro Toro;Rural;8,594;10;0;0;0;0;0;0;0;0;0;0;48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7,776;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;3;44;28;483;17;0;0;181
BOLIVIA: POBLACIÓN POR DECLARACIÓN DE AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2894;DECLARACIONES DE AUTOIDENTIFICACIÓN CENSO 2894;Provincia; Potosí;Nor Chichas;;Nor Chichas;30,596;22;0;0;4;0;0;0;0;0;0;0;95;0;0;0;0;162;0;0;0;0;0;0;0;0;0;0;0;0;8,071;2;0;0;0;0;0;0;0;0;0;13;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;17,898;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;10;7;295;925;2,188;310;136;0;446
BOLIVIA: POBLACIÓN POR DECLARACIÓN DE AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2895;DECLARACIONES DE AUTOIDENTIFICACIÓN CENSO 2895;Provincia; Potosí;Nor Chichas;;Urbana;1,941;5;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,188;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;613;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;8;3;50;1;21;0;37
BOLIVIA: POBLACIÓN POR DECLARACIÓN DE AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2896;DECLARACIONES DE AUTOIDENTIFICACIÓN CENSO 2896;Provincia; Potosí;Nor Chichas;;Rural;28,655;17;0;0;4;0;0;0;0;0;0;0;82;0;0;0;0;162;0;0;0;0;0;0;0;0;0;0;0;0;6,883;1;0;0;0;0;0;0;0;0;0;13;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;17,285;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;9;7;287;922;2,138;309;115;0;409
BOLIVIA: POBLACIÓN POR DECLARACIÓN DE AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2897;DECLARACIONES DE AUTOIDENTIFICACIÓN CENSO 2897;Municipio/TIOC; Potosí;Nor Chichas;Cotagaita;Cotagaita;22,194;14;0;0;0;0;0;0;0;0;0;0;80;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6,593;2;0;0;0;0;0;0;0;0;0;12;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;12,555;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;6;7;211;506;1,592;110;134;0;363
