cuadro;pregunta;fuente;nivel;departamento;provincia;municipio;sexo;total;afroboliviano;araona;aymara;ayoreo;baure;canichana;cavinenho;cayubaba;chacobo;charka_qhara_qhara;chichas;chiquitano;chuwi;ese_ejja;guarani;guarasu_we;gwarayu;itonama;jacha_carangas;jalq_a;joaquiniano;kallawaya;killacas;leco;lipez;lupaca;machineri;maropa;mojenho;mojeno_ignaciano;mojenho_trinitario;more;moseten;movima;pacahuara;pakajaqi;paunaca;puquina;quechua;qullas;raqaypampa;siriono;sora;tacana;tapiete;toromona;tsimane_;uru-chipaya;weenhayek;yaminawa;yampara;yuqui;yurakare;quechua_-_aymara;Mas_de_una_descripcion;Otras_declaraciones;Otros_pueblos_indigenas_extranjeros
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 3209;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;provincia; Santa Cruz;Ñuflo de Chávez;;Ñuflo de Chávez;52,661;182;0;893;404;3;1;1;4;0;5;8;24,868;0;1;1,520;3;208;5;1;1;1;0;1;2;0;0;0;9;123;22;73;0;2;51;1;1;1;1;15,882;0;0;1;0;8;0;0;29;3;3;0;9;0;6;22;386;7,916;0
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 3210;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;provincia; Santa Cruz;Ñuflo de Chávez;;Hombres;27,678;108;0;502;200;1;1;0;2;0;2;5;13,131;0;1;819;2;119;3;1;0;1;0;0;2;0;0;0;7;76;15;37;0;1;33;1;0;1;1;7,887;0;0;1;0;4;0;0;21;3;2;0;7;0;2;14;210;4,455;0
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 3211;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;provincia; Santa Cruz;Ñuflo de Chávez;;Mujeres;24,983;74;0;391;204;2;0;1;2;0;3;3;11,737;0;0;701;1;89;2;0;1;0;0;1;0;0;0;0;2;47;7;36;0;1;18;0;1;0;0;7,995;0;0;0;0;4;0;0;8;0;1;0;2;0;4;8;176;3,461;0
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 3212;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;Municipio/TIOC; Santa Cruz;Ñuflo de Chávez;Concepción;Concepción;17,435;26;0;202;116;1;0;0;1;0;1;1;12,155;0;0;180;3;101;1;0;1;0;0;0;2;0;0;0;6;36;6;26;0;1;12;1;0;1;0;1,747;0;0;0;0;5;0;0;23;0;0;0;1;0;3;5;94;2,677;0
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 3213;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;Municipio/TIOC; Santa Cruz;Ñuflo de Chávez;Concepción;Hombres;9,521;19;0;114;61;0;0;0;0;0;0;1;6,469;0;0;107;2;59;1;0;0;0;0;0;2;0;0;0;5;25;5;13;0;1;8;1;0;1;0;986;0;0;0;0;3;0;0;16;0;0;0;1;0;2;3;49;1,567;0
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 3214;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;Municipio/TIOC; Santa Cruz;Ñuflo de Chávez;Concepción;Mujeres;7,914;7;0;88;55;1;0;0;1;0;1;0;5,686;0;0;73;1;42;0;0;1;0;0;0;0;0;0;0;1;11;1;13;0;0;4;0;0;0;0;761;0;0;0;0;2;0;0;7;0;0;0;0;0;1;2;45;1,110;0
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 3215;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;Municipio/TIOC; Santa Cruz;Ñuflo de Chávez;San Javier;San Javier;6,521;9;0;58;0;0;0;1;0;0;0;0;5,576;0;0;55;0;30;0;0;0;1;0;0;0;0;0;0;0;25;7;5;0;0;10;0;1;0;0;139;0;0;1;0;1;0;0;0;0;0;0;2;0;0;0;5;595;0
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 3216;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;Municipio/TIOC; Santa Cruz;Ñuflo de Chávez;San Javier;Hombres;3,456;5;0;35;0;0;0;0;0;0;0;0;2,907;0;0;38;0;17;0;0;0;1;0;0;0;0;0;0;0;14;4;4;0;0;8;0;0;0;0;68;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;4;348;0
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 3217;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;Municipio/TIOC; Santa Cruz;Ñuflo de Chávez;San Javier;Mujeres;3,065;4;0;23;0;0;0;1;0;0;0;0;2,669;0;0;17;0;13;0;0;0;0;0;0;0;0;0;0;0;11;3;1;0;0;2;0;1;0;0;71;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;247;0
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 3218;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;Municipio/TIOC; Santa Cruz;Ñuflo de Chávez;San Julián;San Julián;15,961;93;0;438;6;2;1;0;0;0;3;1;735;0;0;1,099;0;53;3;0;0;0;0;1;0;0;0;0;2;28;5;24;0;1;19;0;0;0;1;10,463;0;0;0;0;0;0;0;2;2;0;0;1;0;2;14;10;2,952;0
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 3219;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;Municipio/TIOC; Santa Cruz;Ñuflo de Chávez;San Julián;Hombres;8,115;48;0;241;3;1;1;0;0;0;1;0;401;0;0;568;0;28;1;0;0;0;0;0;0;0;0;0;1;16;2;9;0;0;10;0;0;0;1;5,133;0;0;0;0;0;0;0;1;2;0;0;0;0;0;8;5;1,634;0
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 3220;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;Municipio/TIOC; Santa Cruz;Ñuflo de Chávez;San Julián;Mujeres;7,846;45;0;197;3;1;0;0;0;0;2;1;334;0;0;531;0;25;2;0;0;0;0;1;0;0;0;0;1;12;3;15;0;1;9;0;0;0;0;5,330;0;0;0;0;0;0;0;1;0;0;0;1;0;2;6;5;1,318;0
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 3221;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;Municipio/TIOC; Santa Cruz;Ñuflo de Chávez;San Antonio de Lomerio;San Antonio de Lomerio;5,802;0;0;9;0;0;0;0;3;0;0;0;5,237;0;0;11;0;6;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;28;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;274;230;0
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 3222;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;Municipio/TIOC; Santa Cruz;Ñuflo de Chávez;San Antonio de Lomerio;Hombres;2,988;0;0;4;0;0;0;0;2;0;0;0;2,698;0;0;3;0;3;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;151;108;0
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 3223;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;Municipio/TIOC; Santa Cruz;Ñuflo de Chávez;San Antonio de Lomerio;Mujeres;2,814;0;0;5;0;0;0;0;1;0;0;0;2,539;0;0;8;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;123;122;0
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 3224;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;Municipio/TIOC; Santa Cruz;Ñuflo de Chávez;San Ramón;San Ramón;1,661;8;0;66;1;0;0;0;0;0;1;1;785;0;0;40;0;10;0;1;0;0;0;0;0;0;0;0;0;8;2;9;0;0;4;0;0;0;0;297;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;427;0
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 3225;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;Municipio/TIOC; Santa Cruz;Ñuflo de Chávez;San Ramón;Hombres;930;4;0;44;0;0;0;0;0;0;1;1;431;0;0;26;0;6;0;1;0;0;0;0;0;0;0;0;0;6;2;8;0;0;3;0;0;0;0;153;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;244;0
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 3226;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;Municipio/TIOC; Santa Cruz;Ñuflo de Chávez;San Ramón;Mujeres;731;4;0;22;1;0;0;0;0;0;0;0;354;0;0;14;0;4;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;1;0;0;0;0;144;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;183;0
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 3227;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;Municipio/TIOC; Santa Cruz;Ñuflo de Chávez;Cuatro Cañadas;Cuatro Cañadas;5,281;46;0;120;281;0;0;0;0;0;0;5;380;0;1;135;0;8;1;0;0;0;0;0;0;0;0;0;1;25;2;7;0;0;6;0;0;0;0;3,208;0;0;0;0;2;0;0;3;1;3;0;4;0;1;3;3;1,035;0
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 3228;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;Municipio/TIOC; Santa Cruz;Ñuflo de Chávez;Cuatro Cañadas;Hombres;2,668;32;0;64;136;0;0;0;0;0;0;3;225;0;1;77;0;6;1;0;0;0;0;0;0;0;0;0;1;14;2;3;0;0;4;0;0;0;0;1,530;0;0;0;0;1;0;0;3;1;2;0;4;0;0;3;1;554;0
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 3229;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;Municipio/TIOC; Santa Cruz;Ñuflo de Chávez;Cuatro Cañadas;Mujeres;2,613;14;0;56;145;0;0;0;0;0;0;2;155;0;0;58;0;2;0;0;0;0;0;0;0;0;0;0;0;11;0;4;0;0;2;0;0;0;0;1,678;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;2;481;0
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 3230;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;provincia; Santa Cruz;Ángel Sandoval;;Ángel Sandoval;6,545;31;0;188;2;2;0;0;0;0;0;1;4,569;0;0;16;0;4;0;0;0;0;0;0;0;0;0;0;0;6;0;10;0;0;1;0;0;0;0;230;0;0;0;0;1;0;0;1;0;0;0;0;0;1;2;48;1,432;0
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 3231;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;provincia; Santa Cruz;Ángel Sandoval;;Hombres;3,479;15;0;123;1;1;0;0;0;0;0;1;2,366;0;0;10;0;4;0;0;0;0;0;0;0;0;0;0;0;5;0;4;0;0;1;0;0;0;0;147;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;23;777;0
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 3232;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;provincia; Santa Cruz;Ángel Sandoval;;Mujeres;3,066;16;0;65;1;1;0;0;0;0;0;0;2,203;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;6;0;0;0;0;0;0;0;83;0;0;0;0;1;0;0;1;0;0;0;0;0;1;1;25;655;0
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 3233;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;Municipio/TIOC; Santa Cruz;Ángel Sandoval;San Matías;San Matías;6,545;31;0;188;2;2;0;0;0;0;0;1;4,569;0;0;16;0;4;0;0;0;0;0;0;0;0;0;0;0;6;0;10;0;0;1;0;0;0;0;230;0;0;0;0;1;0;0;1;0;0;0;0;0;1;2;48;1,432;0
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 3234;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;Municipio/TIOC; Santa Cruz;Ángel Sandoval;San Matías;Hombres;3,479;15;0;123;1;1;0;0;0;0;0;1;2,366;0;0;10;0;4;0;0;0;0;0;0;0;0;0;0;0;5;0;4;0;0;1;0;0;0;0;147;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;23;777;0
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 3235;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;Municipio/TIOC; Santa Cruz;Ángel Sandoval;San Matías;Mujeres;3,066;16;0;65;1;1;0;0;0;0;0;0;2,203;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;6;0;0;0;0;0;0;0;83;0;0;0;0;1;0;0;1;0;0;0;0;0;1;1;25;655;0
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 3236;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;provincia; Santa Cruz;Manuel María Caballero;;Manuel María Caballero;5,199;11;0;155;0;0;0;0;0;0;0;2;6;0;0;63;0;0;0;0;0;0;0;0;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;3,897;0;0;0;0;0;0;0;0;0;0;0;1;0;0;4;2;1,054;0
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 3237;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;provincia; Santa Cruz;Manuel María Caballero;;Hombres;2,622;6;0;77;0;0;0;0;0;0;0;2;1;0;0;35;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,955;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;2;540;0
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 3238;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;provincia; Santa Cruz;Manuel María Caballero;;Mujeres;2,577;5;0;78;0;0;0;0;0;0;0;0;5;0;0;28;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1,942;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;514;0
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 3239;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;Municipio/TIOC; Santa Cruz;Manuel María Caballero;Comarapa;Comarapa;4,079;9;0;118;0;0;0;0;0;0;0;2;6;0;0;47;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;3,130;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;762;0
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 3240;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;Municipio/TIOC; Santa Cruz;Manuel María Caballero;Comarapa;Hombres;2,058;5;0;58;0;0;0;0;0;0;0;2;1;0;0;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,571;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;391;0
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 3241;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;Municipio/TIOC; Santa Cruz;Manuel María Caballero;Comarapa;Mujeres;2,021;4;0;60;0;0;0;0;0;0;0;0;5;0;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1,559;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;371;0
