Cuadro;pregunta;nivel;departamento;provincia;tioc/municipio;area;total;si_total;si_hombres;si_mujeres;no_total;no_hombres;no_mujeres;no_sabe_total;no_sabe_hombres;no_sabe_mujeres
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Municipio/TIOC; Oruro;Ladislao Cabrera;Salinas de Garci Mendoza (Autonomía Indígena Originario Campesina de Salinas);Urbana;;;;;;;;;;
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Municipio/TIOC; Oruro;Ladislao Cabrera;Salinas de Garci Mendoza (Autonomía Indígena Originario Campesina de Salinas);Rural;15,934;12,852;6,600;6,252;2,855;1,455;1,400;227;107;120
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Municipio/TIOC; Oruro;Ladislao Cabrera;Pampa Aullagas;Pampa Aullagas;3,197;2,588;1,345;1,243;562;297;265;47;19;28
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Municipio/TIOC; Oruro;Ladislao Cabrera;Pampa Aullagas;Urbana;;;;;;;;;;
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Municipio/TIOC; Oruro;Ladislao Cabrera;Pampa Aullagas;Rural;3,197;2,588;1,345;1,243;562;297;265;47;19;28
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Provincia; Oruro;Sabaya;;Sabaya;19,265;12,343;6,382;5,961;6,603;3,360;3,243;319;168;151
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Provincia; Oruro;Sabaya;;Urbana;3,051;874;462;412;2,106;1,127;979;71;45;26
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Provincia; Oruro;Sabaya;;Rural;16,214;11,469;5,920;5,549;4,497;2,233;2,264;248;123;125
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Municipio/TIOC; Oruro;Sabaya;Sabaya;Sabaya;15,504;9,262;4,819;4,443;5,971;3,029;2,942;271;140;131
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Municipio/TIOC; Oruro;Sabaya;Sabaya;Urbana;3,051;874;462;412;2,106;1,127;979;71;45;26
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Municipio/TIOC; Oruro;Sabaya;Sabaya;Rural;12,453;8,388;4,357;4,031;3,865;1,902;1,963;200;95;105
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Municipio/TIOC; Oruro;Sabaya;Coipasa;Coipasa;1,406;860;457;403;527;273;254;19;9;10
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Municipio/TIOC; Oruro;Sabaya;Coipasa;Urbana;;;;;;;;;;
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Municipio/TIOC; Oruro;Sabaya;Coipasa;Rural;1,406;860;457;403;527;273;254;19;9;10
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Municipio/TIOC; Oruro;Sabaya;Uru Chipaya (Nación Originaria Uru Chipaya);Uru Chipaya (Nación Originaria Uru Chipaya);2,355;2,221;1,106;1,115;105;58;47;29;19;10
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Municipio/TIOC; Oruro;Sabaya;Uru Chipaya (Nación Originaria Uru Chipaya);Urbana;;;;;;;;;;
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Municipio/TIOC; Oruro;Sabaya;Uru Chipaya (Nación Originaria Uru Chipaya);Rural;2,355;2,221;1,106;1,115;105;58;47;29;19;10
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Provincia; Oruro;Saucarí;;Saucarí;12,202;8,774;4,493;4,281;3,117;1,594;1,523;311;149;162
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Provincia; Oruro;Saucarí;;Urbana;;;;;;;;;;
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Provincia; Oruro;Saucarí;;Rural;12,202;8,774;4,493;4,281;3,117;1,594;1,523;311;149;162
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Municipio/TIOC; Oruro;Saucarí;Toledo;Toledo;12,202;8,774;4,493;4,281;3,117;1,594;1,523;311;149;162
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Municipio/TIOC; Oruro;Saucarí;Toledo;Urbana;;;;;;;;;;
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Municipio/TIOC; Oruro;Saucarí;Toledo;Rural;12,202;8,774;4,493;4,281;3,117;1,594;1,523;311;149;162
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Provincia; Oruro;Tomás Barrón;;Tomás Barrón;5,335;4,090;2,102;1,988;1,159;610;549;86;50;36
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Provincia; Oruro;Tomás Barrón;;Urbana;2,187;1,394;666;728;765;404;361;28;14;14
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Provincia; Oruro;Tomás Barrón;;Rural;3,148;2,696;1,436;1,260;394;206;188;58;36;22
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Municipio/TIOC; Oruro;Tomás Barrón;Eucaliptus;Eucaliptus;5,335;4,090;2,102;1,988;1,159;610;549;86;50;36
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Municipio/TIOC; Oruro;Tomás Barrón;Eucaliptus;Urbana;2,187;1,394;666;728;765;404;361;28;14;14
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Municipio/TIOC; Oruro;Tomás Barrón;Eucaliptus;Rural;3,148;2,696;1,436;1,260;394;206;188;58;36;22
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Provincia; Oruro;Sur Carangas;;Sur Carangas;9,372;7,905;4,089;3,816;1,232;639;593;235;123;112
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Provincia; Oruro;Sur Carangas;;Urbana;;;;;;;;;;
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Provincia; Oruro;Sur Carangas;;Rural;9,372;7,905;4,089;3,816;1,232;639;593;235;123;112
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Municipio/TIOC; Oruro;Sur Carangas;Andamarca;Andamarca;6,311;5,302;2,748;2,554;834;437;397;175;97;78
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Municipio/TIOC; Oruro;Sur Carangas;Andamarca;Urbana;;;;;;;;;;
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Municipio/TIOC; Oruro;Sur Carangas;Andamarca;Rural;6,311;5,302;2,748;2,554;834;437;397;175;97;78
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Municipio/TIOC; Oruro;Sur Carangas;Belén de Andamarca;Belén de Andamarca;3,061;2,603;1,341;1,262;398;202;196;60;26;34
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Municipio/TIOC; Oruro;Sur Carangas;Belén de Andamarca;Urbana;;;;;;;;;;
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Municipio/TIOC; Oruro;Sur Carangas;Belén de Andamarca;Rural;3,061;2,603;1,341;1,262;398;202;196;60;26;34
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Provincia; Oruro;San Pedro de Totora;;San Pedro de Totora;6,637;6,052;3,182;2,870;415;228;187;170;92;78
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Provincia; Oruro;San Pedro de Totora;;Urbana;;;;;;;;;;
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Provincia; Oruro;San Pedro de Totora;;Rural;6,637;6,052;3,182;2,870;415;228;187;170;92;78
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Municipio/TIOC; Oruro;San Pedro de Totora;Totora;Totora;6,637;6,052;3,182;2,870;415;228;187;170;92;78
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Municipio/TIOC; Oruro;San Pedro de Totora;Totora;Urbana;;;;;;;;;;
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Municipio/TIOC; Oruro;San Pedro de Totora;Totora;Rural;6,637;6,052;3,182;2,870;415;228;187;170;92;78
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Provincia; Oruro;Sebastián Pagador;;Sebastián Pagador;13,502;8,748;4,829;3,919;4,442;2,255;2,187;312;165;147
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Provincia; Oruro;Sebastián Pagador;;Urbana;4,307;1,598;789;809;2,595;1,252;1,343;114;57;57
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Provincia; Oruro;Sebastián Pagador;;Rural;9,195;7,150;4,040;3,110;1,847;1,003;844;198;108;90
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Municipio/TIOC; Oruro;Sebastián Pagador;Santiago de Huari;Santiago de Huari;13,502;8,748;4,829;3,919;4,442;2,255;2,187;312;165;147
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Municipio/TIOC; Oruro;Sebastián Pagador;Santiago de Huari;Urbana;4,307;1,598;789;809;2,595;1,252;1,343;114;57;57
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Municipio/TIOC; Oruro;Sebastián Pagador;Santiago de Huari;Rural;9,195;7,150;4,040;3,110;1,847;1,003;844;198;108;90
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Provincia; Oruro;Mejillones;;Mejillones;3,531;2,047;1,033;1,014;1,443;746;697;41;19;22
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Provincia; Oruro;Mejillones;;Urbana;;;;;;;;;;
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Provincia; Oruro;Mejillones;;Rural;3,531;2,047;1,033;1,014;1,443;746;697;41;19;22
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Municipio/TIOC; Oruro;Mejillones;La Rivera;La Rivera;1,262;879;428;451;375;187;188;8;1;7
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Municipio/TIOC; Oruro;Mejillones;La Rivera;Urbana;;;;;;;;;;
