cuadro;pregunta;no.;nivel;departamento;provincia;municipio_tioc;area_y_grupo_de_edad;2001_poblacion_total;2001_poblacion_hombres;2001_poblacion_mujeres;2001_tasa_de_alfabetismo_total;2001_tasa_de_alfabetismo_hombres;2001_tasa_de_alfabetismo_mujeres;2001_brecha_hombres-mujeres;2012_poblacion_total;2012_poblacion_hombres;2012_poblacion_mujeres;2012_tasa_de_alfabetismo_total;2012_tasa_de_alfabetismo_hombres;2012_tasa_de_alfabetismo_mujeres;2012_brecha_hombres-mujeres;2024_poblacion_total;2024_poblacion_hombres;2024_poblacion_mujeres;2024_tasa_de_alfabetismo_total;2024_tasa_de_alfabetismo_hombres;2024_tasa_de_alfabetismo_mujeres;2024_brecha_hombres-mujeres
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 4986;tasa de alfabetismo;2963;Municipio/TIOC;Cochabamba;Carrasco;Entre Ríos;25 a 39 ;1,263;608;655;86.2;96.1;77.1;19.0;2,819;1,293;1,526;96.5;98.7;94.7;4.0;7,184;3,301;3,883;98.6;99.3;98.0;1.3
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 4987;tasa de alfabetismo;2964;Municipio/TIOC;Cochabamba;Carrasco;Entre Ríos;40 a 59 ;670;355;315;71.0;87.9;52.1;35.8;1,616;757;859;88.6;95.5;82.4;13.1;3,701;1,741;1,960;90.9;97.2;85.3;11.9
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 4988;tasa de alfabetismo;2965;Municipio/TIOC;Cochabamba;Carrasco;Entre Ríos;60 o más ;123;58;65;48.8;69.0;30.8;38.2;440;206;234;71.4;87.9;56.8;31.0;1,155;529;626;63.9;84.3;46.6;37.7
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 4989;tasa de alfabetismo;2966;Municipio/TIOC;Cochabamba;Carrasco;Entre Ríos;Rural;9,065;5,435;3,630;84.8;91.5;74.8;16.7;12,221;7,270;4,951;94.6;97.1;90.9;6.2;13,174;7,773;5,401;93.8;96.8;89.4;7.4
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 4990;tasa de alfabetismo;2967;Municipio/TIOC;Cochabamba;Carrasco;Entre Ríos;15 a 24 ;3,247;1,908;1,339;94.9;97.3;91.5;5.8;4,181;2,566;1,615;99.1;99.5;98.4;1.1;2,698;1,513;1,185;99.5;99.5;99.5;0.0
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 4991;tasa de alfabetismo;2968;Municipio/TIOC;Cochabamba;Carrasco;Entre Ríos;25 a 39 ;3,523;2,066;1,457;88.1;95.1;78.2;16.9;4,132;2,365;1,767;96.7;98.3;94.7;3.6;4,795;2,848;1,947;99.0;99.2;98.6;0.7
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 4992;tasa de alfabetismo;2969;Municipio/TIOC;Cochabamba;Carrasco;Entre Ríos;40 a 59 ;1,910;1,216;694;70.4;83.8;46.8;37.0;3,171;1,897;1,274;91.0;95.7;84.0;11.7;4,248;2,524;1,724;91.2;96.2;84.0;12.2
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 4993;tasa de alfabetismo;2970;Municipio/TIOC;Cochabamba;Carrasco;Entre Ríos;60 o más ;385;245;140;40.8;53.5;18.6;34.9;737;442;295;71.8;82.1;56.3;25.9;1,433;888;545;73.0;86.0;51.7;34.3
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 4994;tasa de alfabetismo;2971;Provincia;Cochabamba;Mizque;;Mizque;19,457;9,485;9,972;61.3;74.6;48.7;25.8;22,574;11,293;11,281;83.2;89.8;76.6;13.2;24,527;12,428;12,099;85.0;91.5;78.3;13.2
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 4995;tasa de alfabetismo;2972;Provincia;Cochabamba;Mizque;;15 a 24 ;5,396;2,632;2,764;84.7;91.6;78.1;13.5;7,281;3,857;3,424;96.7;97.5;95.7;1.8;6,508;3,326;3,182;98.8;98.9;98.7;0.2
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 4996;tasa de alfabetismo;2973;Provincia;Cochabamba;Mizque;;25 a 39 ;5,982;2,968;3,014;73.4;86.6;60.4;26.3;5,861;2,899;2,962;89.5;94.2;84.8;9.5;6,764;3,517;3,247;94.9;96.8;92.9;4.0
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 4997;tasa de alfabetismo;2974;Provincia;Cochabamba;Mizque;;40 a 59 ;5,320;2,615;2,705;46.1;65.2;27.5;37.7;5,992;3,001;2,991;78.9;87.9;69.8;18.1;6,796;3,492;3,304;82.5;91.2;73.3;17.9
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 4998;tasa de alfabetismo;2975;Provincia;Cochabamba;Mizque;;60 o más ;2,759;1,270;1,489;19.0;30.3;9.3;21.0;3,440;1,536;1,904;51.7;65.8;40.3;25.5;4,459;2,093;2,366;53.6;71.5;37.8;33.7
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 4999;tasa de alfabetismo;2976;Provincia;Cochabamba;Mizque;;Urbana;1,637;710;927;82.0;88.9;76.8;12.1;2,237;1,024;1,213;93.1;96.6;90.1;6.5;4,058;1,905;2,153;92.5;96.7;88.7;8.1
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 5000;tasa de alfabetismo;2977;Provincia;Cochabamba;Mizque;;15 a 24 ;501;153;348;92.4;93.5;92.0;1.5;746;337;409;98.4;98.8;98.0;0.8;1,090;508;582;99.4;99.2;99.7;-0.4
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 5001;tasa de alfabetismo;2978;Provincia;Cochabamba;Mizque;;25 a 39 ;525;249;276;89.1;94.8;84.1;10.7;647;286;361;95.5;96.9;94.5;2.4;1,354;642;712;98.0;99.4;96.8;2.6
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 5002;tasa de alfabetismo;2979;Provincia;Cochabamba;Mizque;;40 a 59 ;394;207;187;76.9;87.0;65.8;21.2;541;267;274;92.2;97.0;87.6;9.4;1,063;509;554;89.7;95.9;83.9;11.9
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 5003;tasa de alfabetismo;2980;Provincia;Cochabamba;Mizque;;60 o más ;217;101;116;50.2;71.3;31.9;39.4;303;134;169;76.2;89.6;65.7;23.9;551;246;305;70.4;86.6;57.4;29.2
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 5004;tasa de alfabetismo;2981;Provincia;Cochabamba;Mizque;;Rural;17,820;8,775;9,045;59.4;73.4;45.9;27.5;20,337;10,269;10,068;82.2;89.1;75.0;14.1;20,469;10,523;9,946;83.5;90.6;76.0;14.5
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 5005;tasa de alfabetismo;2982;Provincia;Cochabamba;Mizque;;15 a 24 ;4,895;2,479;2,416;83.9;91.4;76.1;15.3;6,535;3,520;3,015;96.5;97.4;95.4;2.0;5,418;2,818;2,600;98.7;98.8;98.5;0.3
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 5006;tasa de alfabetismo;2983;Provincia;Cochabamba;Mizque;;25 a 39 ;5,457;2,719;2,738;71.9;85.9;58.0;27.9;5,214;2,613;2,601;88.7;94.0;83.4;10.5;5,410;2,875;2,535;94.2;96.3;91.8;4.5
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 5007;tasa de alfabetismo;2984;Provincia;Cochabamba;Mizque;;40 a 59 ;4,926;2,408;2,518;43.6;63.4;24.7;38.7;5,451;2,734;2,717;77.6;87.1;68.1;19.0;5,733;2,983;2,750;81.2;90.4;71.2;19.2
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 5008;tasa de alfabetismo;2985;Provincia;Cochabamba;Mizque;;60 o más ;2,542;1,169;1,373;16.3;26.8;7.4;19.4;3,137;1,402;1,735;49.3;63.6;37.9;25.7;3,908;1,847;2,061;51.2;69.5;34.9;34.6
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 5009;tasa de alfabetismo;2986;Municipio/TIOC;Cochabamba;Mizque;Mizque;Mizque;11,537;5,674;5,863;64.4;76.7;52.5;24.2;12,610;6,363;6,247;86.2;92.0;80.4;11.6;13,516;6,735;6,781;88.2;93.6;82.8;10.8
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 5010;tasa de alfabetismo;2987;Municipio/TIOC;Cochabamba;Mizque;Mizque;15 a 24 ;3,127;1,510;1,617;85.9;91.7;80.5;11.2;4,009;2,104;1,905;97.5;98.0;96.9;1.1;3,315;1,635;1,680;99.3;99.2;99.3;-0.1
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 5011;tasa de alfabetismo;2988;Municipio/TIOC;Cochabamba;Mizque;Mizque;25 a 39 ;3,624;1,824;1,800;76.6;88.2;64.9;23.2;3,278;1,642;1,636;92.8;96.0;89.5;6.4;3,825;1,908;1,917;97.2;98.5;95.8;2.7
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 5012;tasa de alfabetismo;2989;Municipio/TIOC;Cochabamba;Mizque;Mizque;40 a 59 ;3,165;1,589;1,576;51.3;69.5;33.0;36.5;3,369;1,732;1,637;83.6;91.2;75.4;15.8;3,821;1,964;1,857;87.1;93.3;80.6;12.7
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 5013;tasa de alfabetismo;2990;Municipio/TIOC;Cochabamba;Mizque;Mizque;60 o más ;1,621;751;870;21.2;34.0;10.1;23.8;1,954;885;1,069;56.9;71.6;44.6;27.0;2,555;1,228;1,327;62.1;79.2;46.2;33.0
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 5014;tasa de alfabetismo;2991;Municipio/TIOC;Cochabamba;Mizque;Mizque;Urbana;1,637;710;927;82.0;88.9;76.8;12.1;2,237;1,024;1,213;93.1;96.6;90.1;6.5;4,058;1,905;2,153;92.5;96.7;88.7;8.1
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 5015;tasa de alfabetismo;2992;Municipio/TIOC;Cochabamba;Mizque;Mizque;15 a 24 ;501;153;348;92.4;93.5;92.0;1.5;746;337;409;98.4;98.8;98.0;0.8;1,090;508;582;99.4;99.2;99.7;-0.4
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 5016;tasa de alfabetismo;2993;Municipio/TIOC;Cochabamba;Mizque;Mizque;25 a 39 ;525;249;276;89.1;94.8;84.1;10.7;647;286;361;95.5;96.9;94.5;2.4;1,354;642;712;98.0;99.4;96.8;2.6
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 5017;tasa de alfabetismo;2994;Municipio/TIOC;Cochabamba;Mizque;Mizque;40 a 59 ;394;207;187;76.9;87.0;65.8;21.2;541;267;274;92.2;97.0;87.6;9.4;1,063;509;554;89.7;95.9;83.9;11.9
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 5018;tasa de alfabetismo;2995;Municipio/TIOC;Cochabamba;Mizque;Mizque;60 o más ;217;101;116;50.2;71.3;31.9;39.4;303;134;169;76.2;89.6;65.7;23.9;551;246;305;70.4;86.6;57.4;29.2
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 5019;tasa de alfabetismo;2996;Municipio/TIOC;Cochabamba;Mizque;Mizque;Rural;9,900;4,964;4,936;61.5;75.0;48.0;27.0;10,373;5,339;5,034;84.8;91.1;78.1;13.0;9,458;4,830;4,628;86.4;92.4;80.1;12.3
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 5020;tasa de alfabetismo;2997;Municipio/TIOC;Cochabamba;Mizque;Mizque;15 a 24 ;2,626;1,357;1,269;84.7;91.5;77.4;14.1;3,263;1,767;1,496;97.3;97.8;96.6;1.3;2,225;1,127;1,098;99.2;99.2;99.2;0.0
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 5021;tasa de alfabetismo;2998;Municipio/TIOC;Cochabamba;Mizque;Mizque;25 a 39 ;3,099;1,575;1,524;74.5;87.1;61.5;25.6;2,631;1,356;1,275;92.1;95.8;88.2;7.6;2,471;1,266;1,205;96.7;98.1;95.3;2.8
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 5022;tasa de alfabetismo;2999;Municipio/TIOC;Cochabamba;Mizque;Mizque;40 a 59 ;2,771;1,382;1,389;47.7;66.9;28.6;38.3;2,828;1,465;1,363;81.9;90.2;73.0;17.2;2,758;1,455;1,303;86.1;92.4;79.2;13.2
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 5023;tasa de alfabetismo;3000;Municipio/TIOC;Cochabamba;Mizque;Mizque;60 o más ;1,404;650;754;16.7;28.2;6.8;21.4;1,651;751;900;53.3;68.4;40.7;27.8;2,004;982;1,022;59.8;77.4;42.9;34.5
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 5024;tasa de alfabetismo;3001;Municipio/TIOC;Cochabamba;Mizque;Vila Vila;Vila Vila;2,536;1,249;1,287;55.9;69.9;42.3;27.6;3,250;1,619;1,631;79.4;86.6;72.3;14.2;3,276;1,671;1,605;83.8;91.5;75.8;15.7
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 5025;tasa de alfabetismo;3002;Municipio/TIOC;Cochabamba;Mizque;Vila Vila;15 a 24 ;663;335;328;88.1;94.6;81.4;13.2;1,021;533;488;96.9;97.4;96.3;1.1;954;496;458;98.6;98.8;98.5;0.3
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 5026;tasa de alfabetismo;3003;Municipio/TIOC;Cochabamba;Mizque;Vila Vila;25 a 39 ;693;345;348;66.7;84.3;49.1;35.2;826;403;423;88.5;94.0;83.2;10.8;876;471;405;96.0;96.8;95.1;1.8
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 5027;tasa de alfabetismo;3004;Municipio/TIOC;Cochabamba;Mizque;Vila Vila;40 a 59 ;764;377;387;38.7;57.8;20.2;37.7;905;438;467;70.9;82.2;60.4;21.8;849;438;411;80.2;91.6;68.1;23.4
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 5028;tasa de alfabetismo;3005;Municipio/TIOC;Cochabamba;Mizque;Vila Vila;60 o más ;416;192;224;18.0;24.5;12.5;12.0;498;245;253;44.2;58.8;30.0;28.7;597;266;331;47.4;68.4;30.5;37.9
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 5029;tasa de alfabetismo;3006;Municipio/TIOC;Cochabamba;Mizque;Vila Vila;Urbana;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 5030;tasa de alfabetismo;3007;Municipio/TIOC;Cochabamba;Mizque;Vila Vila;15 a 24 ;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 5031;tasa de alfabetismo;3008;Municipio/TIOC;Cochabamba;Mizque;Vila Vila;25 a 39 ;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN DE 15 O MÁS AÑOS DE EDAD Y TASA DE ALFABETISMO POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 5032;tasa de alfabetismo;3009;Municipio/TIOC;Cochabamba;Mizque;Vila Vila;40 a 59 ;;;;;;;;;;;;;;;;;;;;;
