cuadro;no;nivel;departamento;provincio;municipio_tioc;area;2001_total_poblacion;2001_total_hombres;2001_total_mujeres;2001_ninguno_total;2001_ninguno_hombres;2001_ninguno_mujeres;2001_primaria_total;2001_primaria_hombres;2001_primaria_mujeres;2001_secundaria_total;2001_secundaria_hombres;2001_secundaria_mujeres;2001_superior_total;2001_superior_hombres;2001_superior_mujeres;2001_otros_total;2001_otros_hombres;2001_otros_mujeres;2012_poblacion_total;2012_poblacion_hombres;2012_poblacion_mujeres;2012_ninguno_total;2012_ninguno_hombres;2012_ninguno_mujeres;2012_primaria_total;2012_primaria_hombres;2012_primaria_mujeres;2012_secundaria_total;2012_secundaria_hombres;2012_secundaria_mujeres;2012_superior_total;2012_superior_hombres;2012_superior_mujeres;2012_otros_total;2012_otros_hombres;2012_otros_mujeres;2024_poblacion_total;2024_poblacion_hombres;2024_poblacion_mujeres;2024_ninguno_total;2024_ninguno_hombres;2024_ninguno_mujeres;2024_primaria_total;2024_primaria_hombres;2024_primaria_mujeres;2024_secundaria_total;2024_secundaria_hombres;2024_secundaria_mujeres;2024_superior_total;2024_superior_hombres;2024_superior_mujeres
BOLIVIA: NIVEL DE INSTRUCCI?N ALCANZADO POR LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC) Y ?REA, CENSOS 2001, 2012 Y 2834;811;Municipio/TIOC;Potos¡;Tom s Fr¡as;Yocalla;Yocalla;4,388;2,101;2,287;1,492;342;1,150;1,998;1,130;868;754;537;217;142;90;52;2;2;0;5,765;2,925;2,840;951;169;782;2,376;1,265;1,111;1,876;1,158;718;552;325;227;10;8;2;8,311;4,211;4,100;684;87;597;2,562;1,188;1,374;3,389;2,079;1,310;1,676;857;819
BOLIVIA: NIVEL DE INSTRUCCI?N ALCANZADO POR LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC) Y ?REA, CENSOS 2001, 2012 Y 2835;812;Municipio/TIOC;Potos¡;Tom s Fr¡as;Yocalla;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: NIVEL DE INSTRUCCI?N ALCANZADO POR LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC) Y ?REA, CENSOS 2001, 2012 Y 2836;813;Municipio/TIOC;Potos¡;Tom s Fr¡as;Yocalla;Rural;4,388;2,101;2,287;1,492;342;1,150;1,998;1,130;868;754;537;217;142;90;52;2;2;0;5,765;2,925;2,840;951;169;782;2,376;1,265;1,111;1,876;1,158;718;552;325;227;10;8;2;8,311;4,211;4,100;684;87;597;2,562;1,188;1,374;3,389;2,079;1,310;1,676;857;819
BOLIVIA: NIVEL DE INSTRUCCI?N ALCANZADO POR LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC) Y ?REA, CENSOS 2001, 2012 Y 2837;814;Municipio/TIOC;Potos¡;Tom s Fr¡as;Urmiri;Urmiri;1,117;631;486;384;133;251;545;349;196;180;144;36;8;5;3;0;0;0;1,724;1,003;721;249;69;180;725;455;270;651;414;237;78;52;26;21;13;8;2,170;1,308;862;157;32;125;752;439;313;1,031;710;321;230;127;103
BOLIVIA: NIVEL DE INSTRUCCI?N ALCANZADO POR LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC) Y ?REA, CENSOS 2001, 2012 Y 2838;815;Municipio/TIOC;Potos¡;Tom s Fr¡as;Urmiri;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: NIVEL DE INSTRUCCI?N ALCANZADO POR LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC) Y ?REA, CENSOS 2001, 2012 Y 2839;816;Municipio/TIOC;Potos¡;Tom s Fr¡as;Urmiri;Rural;1,117;631;486;384;133;251;545;349;196;180;144;36;8;5;3;0;0;0;1,724;1,003;721;249;69;180;725;455;270;651;414;237;78;52;26;21;13;8;2,170;1,308;862;157;32;125;752;439;313;1,031;710;321;230;127;103
BOLIVIA: NIVEL DE INSTRUCCI?N ALCANZADO POR LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC) Y ?REA, CENSOS 2001, 2012 Y 2840;817;Provincia;Potos¡;Rafael Bustillo;;Rafael Bustillo;38,104;17,799;20,305;11,040;2,598;8,442;13,889;8,035;5,854;7,701;4,458;3,243;5,273;2,612;2,661;201;96;105;47,377;22,725;24,652;7,573;1,628;5,945;15,428;8,143;7,285;13,790;7,861;5,929;10,322;4,975;5,347;264;118;146;55,231;27,326;27,905;6,222;1,277;4,945;12,585;6,456;6,129;17,965;10,762;7,203;18,459;8,831;9,628
BOLIVIA: NIVEL DE INSTRUCCI?N ALCANZADO POR LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC) Y ?REA, CENSOS 2001, 2012 Y 2841;818;Provincia;Potos¡;Rafael Bustillo;;Urbana;18,722;8,290;10,432;3,003;543;2,460;4,390;1,987;2,403;6,180;3,271;2,909;4,957;2,401;2,556;192;88;104;25,241;11,399;13,842;2,359;365;1,994;5,028;2,111;2,917;8,622;4,580;4,042;9,057;4,267;4,790;175;76;99;31,867;14,389;17,478;2,081;327;1,754;4,270;1,589;2,681;9,810;5,258;4,552;15,706;7,215;8,491
BOLIVIA: NIVEL DE INSTRUCCI?N ALCANZADO POR LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC) Y ?REA, CENSOS 2001, 2012 Y 2842;819;Provincia;Potos¡;Rafael Bustillo;;Rural;19,382;9,509;9,873;8,037;2,055;5,982;9,499;6,048;3,451;1,521;1,187;334;316;211;105;9;8;1;22,136;11,326;10,810;5,214;1,263;3,951;10,400;6,032;4,368;5,168;3,281;1,887;1,265;708;557;89;42;47;23,364;12,937;10,427;4,141;950;3,191;8,315;4,867;3,448;8,155;5,504;2,651;2,753;1,616;1,137
BOLIVIA: NIVEL DE INSTRUCCI?N ALCANZADO POR LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC) Y ?REA, CENSOS 2001, 2012 Y 2843;820;Municipio/TIOC;Potos¡;Rafael Bustillo;Unc¡a;Unc¡a;9,010;4,209;4,801;3,152;762;2,390;3,634;2,170;1,464;1,431;877;554;770;393;377;23;7;16;12,255;6,016;6,239;2,447;541;1,906;4,208;2,339;1,869;3,461;2,024;1,437;2,064;1,079;985;75;33;42;14,047;7,124;6,923;1,900;407;1,493;3,611;1,883;1,728;4,800;2,912;1,888;3,736;1,922;1,814
BOLIVIA: NIVEL DE INSTRUCCI?N ALCANZADO POR LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC) Y ?REA, CENSOS 2001, 2012 Y 2844;821;Municipio/TIOC;Potos¡;Rafael Bustillo;Unc¡a;Urbana;2,699;1,151;1,548;461;78;383;614;262;352;929;480;449;674;326;348;21;5;16;4,942;2,285;2,657;543;85;458;1,050;437;613;1,680;925;755;1,635;822;813;34;16;18;5,746;2,574;3,172;483;74;409;863;304;559;1,853;993;860;2,547;1,203;1,344
BOLIVIA: NIVEL DE INSTRUCCI?N ALCANZADO POR LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC) Y ?REA, CENSOS 2001, 2012 Y 2845;822;Municipio/TIOC;Potos¡;Rafael Bustillo;Unc¡a;Rural;6,311;3,058;3,253;2,691;684;2,007;3,020;1,908;1,112;502;397;105;96;67;29;2;2;0;7,313;3,731;3,582;1,904;456;1,448;3,158;1,902;1,256;1,781;1,099;682;429;257;172;41;17;24;8,301;4,550;3,751;1,417;333;1,084;2,748;1,579;1,169;2,947;1,919;1,028;1,189;719;470
BOLIVIA: NIVEL DE INSTRUCCI?N ALCANZADO POR LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC) Y ?REA, CENSOS 2001, 2012 Y 2846;823;Municipio/TIOC;Potos¡;Rafael Bustillo;Chayanta;Chayanta;7,236;3,467;3,769;2,797;604;2,193;3,324;2,099;1,225;760;571;189;352;190;162;3;3;0;8,756;4,301;4,455;1,855;370;1,485;3,903;2,143;1,760;2,052;1,312;740;903;452;451;43;24;19;9,986;5,316;4,670;1,503;289;1,214;3,082;1,700;1,382;3,466;2,297;1,169;1,935;1,030;905
BOLIVIA: NIVEL DE INSTRUCCI?N ALCANZADO POR LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC) Y ?REA, CENSOS 2001, 2012 Y 2847;824;Municipio/TIOC;Potos¡;Rafael Bustillo;Chayanta;Urbana;1,100;478;622;318;51;267;376;201;175;182;116;66;221;107;114;3;3;0;1,344;578;766;209;35;174;381;175;206;348;179;169;402;188;214;4;1;3;1,939;898;1,041;192;32;160;331;144;187;470;252;218;946;470;476
BOLIVIA: NIVEL DE INSTRUCCI?N ALCANZADO POR LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC) Y ?REA, CENSOS 2001, 2012 Y 2848;825;Municipio/TIOC;Potos¡;Rafael Bustillo;Chayanta;Rural;6,136;2,989;3,147;2,479;553;1,926;2,948;1,898;1,050;578;455;123;131;83;48;0;0;0;7,412;3,723;3,689;1,646;335;1,311;3,522;1,968;1,554;1,704;1,133;571;501;264;237;39;23;16;8,047;4,418;3,629;1,311;257;1,054;2,751;1,556;1,195;2,996;2,045;951;989;560;429
BOLIVIA: NIVEL DE INSTRUCCI?N ALCANZADO POR LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC) Y ?REA, CENSOS 2001, 2012 Y 2849;826;Municipio/TIOC;Potos¡;Rafael Bustillo;Llallagua;Llallagua;18,663;8,533;10,130;3,673;811;2,862;5,404;2,761;2,643;5,310;2,875;2,435;4,103;2,002;2,101;173;84;89;22,232;10,239;11,993;2,343;464;1,879;5,287;2,434;2,853;7,332;3,948;3,384;7,129;3,333;3,796;141;60;81;26,395;12,193;14,202;1,956;352;1,604;4,185;1,800;2,385;7,989;4,422;3,567;12,265;5,619;6,646
BOLIVIA: NIVEL DE INSTRUCCI?N ALCANZADO POR LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC) Y ?REA, CENSOS 2001, 2012 Y 2850;827;Municipio/TIOC;Potos¡;Rafael Bustillo;Llallagua;Urbana;14,923;6,661;8,262;2,224;414;1,810;3,400;1,524;1,876;5,069;2,675;2,394;4,062;1,968;2,094;168;80;88;18,955;8,536;10,419;1,607;245;1,362;3,597;1,499;2,098;6,594;3,476;3,118;7,020;3,257;3,763;137;59;78;23,016;10,323;12,693;1,338;211;1,127;2,809;1,015;1,794;6,924;3,670;3,254;11,945;5,427;6,518
BOLIVIA: NIVEL DE INSTRUCCI?N ALCANZADO POR LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC) Y ?REA, CENSOS 2001, 2012 Y 2851;828;Municipio/TIOC;Potos¡;Rafael Bustillo;Llallagua;Rural;3,740;1,872;1,868;1,449;397;1,052;2,004;1,237;767;241;200;41;41;34;7;5;4;1;3,277;1,703;1,574;736;219;517;1,690;935;755;738;472;266;109;76;33;4;1;3;3,379;1,870;1,509;618;141;477;1,376;785;591;1,065;752;313;320;192;128
BOLIVIA: NIVEL DE INSTRUCCI?N ALCANZADO POR LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC) Y ?REA, CENSOS 2001, 2012 Y 2852;829;Municipio/TIOC;Potos¡;Rafael Bustillo;Chuquihuta Ayllu Jucumani;Chuquihuta Ayllu Jucumani;3,195;1,590;1,605;1,418;421;997;1,527;1,005;522;200;135;65;48;27;21;2;2;0;4,134;2,169;1,965;928;253;675;2,030;1,227;803;945;577;368;226;111;115;5;1;4;4,803;2,693;2,110;863;229;634;1,707;1,073;634;1,710;1,131;579;523;260;263
BOLIVIA: NIVEL DE INSTRUCCI?N ALCANZADO POR LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC) Y ?REA, CENSOS 2001, 2012 Y 2853;830;Municipio/TIOC;Potos¡;Rafael Bustillo;Chuquihuta Ayllu Jucumani;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,166;594;572;68;10;58;267;126;141;563;343;220;268;115;153
BOLIVIA: NIVEL DE INSTRUCCI?N ALCANZADO POR LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC) Y ?REA, CENSOS 2001, 2012 Y 2854;831;Municipio/TIOC;Potos¡;Rafael Bustillo;Chuquihuta Ayllu Jucumani;Rural;3,195;1,590;1,605;1,418;421;997;1,527;1,005;522;200;135;65;48;27;21;2;2;0;4,134;2,169;1,965;928;253;675;2,030;1,227;803;945;577;368;226;111;115;5;1;4;3,637;2,099;1,538;795;219;576;1,440;947;493;1,147;788;359;255;145;110
BOLIVIA: NIVEL DE INSTRUCCI?N ALCANZADO POR LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC) Y ?REA, CENSOS 2001, 2012 Y 2855;832;Provincia;Potos¡;Cornelio Saavedra;;Cornelio Saavedra;28,496;13,101;15,395;13,125;3,960;9,165;11,958;6,849;5,109;2,611;1,844;767;771;433;338;31;15;16;30,871;15,223;15,648;8,568;2,554;6,014;13,601;7,593;6,008;7,031;4,104;2,927;1,596;942;654;75;30;45;35,170;17,878;17,292;6,485;1,588;4,897;13,723;7,436;6,287;11,047;6,800;4,247;3,915;2,054;1,861
BOLIVIA: NIVEL DE INSTRUCCI?N ALCANZADO POR LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC) Y ?REA, CENSOS 2001, 2012 Y 2856;833;Provincia;Potos¡;Cornelio Saavedra;;Urbana;1,924;820;1,104;559;111;448;744;346;398;377;238;139;227;117;110;17;8;9;2,464;1,093;1,371;431;104;327;818;354;464;754;381;373;447;248;199;14;6;8;3,767;1,654;2,113;430;81;349;1,010;370;640;1,159;631;528;1,168;572;596
BOLIVIA: NIVEL DE INSTRUCCI?N ALCANZADO POR LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC) Y ?REA, CENSOS 2001, 2012 Y 2857;834;Provincia;Potos¡;Cornelio Saavedra;;Rural;26,572;12,281;14,291;12,566;3,849;8,717;11,214;6,503;4,711;2,234;1,606;628;544;316;228;14;7;7;28,407;14,130;14,277;8,137;2,450;5,687;12,783;7,239;5,544;6,277;3,723;2,554;1,149;694;455;61;24;37;31,403;16,224;15,179;6,055;1,507;4,548;12,713;7,066;5,647;9,888;6,169;3,719;2,747;1,482;1,265
BOLIVIA: NIVEL DE INSTRUCCI?N ALCANZADO POR LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC) Y ?REA, CENSOS 2001, 2012 Y 2858;835;Municipio/TIOC;Potos¡;Cornelio Saavedra;Betanzos;Betanzos;17,285;8,020;9,265;6,978;2,035;4,943;7,918;4,344;3,574;1,874;1,353;521;490;276;214;25;12;13;18,506;9,059;9,447;4,677;1,350;3,327;8,215;4,402;3,813;4,477;2,630;1,847;1,098;662;436;39;15;24;20,135;9,964;10,171;3,358;793;2,565;7,840;3,988;3,852;6,403;3,864;2,539;2,534;1,319;1,215
BOLIVIA: NIVEL DE INSTRUCCI?N ALCANZADO POR LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC) Y ?REA, CENSOS 2001, 2012 Y 2859;836;Municipio/TIOC;Potos¡;Cornelio Saavedra;Betanzos;Urbana;1,924;820;1,104;559;111;448;744;346;398;377;238;139;227;117;110;17;8;9;2,464;1,093;1,371;431;104;327;818;354;464;754;381;373;447;248;199;14;6;8;3,767;1,654;2,113;430;81;349;1,010;370;640;1,159;631;528;1,168;572;596
BOLIVIA: NIVEL DE INSTRUCCI?N ALCANZADO POR LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC) Y ?REA, CENSOS 2001, 2012 Y 2860;837;Municipio/TIOC;Potos¡;Cornelio Saavedra;Betanzos;Rural;15,361;7,200;8,161;6,419;1,924;4,495;7,174;3,998;3,176;1,497;1,115;382;263;159;104;8;4;4;16,042;7,966;8,076;4,246;1,246;3,000;7,397;4,048;3,349;3,723;2,249;1,474;651;414;237;25;9;16;16,368;8,310;8,058;2,928;712;2,216;6,830;3,618;3,212;5,244;3,233;2,011;1,366;747;619
BOLIVIA: NIVEL DE INSTRUCCI?N ALCANZADO POR LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC) Y ?REA, CENSOS 2001, 2012 Y 2861;838;Municipio/TIOC;Potos¡;Cornelio Saavedra;Chaqu¡;Chaqu¡;5,034;2,150;2,884;2,267;606;1,661;2,044;1,102;942;535;342;193;187;99;88;1;1;0;5,867;2,729;3,138;1,579;381;1,198;2,564;1,398;1,166;1,366;762;604;330;173;157;28;15;13;6,274;3,059;3,215;1,055;178;877;2,379;1,234;1,145;2,112;1,269;843;728;378;350
BOLIVIA: NIVEL DE INSTRUCCI?N ALCANZADO POR LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC) Y ?REA, CENSOS 2001, 2012 Y 2862;839;Municipio/TIOC;Potos¡;Cornelio Saavedra;Chaqu¡;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: NIVEL DE INSTRUCCI?N ALCANZADO POR LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC) Y ?REA, CENSOS 2001, 2012 Y 2863;840;Municipio/TIOC;Potos¡;Cornelio Saavedra;Chaqu¡;Rural;5,034;2,150;2,884;2,267;606;1,661;2,044;1,102;942;535;342;193;187;99;88;1;1;0;5,867;2,729;3,138;1,579;381;1,198;2,564;1,398;1,166;1,366;762;604;330;173;157;28;15;13;6,274;3,059;3,215;1,055;178;877;2,379;1,234;1,145;2,112;1,269;843;728;378;350
BOLIVIA: NIVEL DE INSTRUCCI?N ALCANZADO POR LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC) Y ?REA, CENSOS 2001, 2012 Y 2864;841;Municipio/TIOC;Potos¡;Cornelio Saavedra;Tacobamba;Tacobamba;6,177;2,931;3,246;3,880;1,319;2,561;1,996;1,403;593;202;149;53;94;58;36;5;2;3;6,498;3,435;3,063;2,312;823;1,489;2,822;1,793;1,029;1,188;712;476;168;107;61;8;0;8;8,761;4,855;3,906;2,072;617;1,455;3,504;2,214;1,290;2,532;1,667;865;653;357;296
BOLIVIA: NIVEL DE INSTRUCCI?N ALCANZADO POR LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC) Y ?REA, CENSOS 2001, 2012 Y 2865;842;Municipio/TIOC;Potos¡;Cornelio Saavedra;Tacobamba;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: NIVEL DE INSTRUCCI?N ALCANZADO POR LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC) Y ?REA, CENSOS 2001, 2012 Y 2866;843;Municipio/TIOC;Potos¡;Cornelio Saavedra;Tacobamba;Rural;6,177;2,931;3,246;3,880;1,319;2,561;1,996;1,403;593;202;149;53;94;58;36;5;2;3;6,498;3,435;3,063;2,312;823;1,489;2,822;1,793;1,029;1,188;712;476;168;107;61;8;0;8;8,761;4,855;3,906;2,072;617;1,455;3,504;2,214;1,290;2,532;1,667;865;653;357;296
BOLIVIA: NIVEL DE INSTRUCCI?N ALCANZADO POR LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC) Y ?REA, CENSOS 2001, 2012 Y 2867;844;Provincia;Potos¡;Chayanta;;Chayanta;43,981;21,112;22,869;24,246;7,857;16,389;17,036;11,452;5,584;1,716;1,200;516;952;585;367;31;18;13;52,898;27,398;25,500;18,218;6,032;12,186;22,859;14,418;8,441;9,029;5,372;3,657;2,646;1,491;1,155;146;85;61;61,118;33,748;27,370;14,633;4,459;10,174;24,753;15,600;9,153;16,704;10,934;5,770;5,028;2,755;2,273
BOLIVIA: NIVEL DE INSTRUCCI?N ALCANZADO POR LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC) Y ?REA, CENSOS 2001, 2012 Y 2868;845;Provincia;Potos¡;Chayanta;;Urbana;;;;;;;;;;;;;;;;;;;2,212;1,167;1,045;296;81;215;757;451;306;817;450;367;331;181;150;11;4;7;4,656;2,616;2,040;433;116;317;1,273;755;518;1,910;1,256;654;1,040;489;551
BOLIVIA: NIVEL DE INSTRUCCI?N ALCANZADO POR LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC) Y ?REA, CENSOS 2001, 2012 Y 2869;846;Provincia;Potos¡;Chayanta;;Rural;43,981;21,112;22,869;24,246;7,857;16,389;17,036;11,452;5,584;1,716;1,200;516;952;585;367;31;18;13;50,686;26,231;24,455;17,922;5,951;11,971;22,102;13,967;8,135;8,212;4,922;3,290;2,315;1,310;1,005;135;81;54;56,462;31,132;25,330;14,200;4,343;9,857;23,480;14,845;8,635;14,794;9,678;5,116;3,988;2,266;1,722
BOLIVIA: NIVEL DE INSTRUCCI?N ALCANZADO POR LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC) Y ?REA, CENSOS 2001, 2012 Y 2870;847;Municipio/TIOC;Potos¡;Chayanta;Colquechaca;Colquechaca;6,712;3,239;3,473;3,931;1,334;2,597;2,297;1,598;699;338;223;115;140;79;61;6;5;1;7,680;4,100;3,580;2,411;899;1,512;3,022;1,952;1,070;1,669;931;738;538;294;244;40;24;16;9,285;5,477;3,808;2,419;877;1,542;3,370;2,307;1,063;2,634;1,841;793;862;452;410
BOLIVIA: NIVEL DE INSTRUCCI?N ALCANZADO POR LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC) Y ?REA, CENSOS 2001, 2012 Y 2871;848;Municipio/TIOC;Potos¡;Chayanta;Colquechaca;Urbana;;;;;;;;;;;;;;;;;;;2,212;1,167;1,045;296;81;215;757;451;306;817;450;367;331;181;150;11;4;7;3,183;2,076;1,107;244;86;158;876;612;264;1,468;1,071;397;595;307;288
BOLIVIA: NIVEL DE INSTRUCCI?N ALCANZADO POR LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC) Y ?REA, CENSOS 2001, 2012 Y 2872;849;Municipio/TIOC;Potos¡;Chayanta;Colquechaca;Rural;6,712;3,239;3,473;3,931;1,334;2,597;2,297;1,598;699;338;223;115;140;79;61;6;5;1;5,468;2,933;2,535;2,115;818;1,297;2,265;1,501;764;852;481;371;207;113;94;29;20;9;6,102;3,401;2,701;2,175;791;1,384;2,494;1,695;799;1,166;770;396;267;145;122
