cuadro;no;nivel;departamento;provincia;municipio_tioc;area_y_grupo_de_edad;2001_poblacion_total;2001_poblacion_hombres;2001_poblacion_mujeres;2001_promedio_anhos_estudio_total;2001_promedio_anhos_estudio_hombres;2001_promedio_anhos_estudio_mujeres;2012_poblacion_total;2012_poblacion_hombres;2012_poblacion_mujeres;2012_promedio_anhos_estudio_total;2012_promedio_anhos_estudio_hombres;2012_promedio_anhos_estudio_mujeres;2024_poblacion_total;2024_poblacion_hombres;2024_poblacion_mujeres;2024_promedio_anhos_estudio_total;2024_promedio_anhos_estudio_hombres;2024_promedio_anhos_estudio_mujeres
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 5626;3603;Municipio/TIOC;Oruro;Pantale¢n Dalence;Huanuni;25 a 39 ;3,664;1,899;1,765;8.1;8.8;7.5;5,690;3,060;2,630;10.2;10.3;10.0;4,460;2,269;2,191;12.4;12.3;12.5
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 5627;3604;Municipio/TIOC;Oruro;Pantale¢n Dalence;Huanuni;40 a 59 ;3,052;1,605;1,447;5.7;6.8;4.5;4,235;2,317;1,918;7.7;8.4;6.8;4,526;2,418;2,108;9.9;10.2;9.6
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 5628;3605;Municipio/TIOC;Oruro;Pantale¢n Dalence;Huanuni;60 o m s ;941;375;566;1.6;3.1;0.7;1,438;658;780;4.2;5.7;3.0;1,742;796;946;6.2;7.7;4.9
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 5629;3606;Municipio/TIOC;Oruro;Pantale¢n Dalence;Huanuni;Urbana;7,393;3,770;3,623;7.8;8.7;6.9;11,414;6,068;5,346;9.6;9.9;9.3;10,319;5,284;5,035;11.4;11.5;11.2
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 5630;3607;Municipio/TIOC;Oruro;Pantale¢n Dalence;Huanuni;19 a 24 ;1,673;876;797;9.6;10.0;9.2;2,103;1,064;1,039;11.3;11.2;11.5;1,843;974;869;13.0;12.7;13.3
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 5631;3608;Municipio/TIOC;Oruro;Pantale¢n Dalence;Huanuni;25 a 39 ;2,950;1,526;1,424;8.7;9.2;8.0;4,886;2,631;2,255;10.6;10.6;10.6;3,631;1,813;1,818;12.7;12.6;12.8
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 5632;3609;Municipio/TIOC;Oruro;Pantale¢n Dalence;Huanuni;40 a 59 ;2,220;1,167;1,053;6.6;7.6;5.5;3,477;1,949;1,528;8.3;8.9;7.6;3,698;1,995;1,703;10.5;10.6;10.4
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 5633;3610;Municipio/TIOC;Oruro;Pantale¢n Dalence;Huanuni;60 o m s ;550;201;349;2.3;4.5;1.0;948;424;524;5.3;7.1;3.8;1,147;502;645;7.5;9.2;6.2
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 5634;3611;Municipio/TIOC;Oruro;Pantale¢n Dalence;Huanuni;Rural;2,287;1,176;1,111;4.2;5.3;3.1;2,487;1,263;1,224;5.9;6.8;5.0;2,559;1,336;1,223;8.1;9.1;7.1
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 5635;3612;Municipio/TIOC;Oruro;Pantale¢n Dalence;Huanuni;19 a 24 ;350;191;159;6.6;7.3;5.8;435;232;203;9.4;9.9;8.8;307;163;144;11.9;11.8;11.9
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 5636;3613;Municipio/TIOC;Oruro;Pantale¢n Dalence;Huanuni;25 a 39 ;714;373;341;6.0;6.8;5.1;804;429;375;7.4;8.1;6.6;829;456;373;11.1;11.4;10.6
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 5637;3614;Municipio/TIOC;Oruro;Pantale¢n Dalence;Huanuni;40 a 59 ;832;438;394;3.3;4.6;1.9;758;368;390;4.8;5.7;3.9;828;423;405;7.0;8.2;5.9
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 5638;3615;Municipio/TIOC;Oruro;Pantale¢n Dalence;Huanuni;60 o m s ;391;174;217;0.7;1.4;0.2;490;234;256;2.2;3.2;1.2;595;294;301;3.6;5.2;2.1
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 5639;3616;Municipio/TIOC;Oruro;Pantale¢n Dalence;Machacamarca;Machacamarca;2,259;1,051;1,208;6.5;7.7;5.5;2,974;1,414;1,560;8.6;9.7;7.6;4,138;2,058;2,080;10.6;11.2;10.0
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 5640;3617;Municipio/TIOC;Oruro;Pantale¢n Dalence;Machacamarca;19 a 24 ;358;168;190;10.2;10.3;10.1;430;219;211;11.4;11.6;11.2;545;272;273;12.6;12.6;12.6
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 5641;3618;Municipio/TIOC;Oruro;Pantale¢n Dalence;Machacamarca;25 a 39 ;619;289;330;8.9;9.9;8.0;895;442;453;11.1;11.7;10.6;1,270;651;619;12.6;12.6;12.6
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 5642;3619;Municipio/TIOC;Oruro;Pantale¢n Dalence;Machacamarca;40 a 59 ;729;347;382;6.0;7.7;4.5;923;427;496;8.4;9.9;7.2;1,317;664;653;10.4;10.8;9.9
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 5643;3620;Municipio/TIOC;Oruro;Pantale¢n Dalence;Machacamarca;60 o m s ;553;247;306;2.0;3.2;1.1;726;326;400;4.0;5.3;3.0;1,006;471;535;7.2;8.8;5.8
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 5644;3621;Municipio/TIOC;Oruro;Pantale¢n Dalence;Machacamarca;Urbana;1,101;483;618;7.8;8.9;6.9;1,642;774;868;9.6;10.6;8.8;2,144;1,036;1,108;11.5;12.0;11.0
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 5645;3622;Municipio/TIOC;Oruro;Pantale¢n Dalence;Machacamarca;19 a 24 ;195;88;107;11.1;10.5;11.6;284;148;136;11.7;11.7;11.7;319;157;162;12.8;12.8;12.7
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 5646;3623;Municipio/TIOC;Oruro;Pantale¢n Dalence;Machacamarca;25 a 39 ;335;156;179;10.2;10.9;9.6;533;270;263;12.2;12.5;11.8;675;337;338;13.4;13.3;13.4
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 5647;3624;Municipio/TIOC;Oruro;Pantale¢n Dalence;Machacamarca;40 a 59 ;328;147;181;7.3;9.0;5.9;461;208;253;9.6;10.6;8.9;651;323;328;11.5;11.8;11.1
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 5648;3625;Municipio/TIOC;Oruro;Pantale¢n Dalence;Machacamarca;60 o m s ;243;92;151;2.3;3.8;1.3;364;148;216;4.4;6.1;3.2;499;219;280;8.0;9.6;6.8
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 5649;3626;Municipio/TIOC;Oruro;Pantale¢n Dalence;Machacamarca;Rural;1,158;568;590;5.3;6.6;4.0;1,332;640;692;7.3;8.5;6.2;1,994;1,022;972;9.6;10.3;8.9
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 5650;3627;Municipio/TIOC;Oruro;Pantale¢n Dalence;Machacamarca;19 a 24 ;163;80;83;9.0;10.1;8.1;146;71;75;10.9;11.4;10.4;226;115;111;12.4;12.4;12.5
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 5651;3628;Municipio/TIOC;Oruro;Pantale¢n Dalence;Machacamarca;25 a 39 ;284;133;151;7.4;8.7;6.1;362;172;190;9.6;10.4;9.0;595;314;281;11.7;11.8;11.5
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 5652;3629;Municipio/TIOC;Oruro;Pantale¢n Dalence;Machacamarca;40 a 59 ;401;200;201;5.0;6.7;3.3;462;219;243;7.3;9.3;5.4;666;341;325;9.3;9.9;8.7
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 5653;3630;Municipio/TIOC;Oruro;Pantale¢n Dalence;Machacamarca;60 o m s ;310;155;155;1.8;2.9;0.8;362;178;184;3.6;4.6;2.7;507;252;255;6.4;8.1;4.8
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 5654;3631;Provincia;Oruro;Ladislao Cabrera;;Ladislao Cabrera;6,820;3,501;3,319;5.7;7.0;4.3;9,103;4,731;4,372;7.8;8.9;6.5;12,481;6,378;6,103;9.8;10.7;8.9
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 5655;3632;Provincia;Oruro;Ladislao Cabrera;;19 a 24 ;937;495;442;8.7;9.6;7.7;1,158;628;530;10.6;10.8;10.4;1,676;897;779;12.4;12.2;12.6
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 5656;3633;Provincia;Oruro;Ladislao Cabrera;;25 a 39 ;2,080;1,096;984;7.7;8.9;6.4;2,937;1,573;1,364;9.7;10.5;8.8;3,859;2,004;1,855;12.0;12.3;11.7
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 5657;3634;Provincia;Oruro;Ladislao Cabrera;;40 a 59 ;2,324;1,176;1,148;4.9;6.5;3.2;3,051;1,601;1,450;7.1;8.6;5.5;4,067;2,089;1,978;9.4;10.5;8.2
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 5658;3635;Provincia;Oruro;Ladislao Cabrera;;60 o m s ;1,479;734;745;2.1;3.2;1.0;1,957;929;1,028;4.1;5.5;2.9;2,879;1,388;1,491;5.9;7.6;4.2
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 5659;3636;Provincia;Oruro;Ladislao Cabrera;;Urbana;;;;;;;;;;;;;;;;;;
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 5660;3637;Provincia;Oruro;Ladislao Cabrera;;19 a 24 ;;;;;;;;;;;;;;;;;;
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 5661;3638;Provincia;Oruro;Ladislao Cabrera;;25 a 39 ;;;;;;;;;;;;;;;;;;
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 5662;3639;Provincia;Oruro;Ladislao Cabrera;;40 a 59 ;;;;;;;;;;;;;;;;;;
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 5663;3640;Provincia;Oruro;Ladislao Cabrera;;60 o m s ;;;;;;;;;;;;;;;;;;
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 5664;3641;Provincia;Oruro;Ladislao Cabrera;;Rural;6,820;3,501;3,319;5.7;7.0;4.3;9,103;4,731;4,372;7.8;8.9;6.5;12,481;6,378;6,103;9.8;10.7;8.9
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 5665;3642;Provincia;Oruro;Ladislao Cabrera;;19 a 24 ;937;495;442;8.7;9.6;7.7;1,158;628;530;10.6;10.8;10.4;1,676;897;779;12.4;12.2;12.6
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 5666;3643;Provincia;Oruro;Ladislao Cabrera;;25 a 39 ;2,080;1,096;984;7.7;8.9;6.4;2,937;1,573;1,364;9.7;10.5;8.8;3,859;2,004;1,855;12.0;12.3;11.7
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 5667;3644;Provincia;Oruro;Ladislao Cabrera;;40 a 59 ;2,324;1,176;1,148;4.9;6.5;3.2;3,051;1,601;1,450;7.1;8.6;5.5;4,067;2,089;1,978;9.4;10.5;8.2
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 5668;3645;Provincia;Oruro;Ladislao Cabrera;;60 o m s ;1,479;734;745;2.1;3.2;1.0;1,957;929;1,028;4.1;5.5;2.9;2,879;1,388;1,491;5.9;7.6;4.2
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 5669;3646;Municipio/TIOC;Oruro;Ladislao Cabrera;Salinas de Garci Mendoza (Autonom¡a Ind¡gena Originario Campesina de Salinas);Salinas de Garci Mendoza (Autonom¡a Ind¡gena Originario Campesina de Salinas);5,228;2,669;2,559;5.9;7.3;4.5;7,346;3,799;3,547;8.1;9.3;6.8;10,369;5,292;5,077;10.0;10.9;9.1
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 5670;3647;Municipio/TIOC;Oruro;Ladislao Cabrera;Salinas de Garci Mendoza (Autonom¡a Ind¡gena Originario Campesina de Salinas);19 a 24 ;708;376;332;8.8;9.7;7.9;951;518;433;10.8;10.9;10.6;1,406;751;655;12.4;12.2;12.6
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 5671;3648;Municipio/TIOC;Oruro;Ladislao Cabrera;Salinas de Garci Mendoza (Autonom¡a Ind¡gena Originario Campesina de Salinas);25 a 39 ;1,552;810;742;8.1;9.3;6.9;2,362;1,271;1,091;10.0;10.8;9.1;3,268;1,697;1,571;12.1;12.3;11.8
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 5672;3649;Municipio/TIOC;Oruro;Ladislao Cabrera;Salinas de Garci Mendoza (Autonom¡a Ind¡gena Originario Campesina de Salinas);40 a 59 ;1,789;893;896;5.2;6.9;3.5;2,457;1,272;1,185;7.5;9.0;5.8;3,352;1,710;1,642;9.8;10.9;8.6
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 5673;3650;Municipio/TIOC;Oruro;Ladislao Cabrera;Salinas de Garci Mendoza (Autonom¡a Ind¡gena Originario Campesina de Salinas);60 o m s ;1,179;590;589;2.3;3.5;1.2;1,576;738;838;4.5;6.0;3.1;2,343;1,134;1,209;6.3;8.0;4.6
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 5674;3651;Municipio/TIOC;Oruro;Ladislao Cabrera;Salinas de Garci Mendoza (Autonom¡a Ind¡gena Originario Campesina de Salinas);Urbana;;;;;;;;;;;;;;;;;;
BOLIVIA: A¥OS PROMEDIO DE ESTUDIO DE LA POBLACI?N DE 19 O M?S A¥OS DE EDAD POR SEXO, SEG?N DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO IND?GENA ORIGINARIO CAMPESINO (TIOC), ?REA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 5675;3652;Municipio/TIOC;Oruro;Ladislao Cabrera;Salinas de Garci Mendoza (Autonom¡a Ind¡gena Originario Campesina de Salinas);19 a 24 ;;;;;;;;;;;;;;;;;;
