cuadro;no;nivel;departamento;provincia;municipio_tioc;area_y_grupo_de_edad;2001_poblacion_total;2001_poblacion_hombres;2001_poblacion_mujeres;2001_tasa_asistencia_total;2001_tasa_asistencia_hombres;2001_tasa_asistencia_mujeres;2012_poblacion_total;2012_poblacion_hombres;2012_poblacion_mujeres;2012_tasa_asistencia_total;2012_tasa_asistencia_hombres;2012_tasa_asistencia_mujeres;2024_poblacion_total;2024_poblacion_hombres;2024_poblacion_mujeres;2024_tasa_asistencia_total;2024_tasa_asistencia_hombres;2024_tasa_asistencia_mujeres;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 4282;2259;Municipio/TIOC;Cochabamba;Chapare;Villa Tunari;6 a 11 ;7,832;4,154;3,678;90.5;89.8;91.2;9,027;4,568;4,459;96.7;96.9;96.6;11,688;5,989;5,699;98.1;98.2;97.9;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 4283;2260;Municipio/TIOC;Cochabamba;Chapare;Villa Tunari;12 a 17 ;6,617;3,887;2,730;61.5;60.6;62.9;10,115;5,463;4,652;84.3;84.2;84.4;11,484;6,020;5,464;90.2;88.1;92.6;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 4284;2261;Municipio/TIOC;Cochabamba;Chapare;Villa Tunari;Urbana;1,540;822;718;82.2;82.8;81.5;2,724;1,316;1,408;85.5;85.0;86.0;3,358;1,637;1,721;94.2;94.1;94.3;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 4285;2262;Municipio/TIOC;Cochabamba;Chapare;Villa Tunari;4 a 5 ;247;130;117;49.8;46.9;53.0;359;185;174;46.5;45.9;47.1;413;201;212;83.1;85.6;80.7;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 4286;2263;Municipio/TIOC;Cochabamba;Chapare;Villa Tunari;6 a 11 ;668;363;305;95.2;95.3;95.1;1,063;520;543;97.2;97.5;96.9;1,497;739;758;98.5;98.6;98.4;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 4287;2264;Municipio/TIOC;Cochabamba;Chapare;Villa Tunari;12 a 17 ;625;329;296;81.1;83.3;78.7;1,302;611;691;86.8;86.3;87.3;1,448;697;751;92.9;91.7;94.0;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 4288;2265;Municipio/TIOC;Cochabamba;Chapare;Villa Tunari;Rural;15,909;8,826;7,083;68.6;67.4;70.1;19,661;10,407;9,254;83.1;83.0;83.2;23,300;12,134;11,166;92.1;91.1;93.3;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 4289;2266;Municipio/TIOC;Cochabamba;Chapare;Villa Tunari;4 a 5 ;2,753;1,477;1,276;32.7;32.6;32.8;2,884;1,507;1,377;42.8;42.5;43.1;3,073;1,561;1,512;80.1;78.8;81.4;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 4290;2267;Municipio/TIOC;Cochabamba;Chapare;Villa Tunari;6 a 11 ;7,164;3,791;3,373;90.0;89.3;90.8;7,964;4,048;3,916;96.7;96.8;96.5;10,191;5,250;4,941;98.0;98.2;97.9;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 4291;2268;Municipio/TIOC;Cochabamba;Chapare;Villa Tunari;12 a 17 ;5,992;3,558;2,434;59.5;58.5;60.9;8,813;4,852;3,961;83.9;84.0;83.9;10,036;5,323;4,713;89.9;87.7;92.3;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 4292;2269;Provincia;Cochabamba;Tapacarí;;Tapacarí;9,120;4,657;4,463;65.6;70.5;60.5;7,873;4,082;3,791;80.7;83.4;77.9;7,060;3,622;3,438;88.7;90.0;87.4;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 4293;2270;Provincia;Cochabamba;Tapacarí;;4 a 5 ;1,610;816;794;30.4;31.9;28.8;1,011;504;507;42.6;43.7;41.6;884;448;436;65.3;67.2;63.3;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 4294;2271;Provincia;Cochabamba;Tapacarí;;6 a 11 ;4,316;2,246;2,070;83.9;85.9;81.8;3,281;1,712;1,569;93.4;94.0;92.7;3,283;1,679;1,604;96.4;96.5;96.2;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 4295;2272;Provincia;Cochabamba;Tapacarí;;12 a 17 ;3,194;1,595;1,599;58.5;68.6;48.5;3,581;1,866;1,715;79.9;84.4;75.0;2,893;1,495;1,398;87.2;89.4;84.8;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 4296;2273;Provincia;Cochabamba;Tapacarí;;Urbana;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 4297;2274;Provincia;Cochabamba;Tapacarí;;4 a 5 ;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 4298;2275;Provincia;Cochabamba;Tapacarí;;6 a 11 ;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 4299;2276;Provincia;Cochabamba;Tapacarí;;12 a 17 ;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 4300;2277;Provincia;Cochabamba;Tapacarí;;Rural;9,120;4,657;4,463;65.6;70.5;60.5;7,873;4,082;3,791;80.7;83.4;77.9;7,060;3,622;3,438;88.7;90.0;87.4;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 4301;2278;Provincia;Cochabamba;Tapacarí;;4 a 5 ;1,610;816;794;30.4;31.9;28.8;1,011;504;507;42.6;43.7;41.6;884;448;436;65.3;67.2;63.3;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 4302;2279;Provincia;Cochabamba;Tapacarí;;6 a 11 ;4,316;2,246;2,070;83.9;85.9;81.8;3,281;1,712;1,569;93.4;94.0;92.7;3,283;1,679;1,604;96.4;96.5;96.2;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 4303;2280;Provincia;Cochabamba;Tapacarí;;12 a 17 ;3,194;1,595;1,599;58.5;68.6;48.5;3,581;1,866;1,715;79.9;84.4;75.0;2,893;1,495;1,398;87.2;89.4;84.8;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 4304;2281;Municipio/TIOC;Cochabamba;Tapacarí;Tapacarí;Tapacarí;9,120;4,657;4,463;65.6;70.5;60.5;7,873;4,082;3,791;80.7;83.4;77.9;7,060;3,622;3,438;88.7;90.0;87.4;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 4305;2282;Municipio/TIOC;Cochabamba;Tapacarí;Tapacarí;4 a 5 ;1,610;816;794;30.4;31.9;28.8;1,011;504;507;42.6;43.7;41.6;884;448;436;65.3;67.2;63.3;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 4306;2283;Municipio/TIOC;Cochabamba;Tapacarí;Tapacarí;6 a 11 ;4,316;2,246;2,070;83.9;85.9;81.8;3,281;1,712;1,569;93.4;94.0;92.7;3,283;1,679;1,604;96.4;96.5;96.2;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 4307;2284;Municipio/TIOC;Cochabamba;Tapacarí;Tapacarí;12 a 17 ;3,194;1,595;1,599;58.5;68.6;48.5;3,581;1,866;1,715;79.9;84.4;75.0;2,893;1,495;1,398;87.2;89.4;84.8;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 4308;2285;Municipio/TIOC;Cochabamba;Tapacarí;Tapacarí;Urbana;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 4309;2286;Municipio/TIOC;Cochabamba;Tapacarí;Tapacarí;4 a 5 ;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 4310;2287;Municipio/TIOC;Cochabamba;Tapacarí;Tapacarí;6 a 11 ;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 4311;2288;Municipio/TIOC;Cochabamba;Tapacarí;Tapacarí;12 a 17 ;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 4312;2289;Municipio/TIOC;Cochabamba;Tapacarí;Tapacarí;Rural;9,120;4,657;4,463;65.6;70.5;60.5;7,873;4,082;3,791;80.7;83.4;77.9;7,060;3,622;3,438;88.7;90.0;87.4;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 4313;2290;Municipio/TIOC;Cochabamba;Tapacarí;Tapacarí;4 a 5 ;1,610;816;794;30.4;31.9;28.8;1,011;504;507;42.6;43.7;41.6;884;448;436;65.3;67.2;63.3;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 4314;2291;Municipio/TIOC;Cochabamba;Tapacarí;Tapacarí;6 a 11 ;4,316;2,246;2,070;83.9;85.9;81.8;3,281;1,712;1,569;93.4;94.0;92.7;3,283;1,679;1,604;96.4;96.5;96.2;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 4315;2292;Municipio/TIOC;Cochabamba;Tapacarí;Tapacarí;12 a 17 ;3,194;1,595;1,599;58.5;68.6;48.5;3,581;1,866;1,715;79.9;84.4;75.0;2,893;1,495;1,398;87.2;89.4;84.8;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 4316;2293;Provincia;Cochabamba;Carrasco;;Carrasco;40,263;21,370;18,893;70.2;70.3;70.0;44,499;22,930;21,569;81.4;81.0;81.8;51,009;26,132;24,877;91.5;90.9;92.1;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 4317;2294;Provincia;Cochabamba;Carrasco;;4 a 5 ;6,801;3,511;3,290;34.5;33.4;35.6;5,962;3,105;2,857;38.0;37.6;38.4;6,785;3,437;3,348;80.2;80.2;80.2;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 4318;2295;Provincia;Cochabamba;Carrasco;;6 a 11 ;18,647;9,665;8,982;90.7;90.7;90.7;17,974;9,045;8,929;95.9;95.7;96.0;22,651;11,658;10,993;98.1;98.1;98.1;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 4319;2296;Provincia;Cochabamba;Carrasco;;12 a 17 ;14,815;8,194;6,621;60.7;62.0;59.1;20,563;10,780;9,783;81.3;81.1;81.6;21,573;11,037;10,536;88.1;86.7;89.6;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 4320;2297;Provincia;Cochabamba;Carrasco;;Urbana;5,897;2,953;2,944;75.8;76.7;74.9;11,502;5,687;5,815;83.4;83.6;83.1;19,841;9,946;9,895;92.4;91.9;93.0;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 4321;2298;Provincia;Cochabamba;Carrasco;;4 a 5 ;914;465;449;40.0;40.2;39.9;1,547;792;755;42.3;41.3;43.3;2,630;1,354;1,276;83.3;83.5;83.2;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 4322;2299;Provincia;Cochabamba;Carrasco;;6 a 11 ;2,605;1,300;1,305;93.2;93.4;93.0;4,646;2,311;2,335;96.3;96.0;96.5;8,909;4,549;4,360;98.3;98.4;98.1;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 4323;2300;Provincia;Cochabamba;Carrasco;;12 a 17 ;2,378;1,188;1,190;70.5;72.7;68.3;5,309;2,584;2,725;84.0;85.6;82.5;8,302;4,043;4,259;89.1;87.4;90.7;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 4324;2301;Provincia;Cochabamba;Carrasco;;Rural;34,366;18,417;15,949;69.2;69.2;69.1;32,997;17,243;15,754;80.7;80.1;81.4;31,168;16,186;14,982;90.9;90.3;91.4;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 4325;2302;Provincia;Cochabamba;Carrasco;;4 a 5 ;5,887;3,046;2,841;33.6;32.3;35.0;4,415;2,313;2,102;36.5;36.4;36.7;4,155;2,083;2,072;78.2;78.0;78.3;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 4326;2303;Provincia;Cochabamba;Carrasco;;6 a 11 ;16,042;8,365;7,677;90.3;90.2;90.3;13,328;6,734;6,594;95.7;95.6;95.9;13,742;7,109;6,633;97.9;97.9;98.0;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 4327;2304;Provincia;Cochabamba;Carrasco;;12 a 17 ;12,437;7,006;5,431;58.9;60.2;57.1;15,254;8,196;7,058;80.4;79.7;81.2;13,271;6,994;6,277;87.5;86.3;88.8;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 4328;2305;Municipio/TIOC;Cochabamba;Carrasco;Totora;Totora;4,739;2,477;2,262;64.2;66.2;62.0;4,993;2,533;2,460;73.6;73.0;74.2;4,196;2,182;2,014;85.7;86.3;85.1;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 4329;2306;Municipio/TIOC;Cochabamba;Carrasco;Totora;4 a 5 ;824;442;382;22.5;21.5;23.6;666;331;335;26.4;24.8;28.1;584;312;272;70.9;75.3;65.8;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 4330;2307;Municipio/TIOC;Cochabamba;Carrasco;Totora;6 a 11 ;2,253;1,161;1,092;88.0;87.8;88.2;2,093;1,051;1,042;91.9;90.9;92.9;1,826;930;896;96.2;96.0;96.4;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 4331;2308;Municipio/TIOC;Cochabamba;Carrasco;Totora;12 a 17 ;1,662;874;788;52.7;60.3;44.3;2,234;1,151;1,083;70.5;70.6;70.5;1,786;940;846;79.7;80.2;79.2;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 4332;2309;Municipio/TIOC;Cochabamba;Carrasco;Totora;Urbana;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN DE 4 A 17 AÑOS DE EDAD Y TASA DE ASISTENCIA POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2001, 2012 Y 4333;2310;Municipio/TIOC;Cochabamba;Carrasco;Totora;4 a 5 ;;;;;;;;;;;;;;;;;;;;;
