cuadro;no;nivel;departamento;provincia;municipio_tioc;area;numero_de_viviendas_2001_total;__por_canheria_dentro_de_la_vivienda;__por_canheria_fuera_de_la_vivienda_pero_dentro_del_lote_o_terreno;__no_se_distribuye_por_canheria;_2012_total;__por_canheria_dentro_de_la_vivienda;__por_canheria_fuera_de_la_vivienda_pero_dentro_del_lote_o_terreno;__por_canheria_fuera_de_la_vivienda,_del_lote_o_terreno;__no_se_distribuye_por_canheria;_2024_total;__por_canheria_dentro_de_la_vivienda;__por_canheria_fuera_de_la_vivienda_pero_dentro_del_lote_o_terreno;__no_se_distribuye_por_canheria;distribucion_porcentual_2001_por_canheria_dentro_de_la_vivienda;distribucion_porcentual_2001_por_canheria_fuera_de_la_vivienda_pero_dentro_del_lote_o_terreno;distribucion_porcentual_2001_no_se_distribuye_por_canheria;distribucion_porcentual_2012_por_canheria_dentro_de_la_vivienda;distribucion_porcentual_2012_por_canheria_fuera_de_la_vivienda_pero_dentro_del_lote_o_terreno;distribucion_porcentual_2012_por_canheria_fuera_de_la_vivienda,_del_lote_o_terreno;distribucion_porcentual_2012_no_se_distribuye_por_canheria;distribucion_porcentual_2024_por_canheria_dentro_de_la_vivienda;distribucion_porcentual_2024_por_canheria_fuera_de_la_vivienda_pero_dentro_del_lote_o_terreno;distribucion_porcentual_2024_no_se_distribuye_por_canheria
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2839;816;Municipio/TIOC;Potosí;Tomás Frías;Urmiri;Rural;795;9;219;567;1,102;26;306;193;577;1,221;108;341;772;1.1;27.5;71.3;2.4;27.8;17.5;52.4;8.8;27.9;63.2
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2840;817;Provincia;Potosí;Rafael Bustillo;;Rafael Bustillo;20,076;4,821;9,012;6,243;25,965;10,492;8,288;3,661;3,524;33,144;14,950;6,172;12,022;24.0;44.9;31.1;40.4;31.9;14.1;13.6;45.1;18.6;36.3
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2841;818;Provincia;Potosí;Rafael Bustillo;;Urbana;10,116;4,281;4,679;1,156;14,008;8,535;2,970;1,226;1,277;19,003;12,305;2,797;3,901;42.3;46.3;11.4;60.9;21.2;8.8;9.1;64.8;14.7;20.5
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2842;819;Provincia;Potosí;Rafael Bustillo;;Rural;9,960;540;4,333;5,087;11,957;1,957;5,318;2,435;2,247;14,141;2,645;3,375;8,121;5.4;43.5;51.1;16.4;44.5;20.4;18.8;18.7;23.9;57.4
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2843;820;Municipio/TIOC;Potosí;Rafael Bustillo;Uncía;Uncía;4,586;745;2,348;1,493;6,620;2,255;2,321;1,007;1,037;8,437;2,729;1,831;3,877;16.2;51.2;32.6;34.1;35.1;15.2;15.7;32.3;21.7;46.0
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2844;821;Municipio/TIOC;Potosí;Rafael Bustillo;Uncía;Urbana;1,450;503;633;314;2,825;1,618;469;375;363;3,551;1,998;448;1,105;34.7;43.7;21.7;57.3;16.6;13.3;12.8;56.3;12.6;31.1
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2845;822;Municipio/TIOC;Potosí;Rafael Bustillo;Uncía;Rural;3,136;242;1,715;1,179;3,795;637;1,852;632;674;4,886;731;1,383;2,772;7.7;54.7;37.6;16.8;48.8;16.7;17.8;15.0;28.3;56.7
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2846;823;Municipio/TIOC;Potosí;Rafael Bustillo;Chayanta;Chayanta;3,716;270;1,621;1,825;4,667;911;2,503;763;490;5,658;1,967;1,584;2,107;7.3;43.6;49.1;19.5;53.6;16.3;10.5;34.8;28.0;37.2
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2847;824;Municipio/TIOC;Potosí;Rafael Bustillo;Chayanta;Urbana;620;108;480;32;810;351;420;7;32;1,044;735;229;80;17.4;77.4;5.2;43.3;51.9;0.9;4.0;70.4;21.9;7.7
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2848;825;Municipio/TIOC;Potosí;Rafael Bustillo;Chayanta;Rural;3,096;162;1,141;1,793;3,857;560;2,083;756;458;4,614;1,232;1,355;2,027;5.2;36.9;57.9;14.5;54.0;19.6;11.9;26.7;29.4;43.9
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2849;826;Municipio/TIOC;Potosí;Rafael Bustillo;Llallagua;Llallagua;10,038;3,719;4,270;2,049;12,409;7,069;2,766;1,226;1,348;16,017;9,757;2,369;3,891;37.0;42.5;20.4;57.0;22.3;9.9;10.9;60.9;14.8;24.3
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2850;827;Municipio/TIOC;Potosí;Rafael Bustillo;Llallagua;Urbana;8,046;3,670;3,566;810;10,373;6,566;2,081;844;882;13,731;9,218;1,935;2,578;45.6;44.3;10.1;63.3;20.1;8.1;8.5;67.1;14.1;18.8
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2851;828;Municipio/TIOC;Potosí;Rafael Bustillo;Llallagua;Rural;1,992;49;704;1,239;2,036;503;685;382;466;2,286;539;434;1,313;2.5;35.3;62.2;24.7;33.6;18.8;22.9;23.6;19.0;57.4
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2852;829;Municipio/TIOC;Potosí;Rafael Bustillo;Chuquihuta Ayllu Jucumani;Chuquihuta Ayllu Jucumani;1,736;87;773;876;2,269;257;698;665;649;3,032;497;388;2,147;5.0;44.5;50.5;11.3;30.8;29.3;28.6;16.4;12.8;70.8
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2853;830;Municipio/TIOC;Potosí;Rafael Bustillo;Chuquihuta Ayllu Jucumani;Urbana;;;;;;;;;;677;354;185;138;;;;;;;;52.3;27.3;20.4
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2854;831;Municipio/TIOC;Potosí;Rafael Bustillo;Chuquihuta Ayllu Jucumani;Rural;1,736;87;773;876;2,269;257;698;665;649;2,355;143;203;2,009;5.0;44.5;50.5;11.3;30.8;29.3;28.6;6.1;8.6;85.3
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2855;832;Provincia;Potosí;Cornelio Saavedra;;Cornelio Saavedra;14,500;911;2,968;10,621;16,840;3,770;4,661;768;7,641;19,584;5,354;4,590;9,640;6.3;20.5;73.2;22.4;27.7;4.6;45.4;27.3;23.4;49.2
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2856;833;Provincia;Potosí;Cornelio Saavedra;;Urbana;1,044;318;303;423;1,438;985;319;17;117;2,182;1,262;291;629;30.5;29.0;40.5;68.5;22.2;1.2;8.1;57.8;13.3;28.8
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2857;834;Provincia;Potosí;Cornelio Saavedra;;Rural;13,456;593;2,665;10,198;15,402;2,785;4,342;751;7,524;17,402;4,092;4,299;9,011;4.4;19.8;75.8;18.1;28.2;4.9;48.9;23.5;24.7;51.8
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2858;835;Municipio/TIOC;Potosí;Cornelio Saavedra;Betanzos;Betanzos;8,467;681;2,138;5,648;9,721;2,708;2,335;319;4,359;10,921;3,606;2,539;4,776;8.0;25.3;66.7;27.9;24.0;3.3;44.8;33.0;23.2;43.7
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2859;836;Municipio/TIOC;Potosí;Cornelio Saavedra;Betanzos;Urbana;1,044;318;303;423;1,438;985;319;17;117;2,182;1,262;291;629;30.5;29.0;40.5;68.5;22.2;1.2;8.1;57.8;13.3;28.8
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2860;837;Municipio/TIOC;Potosí;Cornelio Saavedra;Betanzos;Rural;7,423;363;1,835;5,225;8,283;1,723;2,016;302;4,242;8,739;2,344;2,248;4,147;4.9;24.7;70.4;20.8;24.3;3.6;51.2;26.8;25.7;47.5
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2861;838;Municipio/TIOC;Potosí;Cornelio Saavedra;Chaquí;Chaquí;2,664;168;455;2,041;3,222;729;1,116;178;1,199;3,482;1,217;960;1,305;6.3;17.1;76.6;22.6;34.6;5.5;37.2;35.0;27.6;37.5
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2862;839;Municipio/TIOC;Potosí;Cornelio Saavedra;Chaquí;Urbana;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2863;840;Municipio/TIOC;Potosí;Cornelio Saavedra;Chaquí;Rural;2,664;168;455;2,041;3,222;729;1,116;178;1,199;3,482;1,217;960;1,305;6.3;17.1;76.6;22.6;34.6;5.5;37.2;35.0;27.6;37.5
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2864;841;Municipio/TIOC;Potosí;Cornelio Saavedra;Tacobamba;Tacobamba;3,369;62;375;2,932;3,897;333;1,210;271;2,083;5,181;531;1,091;3,559;1.8;11.1;87.0;8.5;31.0;7.0;53.5;10.2;21.1;68.7
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2865;842;Municipio/TIOC;Potosí;Cornelio Saavedra;Tacobamba;Urbana;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2866;843;Municipio/TIOC;Potosí;Cornelio Saavedra;Tacobamba;Rural;3,369;62;375;2,932;3,897;333;1,210;271;2,083;5,181;531;1,091;3,559;1.8;11.1;87.0;8.5;31.0;7.0;53.5;10.2;21.1;68.7
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2867;844;Provincia;Potosí;Chayanta;;Chayanta;23,282;1,061;6,587;15,634;30,864;5,365;10,314;4,503;10,682;40,534;7,595;8,390;24,549;4.6;28.3;67.2;17.4;33.4;14.6;34.6;18.7;20.7;60.6
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2868;845;Provincia;Potosí;Chayanta;;Urbana;;;;;1,085;463;463;22;137;3,467;1,610;879;978;;;;42.7;42.7;2.0;12.6;46.4;25.4;28.2
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2869;846;Provincia;Potosí;Chayanta;;Rural;23,282;1,061;6,587;15,634;29,779;4,902;9,851;4,481;10,545;37,067;5,985;7,511;23,571;4.6;28.3;67.2;16.5;33.1;15.0;35.4;16.1;20.3;63.6
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2870;847;Municipio/TIOC;Potosí;Chayanta;Colquechaca;Colquechaca;3,518;108;1,048;2,362;4,286;655;1,377;810;1,444;6,497;1,536;1,146;3,815;3.1;29.8;67.1;15.3;32.1;18.9;33.7;23.6;17.6;58.7
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2871;848;Municipio/TIOC;Potosí;Chayanta;Colquechaca;Urbana;;;;;1,085;463;463;22;137;2,012;1,116;422;474;;;;42.7;42.7;2.0;12.6;55.5;21.0;23.6
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2872;849;Municipio/TIOC;Potosí;Chayanta;Colquechaca;Rural;3,518;108;1,048;2,362;3,201;192;914;788;1,307;4,485;420;724;3,341;3.1;29.8;67.1;6.0;28.6;24.6;40.8;9.4;16.1;74.5
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2873;850;Municipio/TIOC;Potosí;Chayanta;Ravelo;Ravelo;5,323;394;1,415;3,514;6,685;2,021;2,537;224;1,903;6,880;1,838;1,813;3,229;7.4;26.6;66.0;30.2;38.0;3.4;28.5;26.7;26.4;46.9
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2874;851;Municipio/TIOC;Potosí;Chayanta;Ravelo;Urbana;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2875;852;Municipio/TIOC;Potosí;Chayanta;Ravelo;Rural;5,323;394;1,415;3,514;6,685;2,021;2,537;224;1,903;6,880;1,838;1,813;3,229;7.4;26.6;66.0;30.2;38.0;3.4;28.5;26.7;26.4;46.9
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2876;853;Municipio/TIOC;Potosí;Chayanta;Pocoata;Pocoata;5,281;222;1,611;3,448;8,436;756;3,016;1,698;2,966;12,538;1,751;3,005;7,782;4.2;30.5;65.3;9.0;35.8;20.1;35.2;14.0;24.0;62.1
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2877;854;Municipio/TIOC;Potosí;Chayanta;Pocoata;Urbana;;;;;;;;;;1,455;494;457;504;;;;;;;;34.0;31.4;34.6
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2878;855;Municipio/TIOC;Potosí;Chayanta;Pocoata;Rural;5,281;222;1,611;3,448;8,436;756;3,016;1,698;2,966;11,083;1,257;2,548;7,278;4.2;30.5;65.3;9.0;35.8;20.1;35.2;11.3;23.0;65.7
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2879;856;Municipio/TIOC;Potosí;Chayanta;Ocurí;Ocurí;4,700;184;1,473;3,043;5,093;1,122;1,734;478;1,759;6,181;1,514;1,397;3,270;3.9;31.3;64.7;22.0;34.0;9.4;34.5;24.5;22.6;52.9
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2880;857;Municipio/TIOC;Potosí;Chayanta;Ocurí;Urbana;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2881;858;Municipio/TIOC;Potosí;Chayanta;Ocurí;Rural;4,700;184;1,473;3,043;5,093;1,122;1,734;478;1,759;6,181;1,514;1,397;3,270;3.9;31.3;64.7;22.0;34.0;9.4;34.5;24.5;22.6;52.9
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2882;859;Municipio/TIOC;Potosí;Chayanta;San Pedro de Macha;San Pedro de Macha;4,460;153;1,040;3,267;6,364;811;1,650;1,293;2,610;8,438;956;1,029;6,453;3.4;23.3;73.3;12.7;25.9;20.3;41.0;11.3;12.2;76.5
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2883;860;Municipio/TIOC;Potosí;Chayanta;San Pedro de Macha;Urbana;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2884;861;Municipio/TIOC;Potosí;Chayanta;San Pedro de Macha;Rural;4,460;153;1,040;3,267;6,364;811;1,650;1,293;2,610;8,438;956;1,029;6,453;3.4;23.3;73.3;12.7;25.9;20.3;41.0;11.3;12.2;76.5
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2885;862;Provincia;Potosí;Charcas;;Charcas;9,618;379;2,610;6,629;11,788;1,731;4,586;1,373;4,098;15,495;2,601;4,558;8,336;3.9;27.1;68.9;14.7;38.9;11.6;34.8;16.8;29.4;53.8
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2886;863;Provincia;Potosí;Charcas;;Urbana;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2887;864;Provincia;Potosí;Charcas;;Rural;9,618;379;2,610;6,629;11,788;1,731;4,586;1,373;4,098;15,495;2,601;4,558;8,336;3.9;27.1;68.9;14.7;38.9;11.6;34.8;16.8;29.4;53.8
