cuadro;no;nivel;departamento;provincia;municipio_tioc;area;numero_de_viviendas_2001_total;numero_de_viviendas_2001_tiene_alcantarillado;numero_de_viviendas_2001_no_tiene_alcantarillado-1-;numero_de_viviendas_2012_total;numero_de_viviendas_2012_tiene_alcantarillado;numero_de_viviendas_2012_no_tiene_alcantarillado-1-;numero_de_viviendas_2024_total;numero_de_viviendas_2024_tiene_alcantarillado;numero_de_viviendas_2024_no_tiene_alcantarillado-1-
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR ACCESO AL SISTEMA DE ALCANTARILLADO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2640;617;Municipio/TIOC;Cochabamba;Punata;Villa Rivero;Urbana;;;;;;;1,138;46;1,092
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR ACCESO AL SISTEMA DE ALCANTARILLADO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2641;618;Municipio/TIOC;Cochabamba;Punata;Villa Rivero;Rural;1,564;90;1,474;3,042;184;2,858;2,124;314;1,810
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR ACCESO AL SISTEMA DE ALCANTARILLADO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2642;619;Municipio/TIOC;Cochabamba;Punata;San Benito;San Benito;3,174;208;2,966;3,924;328;3,596;4,327;1,294;3,033
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR ACCESO AL SISTEMA DE ALCANTARILLADO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2643;620;Municipio/TIOC;Cochabamba;Punata;San Benito;Urbana;492;170;322;2,402;320;2,082;2,574;1,191;1,383
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR ACCESO AL SISTEMA DE ALCANTARILLADO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2644;621;Municipio/TIOC;Cochabamba;Punata;San Benito;Rural;2,682;38;2,644;1,522;8;1,514;1,753;103;1,650
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR ACCESO AL SISTEMA DE ALCANTARILLADO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2645;622;Municipio/TIOC;Cochabamba;Punata;Tacachi;Tacachi;306;0;306;359;3;356;485;24;461
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR ACCESO AL SISTEMA DE ALCANTARILLADO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2646;623;Municipio/TIOC;Cochabamba;Punata;Tacachi;Urbana;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR ACCESO AL SISTEMA DE ALCANTARILLADO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2647;624;Municipio/TIOC;Cochabamba;Punata;Tacachi;Rural;306;0;306;359;3;356;485;24;461
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR ACCESO AL SISTEMA DE ALCANTARILLADO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2648;625;Municipio/TIOC;Cochabamba;Punata;Villa Gualberto Villarroel;Villa Gualberto Villarroel;509;0;509;701;2;699;1,057;61;996
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR ACCESO AL SISTEMA DE ALCANTARILLADO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2649;626;Municipio/TIOC;Cochabamba;Punata;Villa Gualberto Villarroel;Urbana;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR ACCESO AL SISTEMA DE ALCANTARILLADO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2650;627;Municipio/TIOC;Cochabamba;Punata;Villa Gualberto Villarroel;Rural;509;0;509;701;2;699;1,057;61;996
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR ACCESO AL SISTEMA DE ALCANTARILLADO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2651;628;Provincia;Cochabamba;Bolívar;;Bolívar;2,377;1;2,376;2,366;0;2,366;3,211;172;3,039
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR ACCESO AL SISTEMA DE ALCANTARILLADO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2652;629;Provincia;Cochabamba;Bolívar;;Urbana;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR ACCESO AL SISTEMA DE ALCANTARILLADO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2653;630;Provincia;Cochabamba;Bolívar;;Rural;2,377;1;2,376;2,366;0;2,366;3,211;172;3,039
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR ACCESO AL SISTEMA DE ALCANTARILLADO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2654;631;Municipio/TIOC;Cochabamba;Bolívar;Bolívar;Bolívar;2,377;1;2,376;2,366;0;2,366;3,211;172;3,039
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR ACCESO AL SISTEMA DE ALCANTARILLADO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2655;632;Municipio/TIOC;Cochabamba;Bolívar;Bolívar;Urbana;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR ACCESO AL SISTEMA DE ALCANTARILLADO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2656;633;Municipio/TIOC;Cochabamba;Bolívar;Bolívar;Rural;2,377;1;2,376;2,366;0;2,366;3,211;172;3,039
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR ACCESO AL SISTEMA DE ALCANTARILLADO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2657;634;Provincia;Cochabamba;Tiraque;;Tiraque;9,187;919;8,268;14,107;2,051;12,056;17,109;3,908;13,201
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR ACCESO AL SISTEMA DE ALCANTARILLADO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2658;635;Provincia;Cochabamba;Tiraque;;Urbana;1,069;540;529;2,341;1,735;606;3,707;2,689;1,018
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR ACCESO AL SISTEMA DE ALCANTARILLADO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2659;636;Provincia;Cochabamba;Tiraque;;Rural;8,118;379;7,739;11,766;316;11,450;13,402;1,219;12,183
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR ACCESO AL SISTEMA DE ALCANTARILLADO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2660;637;Municipio/TIOC;Cochabamba;Tiraque;Tiraque;Tiraque;4,814;348;4,466;6,496;625;5,871;6,678;1,042;5,636
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR ACCESO AL SISTEMA DE ALCANTARILLADO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2661;638;Municipio/TIOC;Cochabamba;Tiraque;Tiraque;Urbana;;;;690;542;148;804;689;115
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR ACCESO AL SISTEMA DE ALCANTARILLADO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2662;639;Municipio/TIOC;Cochabamba;Tiraque;Tiraque;Rural;4,814;348;4,466;5,806;83;5,723;5,874;353;5,521
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR ACCESO AL SISTEMA DE ALCANTARILLADO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2663;640;Municipio/TIOC;Cochabamba;Tiraque;Shinahota;Shinahota;4,373;571;3,802;7,611;1,426;6,185;10,431;2,866;7,565
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR ACCESO AL SISTEMA DE ALCANTARILLADO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2664;641;Municipio/TIOC;Cochabamba;Tiraque;Shinahota;Urbana;1,069;540;529;1,651;1,193;458;2,903;2,000;903
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR ACCESO AL SISTEMA DE ALCANTARILLADO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2665;642;Municipio/TIOC;Cochabamba;Tiraque;Shinahota;Rural;3,304;31;3,273;5,960;233;5,727;7,528;866;6,662
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR ACCESO AL SISTEMA DE ALCANTARILLADO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2666;643;Departamento;Oruro;;;Oruro;104,279;30,553;73,726;152,061;60,998;91,063;190,973;95,315;95,658
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR ACCESO AL SISTEMA DE ALCANTARILLADO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2667;644;Departamento;Oruro;;;Urbana;58,651;30,046;28,605;91,617;58,377;33,240;114,820;86,304;28,516
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR ACCESO AL SISTEMA DE ALCANTARILLADO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2668;645;Departamento;Oruro;;;Rural;45,628;507;45,121;60,444;2,621;57,823;76,153;9,011;67,142
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR ACCESO AL SISTEMA DE ALCANTARILLADO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2669;646;Provincia;Oruro;Cercado;;Cercado;59,277;28,545;30,732;90,135;51,744;38,391;113,403;74,775;38,628
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR ACCESO AL SISTEMA DE ALCANTARILLADO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2670;647;Provincia;Oruro;Cercado;;Urbana;50,532;28,537;21,995;78,297;51,672;26,625;98,424;74,103;24,321
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR ACCESO AL SISTEMA DE ALCANTARILLADO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2671;648;Provincia;Oruro;Cercado;;Rural;8,745;8;8,737;11,838;72;11,766;14,979;672;14,307
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR ACCESO AL SISTEMA DE ALCANTARILLADO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2672;649;Municipio/TIOC;Oruro;Cercado;Oruro;Oruro;49,436;28,363;21,073;76,724;50,929;25,795;96,123;72,811;23,312
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR ACCESO AL SISTEMA DE ALCANTARILLADO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2673;650;Municipio/TIOC;Oruro;Cercado;Oruro;Urbana;49,375;28,363;21,012;76,724;50,929;25,795;96,084;72,811;23,273
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR ACCESO AL SISTEMA DE ALCANTARILLADO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2674;651;Municipio/TIOC;Oruro;Cercado;Oruro;Rural;61;0;61;;;;39;0;39
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR ACCESO AL SISTEMA DE ALCANTARILLADO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2675;652;Municipio/TIOC;Oruro;Cercado;Caracollo;Caracollo;5,002;178;4,824;6,690;807;5,883;7,972;1,654;6,318
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR ACCESO AL SISTEMA DE ALCANTARILLADO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2676;653;Municipio/TIOC;Oruro;Cercado;Caracollo;Urbana;1,157;174;983;1,573;743;830;2,340;1,292;1,048
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR ACCESO AL SISTEMA DE ALCANTARILLADO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2677;654;Municipio/TIOC;Oruro;Cercado;Caracollo;Rural;3,845;4;3,841;5,117;64;5,053;5,632;362;5,270
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR ACCESO AL SISTEMA DE ALCANTARILLADO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2678;655;Municipio/TIOC;Oruro;Cercado;El Choro;El Choro;1,748;1;1,747;3,261;0;3,261;3,844;10;3,834
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR ACCESO AL SISTEMA DE ALCANTARILLADO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2679;656;Municipio/TIOC;Oruro;Cercado;El Choro;Urbana;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR ACCESO AL SISTEMA DE ALCANTARILLADO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2680;657;Municipio/TIOC;Oruro;Cercado;El Choro;Rural;1,748;1;1,747;3,261;0;3,261;3,844;10;3,834
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR ACCESO AL SISTEMA DE ALCANTARILLADO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2681;658;Municipio/TIOC;Oruro;Cercado;Paria;Paria;3,091;3;3,088;3,460;8;3,452;5,464;300;5,164
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR ACCESO AL SISTEMA DE ALCANTARILLADO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2682;659;Municipio/TIOC;Oruro;Cercado;Paria;Urbana;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR ACCESO AL SISTEMA DE ALCANTARILLADO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2683;660;Municipio/TIOC;Oruro;Cercado;Paria;Rural;3,091;3;3,088;3,460;8;3,452;5,464;300;5,164
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR ACCESO AL SISTEMA DE ALCANTARILLADO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2684;661;Provincia;Oruro;Abaroa;;Abaroa;7,765;589;7,176;11,428;2,408;9,020;15,869;4,856;11,013
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR ACCESO AL SISTEMA DE ALCANTARILLADO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2685;662;Provincia;Oruro;Abaroa;;Urbana;2,135;587;1,548;3,554;1,648;1,906;4,792;3,593;1,199
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR ACCESO AL SISTEMA DE ALCANTARILLADO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2686;663;Provincia;Oruro;Abaroa;;Rural;5,630;2;5,628;7,874;760;7,114;11,077;1,263;9,814
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR ACCESO AL SISTEMA DE ALCANTARILLADO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2687;664;Municipio/TIOC;Oruro;Abaroa;Challapata;Challapata;6,694;589;6,105;9,873;2,126;7,747;13,543;4,246;9,297
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR ACCESO AL SISTEMA DE ALCANTARILLADO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2688;665;Municipio/TIOC;Oruro;Abaroa;Challapata;Urbana;2,135;587;1,548;3,554;1,648;1,906;4,792;3,593;1,199
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR ACCESO AL SISTEMA DE ALCANTARILLADO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2689;666;Municipio/TIOC;Oruro;Abaroa;Challapata;Rural;4,559;2;4,557;6,319;478;5,841;8,751;653;8,098
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR ACCESO AL SISTEMA DE ALCANTARILLADO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2690;667;Municipio/TIOC;Oruro;Abaroa;Santuario de Quillacas;Santuario de Quillacas;1,071;0;1,071;1,555;282;1,273;2,326;610;1,716
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR ACCESO AL SISTEMA DE ALCANTARILLADO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2691;668;Municipio/TIOC;Oruro;Abaroa;Santuario de Quillacas;Urbana;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR ACCESO AL SISTEMA DE ALCANTARILLADO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2692;669;Municipio/TIOC;Oruro;Abaroa;Santuario de Quillacas;Rural;1,071;0;1,071;1,555;282;1,273;2,326;610;1,716
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR ACCESO AL SISTEMA DE ALCANTARILLADO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2693;670;Provincia;Oruro;Carangas;;Carangas;3,172;1;3,171;3,688;62;3,626;5,338;443;4,895
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR ACCESO AL SISTEMA DE ALCANTARILLADO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2694;671;Provincia;Oruro;Carangas;;Urbana;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR ACCESO AL SISTEMA DE ALCANTARILLADO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2695;672;Provincia;Oruro;Carangas;;Rural;3,172;1;3,171;3,688;62;3,626;5,338;443;4,895
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR ACCESO AL SISTEMA DE ALCANTARILLADO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2696;673;Municipio/TIOC;Oruro;Carangas;Corque;Corque;2,720;1;2,719;3,172;62;3,110;4,667;338;4,329
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR ACCESO AL SISTEMA DE ALCANTARILLADO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2697;674;Municipio/TIOC;Oruro;Carangas;Corque;Urbana;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR ACCESO AL SISTEMA DE ALCANTARILLADO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2698;675;Municipio/TIOC;Oruro;Carangas;Corque;Rural;2,720;1;2,719;3,172;62;3,110;4,667;338;4,329
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR ACCESO AL SISTEMA DE ALCANTARILLADO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2699;676;Municipio/TIOC;Oruro;Carangas;Choquecota;Choquecota;452;0;452;516;0;516;671;105;566
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR ACCESO AL SISTEMA DE ALCANTARILLADO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2700;677;Municipio/TIOC;Oruro;Carangas;Choquecota;Urbana;;;;;;;;;
