cuadro;no;nivel;departamento;provincia;municipio/tioc;area;numero de viviendas_2012_total;numero de viviendas_2012_red de empresa electrica (servicio publico);numero de viviendas_2012_motor propio;numero de viviendas_2012_panel solar;numero de viviendas_2012_otra;numero de viviendas_2012_no tiene;numero de viviendas_2024_total;numero de viviendas_2024_servicio publico de energia electrica;numero de viviendas_2024_motor propio;numero de viviendas_2024_panel solar;numero de viviendas_2024_otra;numero de viviendas_2024_no tiene
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2686;663;Provincia;Oruro;Abaroa;;Rural;7,874;4,102;14;196;125;3,437;11,077;7,429;29;252;145;3,222
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2687;664;Municipio/TIOC;Oruro;Abaroa;Challapata;Challapata;9,873;6,361;15;94;115;3,288;13,543;10,703;31;106;125;2,578
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2688;665;Municipio/TIOC;Oruro;Abaroa;Challapata;Urbana;3,554;3,105;3;8;9;429;4,792;4,634;18;10;15;115
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2689;666;Municipio/TIOC;Oruro;Abaroa;Challapata;Rural;6,319;3,256;12;86;106;2,859;8,751;6,069;13;96;110;2,463
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2690;667;Municipio/TIOC;Oruro;Abaroa;Santuario de Quillacas;Santuario de Quillacas;1,555;846;2;110;19;578;2,326;1,360;16;156;35;759
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2691;668;Municipio/TIOC;Oruro;Abaroa;Santuario de Quillacas;Urbana;;;;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2692;669;Municipio/TIOC;Oruro;Abaroa;Santuario de Quillacas;Rural;1,555;846;2;110;19;578;2,326;1,360;16;156;35;759
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2693;670;Provincia;Oruro;Carangas;;Carangas;3,688;968;7;590;217;1,906;5,338;3,074;16;551;78;1,619
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2694;671;Provincia;Oruro;Carangas;;Urbana;;;;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2695;672;Provincia;Oruro;Carangas;;Rural;3,688;968;7;590;217;1,906;5,338;3,074;16;551;78;1,619
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2696;673;Municipio/TIOC;Oruro;Carangas;Corque;Corque;3,172;877;3;466;183;1,643;4,667;2,769;12;374;61;1,451
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2697;674;Municipio/TIOC;Oruro;Carangas;Corque;Urbana;;;;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2698;675;Municipio/TIOC;Oruro;Carangas;Corque;Rural;3,172;877;3;466;183;1,643;4,667;2,769;12;374;61;1,451
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2699;676;Municipio/TIOC;Oruro;Carangas;Choquecota;Choquecota;516;91;4;124;34;263;671;305;4;177;17;168
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2700;677;Municipio/TIOC;Oruro;Carangas;Choquecota;Urbana;;;;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2701;678;Municipio/TIOC;Oruro;Carangas;Choquecota;Rural;516;91;4;124;34;263;671;305;4;177;17;168
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2702;679;Provincia;Oruro;Sajama;;Sajama;2,911;1,076;15;658;96;1,066;3,747;2,291;12;327;49;1,068
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2703;680;Provincia;Oruro;Sajama;;Urbana;;;;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2704;681;Provincia;Oruro;Sajama;;Rural;2,911;1,076;15;658;96;1,066;3,747;2,291;12;327;49;1,068
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2705;682;Municipio/TIOC;Oruro;Sajama;Curahuara de Carangas;Curahuara de Carangas;1,355;550;1;295;59;450;1,987;1,552;8;60;27;340
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2706;683;Municipio/TIOC;Oruro;Sajama;Curahuara de Carangas;Urbana;;;;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2707;684;Municipio/TIOC;Oruro;Sajama;Curahuara de Carangas;Rural;1,355;550;1;295;59;450;1,987;1,552;8;60;27;340
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2708;685;Municipio/TIOC;Oruro;Sajama;Turco;Turco;1,556;526;14;363;37;616;1,760;739;4;267;22;728
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2709;686;Municipio/TIOC;Oruro;Sajama;Turco;Urbana;;;;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2710;687;Municipio/TIOC;Oruro;Sajama;Turco;Rural;1,556;526;14;363;37;616;1,760;739;4;267;22;728
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2711;688;Provincia;Oruro;Litoral;;Litoral;2,903;1,626;6;149;10;1,112;3,645;3,052;14;141;37;401
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2712;689;Provincia;Oruro;Litoral;;Urbana;;;;;;;1,752;1,615;7;24;11;95
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2713;690;Provincia;Oruro;Litoral;;Rural;2,903;1,626;6;149;10;1,112;1,893;1,437;7;117;26;306
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2714;691;Municipio/TIOC;Oruro;Litoral;Huachacalla;Huachacalla;349;322;0;0;1;26;1,192;1,134;4;8;3;43
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2715;692;Municipio/TIOC;Oruro;Litoral;Huachacalla;Urbana;;;;;;;1,140;1,093;4;1;3;39
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2716;693;Municipio/TIOC;Oruro;Litoral;Huachacalla;Rural;349;322;0;0;1;26;52;41;0;7;0;4
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2717;694;Municipio/TIOC;Oruro;Litoral;Escara;Escara;1,082;475;5;72;3;527;1,055;726;7;78;18;226
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2718;695;Municipio/TIOC;Oruro;Litoral;Escara;Urbana;;;;;;;612;522;3;23;8;56
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2719;696;Municipio/TIOC;Oruro;Litoral;Escara;Rural;1,082;475;5;72;3;527;443;204;4;55;10;170
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2720;697;Municipio/TIOC;Oruro;Litoral;Cruz de Machacamarca;Cruz de Machacamarca;584;254;1;6;2;321;352;298;2;15;5;32
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2721;698;Municipio/TIOC;Oruro;Litoral;Cruz de Machacamarca;Urbana;;;;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2722;699;Municipio/TIOC;Oruro;Litoral;Cruz de Machacamarca;Rural;584;254;1;6;2;321;352;298;2;15;5;32
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2723;700;Municipio/TIOC;Oruro;Litoral;Yunguyo del Litoral;Yunguyo del Litoral;169;78;0;3;0;88;173;155;1;0;3;14
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2724;701;Municipio/TIOC;Oruro;Litoral;Yunguyo del Litoral;Urbana;;;;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2725;702;Municipio/TIOC;Oruro;Litoral;Yunguyo del Litoral;Rural;169;78;0;3;0;88;173;155;1;0;3;14
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2726;703;Municipio/TIOC;Oruro;Litoral;Esmeralda;Esmeralda;719;497;0;68;4;150;873;739;0;40;8;86
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2727;704;Municipio/TIOC;Oruro;Litoral;Esmeralda;Urbana;;;;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2728;705;Municipio/TIOC;Oruro;Litoral;Esmeralda;Rural;719;497;0;68;4;150;873;739;0;40;8;86
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2729;706;Provincia;Oruro;Poopó;;Poopó;6,182;4,345;27;181;41;1,588;6,881;5,583;15;67;57;1,159
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2730;707;Provincia;Oruro;Poopó;;Urbana;1,030;986;2;5;1;36;1,487;1,431;2;1;9;44
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2731;708;Provincia;Oruro;Poopó;;Rural;5,152;3,359;25;176;40;1,552;5,394;4,152;13;66;48;1,115
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2732;709;Municipio/TIOC;Oruro;Poopó;Poopó;Poopó;2,839;1,790;12;120;17;900;3,662;2,812;11;37;43;759
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2733;710;Municipio/TIOC;Oruro;Poopó;Poopó;Urbana;1,030;986;2;5;1;36;1,487;1,431;2;1;9;44
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2734;711;Municipio/TIOC;Oruro;Poopó;Poopó;Rural;1,809;804;10;115;16;864;2,175;1,381;9;36;34;715
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2735;712;Municipio/TIOC;Oruro;Poopó;Pazña;Pazña;2,185;1,631;11;47;21;475;1,769;1,503;1;18;5;242
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2736;713;Municipio/TIOC;Oruro;Poopó;Pazña;Urbana;;;;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2737;714;Municipio/TIOC;Oruro;Poopó;Pazña;Rural;2,185;1,631;11;47;21;475;1,769;1,503;1;18;5;242
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2738;715;Municipio/TIOC;Oruro;Poopó;Antequera;Antequera;1,158;924;4;14;3;213;1,450;1,268;3;12;9;158
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2739;716;Municipio/TIOC;Oruro;Poopó;Antequera;Urbana;;;;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2740;717;Municipio/TIOC;Oruro;Poopó;Antequera;Rural;1,158;924;4;14;3;213;1,450;1,268;3;12;9;158
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2741;718;Provincia;Oruro;Pantaleón Dalence;;Pantaleón Dalence;8,747;8,084;22;34;39;568;8,599;8,154;18;57;27;343
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2742;719;Provincia;Oruro;Pantaleón Dalence;;Urbana;6,417;6,313;15;0;10;79;5,884;5,807;10;14;5;48
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR TIPO DE PROCEDENCIA DE ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2743;720;Provincia;Oruro;Pantaleón Dalence;;Rural;2,330;1,771;7;34;29;489;2,715;2,347;8;43;22;295
