cuadro;no;nivel;departamento;provincia;municipio_tioc;area_y_edad;area_;2012_numero_total;2012_numero_hombre;2012_numero_mujer;2012_porcentaje_total;2012_porcentaje_hombre;2012_porcentaje_mujer;2024_numero_total;2024_numero_hombre;2024_numero_mujer;2024_numero_sin_especificar;2024_porcentaje_total;2024_porcentaje_hombre;2024_porcentaje_mujer;2024_porcentaje_sin_especificar
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 3993;4598;Municipio/TIOC;Oruro;Sur Carangas;Belén de Andamarca;0 a 17;Urbana;;;;;;;;;;;;;;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 3994;4599;Municipio/TIOC;Oruro;Sur Carangas;Belén de Andamarca;18 a 29;Urbana;;;;;;;;;;;;;;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 3995;4600;Municipio/TIOC;Oruro;Sur Carangas;Belén de Andamarca;30 a 59;Urbana;;;;;;;;;;;;;;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 3996;4601;Municipio/TIOC;Oruro;Sur Carangas;Belén de Andamarca;60 o más;Urbana;;;;;;;;;;;;;;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 3997;4602;Municipio/TIOC;Oruro;Sur Carangas;Belén de Andamarca;Sin especificar;Urbana;;;;;;;;;;;;;;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 3998;4603;Municipio/TIOC;Oruro;Sur Carangas;Belén de Andamarca;Rural;Rural;85;41;44;100;100;100;50;23;27;0;100;100;100;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 3999;4604;Municipio/TIOC;Oruro;Sur Carangas;Belén de Andamarca;0 a 17;Rural;14;10;4;16.5;24.4;9.1;8;4;4;0;16;17.4;14.8;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 4000;4605;Municipio/TIOC;Oruro;Sur Carangas;Belén de Andamarca;18 a 29;Rural;47;19;28;55.3;46.3;63.6;22;10;12;0;44;43.5;44.4;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 4001;4606;Municipio/TIOC;Oruro;Sur Carangas;Belén de Andamarca;30 a 59;Rural;22;12;10;25.9;29.3;22.7;18;8;10;0;36;34.8;37;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 4002;4607;Municipio/TIOC;Oruro;Sur Carangas;Belén de Andamarca;60 o más;Rural;;;;;;;;;;;;;;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 4003;4608;Municipio/TIOC;Oruro;Sur Carangas;Belén de Andamarca;Sin especificar;Rural;2;0;2;2.4;0;4.5;2;1;1;0;4;4.3;3.7;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 4004;4609;Provincia;Oruro;San Pedro de Totora;;San Pedro de Totora;San Pedro de Totora;320;183;137;100;100;100;194;89;105;0;100;100;100;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 4005;4610;Provincia;Oruro;San Pedro de Totora;;0 a 17;San Pedro de Totora;42;30;12;13.1;16.4;8.8;26;9;17;0;13.4;10.1;16.2;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 4006;4611;Provincia;Oruro;San Pedro de Totora;;18 a 29;San Pedro de Totora;208;117;91;65;63.9;66.4;111;56;55;0;57.2;62.9;52.4;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 4007;4612;Provincia;Oruro;San Pedro de Totora;;30 a 59;San Pedro de Totora;58;29;29;18.1;15.8;21.2;41;18;23;0;21.1;20.2;21.9;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 4008;4613;Provincia;Oruro;San Pedro de Totora;;60 o más;San Pedro de Totora;3;2;1;0.9;1.1;0.7;2;0;2;0;1;0;1.9;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 4009;4614;Provincia;Oruro;San Pedro de Totora;;Sin especificar;San Pedro de Totora;9;5;4;2.8;2.7;2.9;14;6;8;0;7.2;6.7;7.6;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 4010;4615;Provincia;Oruro;San Pedro de Totora;;Urbana;Urbana;;;;;;;;;;;;;;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 4011;4616;Provincia;Oruro;San Pedro de Totora;;0 a 17;Urbana;;;;;;;;;;;;;;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 4012;4617;Provincia;Oruro;San Pedro de Totora;;18 a 29;Urbana;;;;;;;;;;;;;;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 4013;4618;Provincia;Oruro;San Pedro de Totora;;30 a 59;Urbana;;;;;;;;;;;;;;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 4014;4619;Provincia;Oruro;San Pedro de Totora;;60 o más;Urbana;;;;;;;;;;;;;;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 4015;4620;Provincia;Oruro;San Pedro de Totora;;Sin especificar;Urbana;;;;;;;;;;;;;;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 4016;4621;Provincia;Oruro;San Pedro de Totora;;Rural;Rural;320;183;137;100;100;100;194;89;105;0;100;100;100;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 4017;4622;Provincia;Oruro;San Pedro de Totora;;0 a 17;Rural;42;30;12;13.1;16.4;8.8;26;9;17;0;13.4;10.1;16.2;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 4018;4623;Provincia;Oruro;San Pedro de Totora;;18 a 29;Rural;208;117;91;65;63.9;66.4;111;56;55;0;57.2;62.9;52.4;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 4019;4624;Provincia;Oruro;San Pedro de Totora;;30 a 59;Rural;58;29;29;18.1;15.8;21.2;41;18;23;0;21.1;20.2;21.9;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 4020;4625;Provincia;Oruro;San Pedro de Totora;;60 o más;Rural;3;2;1;0.9;1.1;0.7;2;0;2;0;1;0;1.9;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 4021;4626;Provincia;Oruro;San Pedro de Totora;;Sin especificar;Rural;9;5;4;2.8;2.7;2.9;14;6;8;0;7.2;6.7;7.6;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 4022;4627;Municipio/TIOC;Oruro;San Pedro de Totora;Totora;Totora;Totora;320;183;137;100;100;100;194;89;105;0;100;100;100;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 4023;4628;Municipio/TIOC;Oruro;San Pedro de Totora;Totora;0 a 17;Totora;42;30;12;13.1;16.4;8.8;26;9;17;0;13.4;10.1;16.2;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 4024;4629;Municipio/TIOC;Oruro;San Pedro de Totora;Totora;18 a 29;Totora;208;117;91;65;63.9;66.4;111;56;55;0;57.2;62.9;52.4;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 4025;4630;Municipio/TIOC;Oruro;San Pedro de Totora;Totora;30 a 59;Totora;58;29;29;18.1;15.8;21.2;41;18;23;0;21.1;20.2;21.9;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 4026;4631;Municipio/TIOC;Oruro;San Pedro de Totora;Totora;60 o más;Totora;3;2;1;0.9;1.1;0.7;2;0;2;0;1;0;1.9;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 4027;4632;Municipio/TIOC;Oruro;San Pedro de Totora;Totora;Sin especificar;Totora;9;5;4;2.8;2.7;2.9;14;6;8;0;7.2;6.7;7.6;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 4028;4633;Municipio/TIOC;Oruro;San Pedro de Totora;Totora;Urbana;Urbana;;;;;;;;;;;;;;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 4029;4634;Municipio/TIOC;Oruro;San Pedro de Totora;Totora;0 a 17;Urbana;;;;;;;;;;;;;;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 4030;4635;Municipio/TIOC;Oruro;San Pedro de Totora;Totora;18 a 29;Urbana;;;;;;;;;;;;;;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 4031;4636;Municipio/TIOC;Oruro;San Pedro de Totora;Totora;30 a 59;Urbana;;;;;;;;;;;;;;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 4032;4637;Municipio/TIOC;Oruro;San Pedro de Totora;Totora;60 o más;Urbana;;;;;;;;;;;;;;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 4033;4638;Municipio/TIOC;Oruro;San Pedro de Totora;Totora;Sin especificar;Urbana;;;;;;;;;;;;;;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 4034;4639;Municipio/TIOC;Oruro;San Pedro de Totora;Totora;Rural;Rural;320;183;137;100;100;100;194;89;105;0;100;100;100;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 4035;4640;Municipio/TIOC;Oruro;San Pedro de Totora;Totora;0 a 17;Rural;42;30;12;13.1;16.4;8.8;26;9;17;0;13.4;10.1;16.2;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 4036;4641;Municipio/TIOC;Oruro;San Pedro de Totora;Totora;18 a 29;Rural;208;117;91;65;63.9;66.4;111;56;55;0;57.2;62.9;52.4;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 4037;4642;Municipio/TIOC;Oruro;San Pedro de Totora;Totora;30 a 59;Rural;58;29;29;18.1;15.8;21.2;41;18;23;0;21.1;20.2;21.9;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 4038;4643;Municipio/TIOC;Oruro;San Pedro de Totora;Totora;60 o más;Rural;3;2;1;0.9;1.1;0.7;2;0;2;0;1;0;1.9;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 4039;4644;Municipio/TIOC;Oruro;San Pedro de Totora;Totora;Sin especificar;Rural;9;5;4;2.8;2.7;2.9;14;6;8;0;7.2;6.7;7.6;
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 4040;4645;Provincia;Oruro;Sebastián Pagador;;Sebastián Pagador;Sebastián Pagador;353;187;166;100;100;100;207;105;101;1;100;100;100;100
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 4041;4646;Provincia;Oruro;Sebastián Pagador;;0 a 17;Sebastián Pagador;41;18;23;11.6;9.6;13.9;43;24;18;1;20.8;22.9;17.8;100
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 4042;4647;Provincia;Oruro;Sebastián Pagador;;18 a 29;Sebastián Pagador;214;112;102;60.6;59.9;61.4;93;40;53;0;44.9;38.1;52.5;0
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 4043;4648;Provincia;Oruro;Sebastián Pagador;;30 a 59;Sebastián Pagador;80;46;34;22.7;24.6;20.5;64;35;29;0;30.9;33.3;28.7;0
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 4044;4649;Provincia;Oruro;Sebastián Pagador;;60 o más;Sebastián Pagador;7;4;3;2;2.1;1.8;3;3;0;0;1.4;2.9;0;0
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 4045;4650;Provincia;Oruro;Sebastián Pagador;;Sin especificar;Sebastián Pagador;11;7;4;3.1;3.7;2.4;4;3;1;0;1.9;2.9;1;0
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 4046;4651;Provincia;Oruro;Sebastián Pagador;;Urbana;Urbana;138;70;68;100;100;100;94;46;47;1;100;100;100;100
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 4047;4652;Provincia;Oruro;Sebastián Pagador;;0 a 17;Urbana;14;6;8;10.1;8.6;11.8;20;8;11;1;21.3;17.4;23.4;100
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 4048;4653;Provincia;Oruro;Sebastián Pagador;;18 a 29;Urbana;71;34;37;51.4;48.6;54.4;33;17;16;0;35.1;37;34;0
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 4049;4654;Provincia;Oruro;Sebastián Pagador;;30 a 59;Urbana;42;23;19;30.4;32.9;27.9;38;18;20;0;40.4;39.1;42.6;0
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 4050;4655;Provincia;Oruro;Sebastián Pagador;;60 o más;Urbana;5;2;3;3.6;2.9;4.4;2;2;0;0;2.1;4.3;0;0
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 4051;4656;Provincia;Oruro;Sebastián Pagador;;Sin especificar;Urbana;6;5;1;4.3;7.1;1.5;1;1;0;0;1.1;2.2;0;0
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 4052;4657;Provincia;Oruro;Sebastián Pagador;;Rural;Rural;215;117;98;100;100;100;113;59;54;0;100;100;100;0
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 4053;4658;Provincia;Oruro;Sebastián Pagador;;0 a 17;Rural;27;12;15;12.6;10.3;15.3;23;16;7;0;20.4;27.1;13;0
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 4054;4659;Provincia;Oruro;Sebastián Pagador;;18 a 29;Rural;143;78;65;66.5;66.7;66.3;60;23;37;0;53.1;39;68.5;0
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 4055;4660;Provincia;Oruro;Sebastián Pagador;;30 a 59;Rural;38;23;15;17.7;19.7;15.3;26;17;9;0;23;28.8;16.7;0
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 4056;4661;Provincia;Oruro;Sebastián Pagador;;60 o más;Rural;2;2;0;0.9;1.7;0;1;1;0;0;0.9;1.7;0;0
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 4057;4662;Provincia;Oruro;Sebastián Pagador;;Sin especificar;Rural;5;2;3;2.3;1.7;3.1;3;2;1;0;2.7;3.4;1.9;0
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 4058;4663;Municipio/TIOC;Oruro;Sebastián Pagador;Santiago de Huari;Santiago de Huari;Santiago de Huari;353;187;166;100;100;100;207;105;101;1;100;100;100;100
BOLIVIA: EMIGRANTES DECLARADOS POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 4059;4664;Municipio/TIOC;Oruro;Sebastián Pagador;Santiago de Huari;0 a 17;Santiago de Huari;41;18;23;11.6;9.6;13.9;43;24;18;1;20.8;22.9;17.8;100
