cuadro;no;nivel;departamento;provincia;municipio_tioc;area_y_grupo_de_edad;numero_total_total;numero_total_hombres;numero_total_mujeres;numero_agricultura,_ganaderia,_silvicultura_total;numero_agricultura,_ganaderia,_silvicultura_hombres;numero_agricultura,_ganaderia,_silvicultura_mujeres;numero_pesca_total;numero_pesca_hombres;numero_pesca_mujeres;numero_explotacion_de_minas_y_canteras_total;numero_explotacion_de_minas_y_canteras_hombres;numero_explotacion_de_minas_y_canteras_mujeres;numero_industria_manufacturera_total;numero_industria_manufacturera_hombres;numero_industria_manufacturera_mujeres;numero__electricidad,_gas_y_agua_total;numero__electricidad,_gas_y_agua_hombres;numero__electricidad,_gas_y_agua_mujeres;numero_construccion_total;numero_construccion_hombres;numero_construccion_mujeres;numero_comercio_al_por_mayor_y_menor_total;numero_comercio_al_por_mayor_y_menor_hombres;numero_comercio_al_por_mayor_y_menor_mujeres;numero_transporte,_almacenamiento_y_comunicacion_total;numero_transporte,_almacenamiento_y_comunicacion_hombres;numero_transporte,_almacenamiento_y_comunicacion_mujeres;numero_hoteles_y_restaurantes_total;numero_hoteles_y_restaurantes_hombres;numero_hoteles_y_restaurantes_mujeres;numero_intermedicion_financiera_total;numero_intermedicion_financiera_hombres;numero_intermedicion_financiera_mujeres;numero_servicios_inmobiliarios,_empresariales_y_de_alquiler_total;numero_servicios_inmobiliarios,_empresariales_y_de_alquiler_hombres;numero_servicios_inmobiliarios,_empresariales_y_de_alquiler_mujeres;numero_administracion,_publica,_defensa_y_seguridad_social_total;numero_administracion,_publica,_defensa_y_seguridad_social_hombres;numero_administracion,_publica,_defensa_y_seguridad_social_mujeres;numero_educacion_total;numero_educacion_hombres;numero_educacion_mujeres;numero_servicios_sociales_y_de_salud_total;numero_servicios_sociales_y_de_salud_hombres;numero_servicios_sociales_y_de_salud_mujeres;numero_servicios_comunitarios,_sociales_y_personales_total;numero_servicios_comunitarios,_sociales_y_personales_hombres;numero_servicios_comunitarios,_sociales_y_personales_mujeres;numero_servicios_a_los_hogares_y_servicios_domesticos_total;numero_servicios_a_los_hogares_y_servicios_domesticos_hombres;numero_servicios_a_los_hogares_y_servicios_domesticos_mujeres;numero_servicios_de_organizaciones_extraterritoriales_total;numero_servicios_de_organizaciones_extraterritoriales_hombres;numero_servicios_de_organizaciones_extraterritoriales_mujeres;numero_sin_especificar_total;numero_sin_especificar_hombres;numero_sin_especificar_mujeres
BOLIVIA: POBLACIÓN OCUPADA DE 14 O MÁS AÑOS DE EDAD POR ACTIVIDAD ECONÓMICA Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 6627;5288;Provincia;Oruro;Abaroa;;60 o más;1,621;986;635;1,277;843;434;0;0;0;5;4;1;60;16;44;0;0;0;25;24;1;95;27;68;8;8;0;26;1;25;1;1;0;1;1;0;5;5;0;4;3;1;4;3;1;9;7;2;10;3;7;0;0;0;91;40;51
BOLIVIA: POBLACIÓN OCUPADA DE 14 O MÁS AÑOS DE EDAD POR ACTIVIDAD ECONÓMICA Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 6628;5289;Provincia;Oruro;Abaroa;;Urbana;2,086;1,021;1,065;397;224;173;0;0;0;10;8;2;229;114;115;4;2;2;125;121;4;502;159;343;112;104;8;158;15;143;2;2;0;26;23;3;79;73;6;188;78;110;43;16;27;55;41;14;39;2;37;0;0;0;117;39;78
BOLIVIA: POBLACIÓN OCUPADA DE 14 O MÁS AÑOS DE EDAD POR ACTIVIDAD ECONÓMICA Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 6629;5291;Provincia;Oruro;Abaroa;;14 a 19;286;148;138;65;39;26;0;0;0;2;2;0;36;23;13;0;0;0;17;17;0;70;26;44;14;14;0;23;4;19;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;7;5;2;12;1;11;0;0;0;38;17;21
BOLIVIA: POBLACIÓN OCUPADA DE 14 O MÁS AÑOS DE EDAD POR ACTIVIDAD ECONÓMICA Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 6630;5292;Provincia;Oruro;Abaroa;;20 a 29;514;247;267;82;43;39;0;0;0;2;2;0;66;31;35;3;1;2;37;35;2;98;34;64;44;39;5;28;4;24;1;1;0;8;7;1;13;11;2;73;20;53;10;4;6;13;10;3;15;0;15;0;0;0;21;5;16
BOLIVIA: POBLACIÓN OCUPADA DE 14 O MÁS AÑOS DE EDAD POR ACTIVIDAD ECONÓMICA Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 6631;5293;Provincia;Oruro;Abaroa;;30 a 39;483;234;249;80;42;38;0;0;0;1;1;0;49;19;30;0;0;0;29;28;1;121;37;84;25;24;1;36;4;32;1;1;0;10;9;1;26;24;2;54;23;31;17;3;14;14;11;3;2;0;2;0;0;0;18;8;10
BOLIVIA: POBLACIÓN OCUPADA DE 14 O MÁS AÑOS DE EDAD POR ACTIVIDAD ECONÓMICA Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 6632;5294;Provincia;Oruro;Abaroa;;40 a 49;383;195;188;62;30;32;0;0;0;3;2;1;36;17;19;1;1;0;23;23;0;95;33;62;19;17;2;26;2;24;0;0;0;7;6;1;26;25;1;46;23;23;12;7;5;7;4;3;4;1;3;0;0;0;16;4;12
BOLIVIA: POBLACIÓN OCUPADA DE 14 O MÁS AÑOS DE EDAD POR ACTIVIDAD ECONÓMICA Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 6633;5295;Provincia;Oruro;Abaroa;;50 a 59;232;109;123;54;32;22;0;0;0;0;0;0;21;12;9;0;0;0;14;13;1;66;15;51;6;6;0;25;1;24;0;0;0;1;1;0;9;8;1;14;11;3;1;1;0;9;8;1;2;0;2;0;0;0;10;1;9
BOLIVIA: POBLACIÓN OCUPADA DE 14 O MÁS AÑOS DE EDAD POR ACTIVIDAD ECONÓMICA Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 6634;5296;Provincia;Oruro;Abaroa;;60 o más;188;88;100;54;38;16;0;0;0;2;1;1;21;12;9;0;0;0;5;5;0;52;14;38;4;4;0;20;0;20;0;0;0;0;0;0;5;5;0;1;1;0;1;1;0;5;3;2;4;0;4;0;0;0;14;4;10
BOLIVIA: POBLACIÓN OCUPADA DE 14 O MÁS AÑOS DE EDAD POR ACTIVIDAD ECONÓMICA Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 6635;5297;Provincia;Oruro;Abaroa;;Rural;8,405;5,016;3,389;6,515;4,063;2,452;0;0;0;35;34;1;456;87;369;0;0;0;200;190;10;390;195;195;84;81;3;51;4;47;1;1;0;13;11;2;16;15;1;121;69;52;22;12;10;64;61;3;51;8;43;0;0;0;386;185;201
BOLIVIA: POBLACIÓN OCUPADA DE 14 O MÁS AÑOS DE EDAD POR ACTIVIDAD ECONÓMICA Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 6636;5299;Provincia;Oruro;Abaroa;;14 a 19;846;393;453;587;267;320;0;0;0;4;4;0;72;5;67;0;0;0;31;28;3;34;26;8;5;5;0;6;2;4;0;0;0;2;2;0;0;0;0;6;5;1;0;0;0;3;3;0;24;1;23;0;0;0;72;45;27
BOLIVIA: POBLACIÓN OCUPADA DE 14 O MÁS AÑOS DE EDAD POR ACTIVIDAD ECONÓMICA Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 6637;5300;Provincia;Oruro;Abaroa;;20 a 29;1,747;1,062;685;1,234;796;438;0;0;0;10;10;0;128;33;95;0;0;0;63;62;1;117;62;55;34;32;2;8;0;8;0;0;0;4;2;2;1;1;0;35;12;23;5;1;4;18;16;2;13;3;10;0;0;0;77;32;45
BOLIVIA: POBLACIÓN OCUPADA DE 14 O MÁS AÑOS DE EDAD POR ACTIVIDAD ECONÓMICA Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 6638;5301;Provincia;Oruro;Abaroa;;30 a 39;1,604;1,002;602;1,243;803;440;0;0;0;4;4;0;83;22;61;0;0;0;34;34;0;76;39;37;15;15;0;8;0;8;0;0;0;1;1;0;6;6;0;37;19;18;9;8;1;22;21;1;6;1;5;0;0;0;60;29;31
BOLIVIA: POBLACIÓN OCUPADA DE 14 O MÁS AÑOS DE EDAD POR ACTIVIDAD ECONÓMICA Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 6639;5302;Provincia;Oruro;Abaroa;;40 a 49;1,520;916;604;1,197;754;443;0;0;0;8;7;1;76;15;61;0;0;0;30;28;2;73;34;39;17;16;1;17;1;16;0;0;0;2;2;0;6;6;0;31;23;8;4;1;3;10;10;0;1;0;1;0;0;0;48;19;29
BOLIVIA: POBLACIÓN OCUPADA DE 14 O MÁS AÑOS DE EDAD POR ACTIVIDAD ECONÓMICA Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 6640;5303;Provincia;Oruro;Abaroa;;50 a 59;1,255;745;510;1,031;638;393;0;0;0;6;6;0;58;8;50;0;0;0;22;19;3;47;21;26;9;9;0;6;0;6;0;0;0;3;3;0;3;2;1;9;8;1;1;0;1;7;7;0;1;0;1;0;0;0;52;24;28
BOLIVIA: POBLACIÓN OCUPADA DE 14 O MÁS AÑOS DE EDAD POR ACTIVIDAD ECONÓMICA Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 6641;5304;Provincia;Oruro;Abaroa;;60 o más;1,433;898;535;1,223;805;418;0;0;0;3;3;0;39;4;35;0;0;0;20;19;1;43;13;30;4;4;0;6;1;5;1;1;0;1;1;0;0;0;0;3;2;1;3;2;1;4;4;0;6;3;3;0;0;0;77;36;41
BOLIVIA: POBLACIÓN OCUPADA DE 14 O MÁS AÑOS DE EDAD POR ACTIVIDAD ECONÓMICA Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 6642;5305;Municipio/TIOC;Oruro;Abaroa;Challapata;Challapata;9,065;5,193;3,872;5,909;3,691;2,218;0;0;0;29;27;2;656;191;465;4;2;2;274;260;14;796;322;474;165;155;10;187;19;168;2;2;0;33;30;3;85;79;6;241;110;131;55;23;32;85;69;16;80;8;72;0;0;0;464;205;259
BOLIVIA: POBLACIÓN OCUPADA DE 14 O MÁS AÑOS DE EDAD POR ACTIVIDAD ECONÓMICA Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 6643;5307;Municipio/TIOC;Oruro;Abaroa;Challapata;14 a 19;1,046;498;548;595;279;316;0;0;0;5;5;0;105;28;77;0;0;0;44;41;3;98;49;49;16;16;0;28;6;22;0;0;0;2;2;0;0;0;0;6;5;1;2;0;2;7;5;2;33;2;31;0;0;0;105;60;45
BOLIVIA: POBLACIÓN OCUPADA DE 14 O MÁS AÑOS DE EDAD POR ACTIVIDAD ECONÓMICA Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 6644;5308;Municipio/TIOC;Oruro;Abaroa;Challapata;20 a 29;1,998;1,158;840;1,160;744;416;0;0;0;8;8;0;181;57;124;3;1;2;90;87;3;193;89;104;67;61;6;33;4;29;1;1;0;9;8;1;14;12;2;90;29;61;11;4;7;19;15;4;27;3;24;0;0;0;92;35;57
BOLIVIA: POBLACIÓN OCUPADA DE 14 O MÁS AÑOS DE EDAD POR ACTIVIDAD ECONÓMICA Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 6645;5309;Municipio/TIOC;Oruro;Abaroa;Challapata;30 a 39;1,838;1,079;759;1,161;746;415;0;0;0;3;3;0;129;39;90;0;0;0;54;53;1;181;68;113;35;34;1;39;4;35;1;1;0;11;10;1;28;26;2;70;31;39;23;9;14;24;20;4;7;1;6;0;0;0;72;34;38
BOLIVIA: POBLACIÓN OCUPADA DE 14 O MÁS AÑOS DE EDAD POR ACTIVIDAD ECONÓMICA Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 6646;5310;Municipio/TIOC;Oruro;Abaroa;Challapata;40 a 49;1,611;937;674;1,065;674;391;0;0;0;6;5;1;109;31;78;1;1;0;40;38;2;147;60;87;30;27;3;37;3;34;0;0;0;8;7;1;28;27;1;54;29;25;14;7;7;13;10;3;5;1;4;0;0;0;54;17;37
BOLIVIA: POBLACIÓN OCUPADA DE 14 O MÁS AÑOS DE EDAD POR ACTIVIDAD ECONÓMICA Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 6647;5311;Municipio/TIOC;Oruro;Abaroa;Challapata;50 a 59;1,246;713;533;896;559;337;0;0;0;2;2;0;75;20;55;0;0;0;29;25;4;98;32;66;12;12;0;28;1;27;0;0;0;2;2;0;10;9;1;18;14;4;2;1;1;14;13;1;2;0;2;0;0;0;58;23;35
BOLIVIA: POBLACIÓN OCUPADA DE 14 O MÁS AÑOS DE EDAD POR ACTIVIDAD ECONÓMICA Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 6648;5312;Municipio/TIOC;Oruro;Abaroa;Challapata;60 o más;1,326;808;518;1,032;689;343;0;0;0;5;4;1;57;16;41;0;0;0;17;16;1;79;24;55;5;5;0;22;1;21;0;0;0;1;1;0;5;5;0;3;2;1;3;2;1;8;6;2;6;1;5;0;0;0;83;36;47
BOLIVIA: POBLACIÓN OCUPADA DE 14 O MÁS AÑOS DE EDAD POR ACTIVIDAD ECONÓMICA Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 6649;5313;Municipio/TIOC;Oruro;Abaroa;Challapata;Urbana;2,086;1,021;1,065;397;224;173;0;0;0;10;8;2;229;114;115;4;2;2;125;121;4;502;159;343;112;104;8;158;15;143;2;2;0;26;23;3;79;73;6;188;78;110;43;16;27;55;41;14;39;2;37;0;0;0;117;39;78
BOLIVIA: POBLACIÓN OCUPADA DE 14 O MÁS AÑOS DE EDAD POR ACTIVIDAD ECONÓMICA Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 6650;5315;Municipio/TIOC;Oruro;Abaroa;Challapata;14 a 19;286;148;138;65;39;26;0;0;0;2;2;0;36;23;13;0;0;0;17;17;0;70;26;44;14;14;0;23;4;19;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;7;5;2;12;1;11;0;0;0;38;17;21
BOLIVIA: POBLACIÓN OCUPADA DE 14 O MÁS AÑOS DE EDAD POR ACTIVIDAD ECONÓMICA Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 6651;5316;Municipio/TIOC;Oruro;Abaroa;Challapata;20 a 29;514;247;267;82;43;39;0;0;0;2;2;0;66;31;35;3;1;2;37;35;2;98;34;64;44;39;5;28;4;24;1;1;0;8;7;1;13;11;2;73;20;53;10;4;6;13;10;3;15;0;15;0;0;0;21;5;16
BOLIVIA: POBLACIÓN OCUPADA DE 14 O MÁS AÑOS DE EDAD POR ACTIVIDAD ECONÓMICA Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 6652;5317;Municipio/TIOC;Oruro;Abaroa;Challapata;30 a 39;483;234;249;80;42;38;0;0;0;1;1;0;49;19;30;0;0;0;29;28;1;121;37;84;25;24;1;36;4;32;1;1;0;10;9;1;26;24;2;54;23;31;17;3;14;14;11;3;2;0;2;0;0;0;18;8;10
BOLIVIA: POBLACIÓN OCUPADA DE 14 O MÁS AÑOS DE EDAD POR ACTIVIDAD ECONÓMICA Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 6653;5318;Municipio/TIOC;Oruro;Abaroa;Challapata;40 a 49;383;195;188;62;30;32;0;0;0;3;2;1;36;17;19;1;1;0;23;23;0;95;33;62;19;17;2;26;2;24;0;0;0;7;6;1;26;25;1;46;23;23;12;7;5;7;4;3;4;1;3;0;0;0;16;4;12
BOLIVIA: POBLACIÓN OCUPADA DE 14 O MÁS AÑOS DE EDAD POR ACTIVIDAD ECONÓMICA Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 6654;5319;Municipio/TIOC;Oruro;Abaroa;Challapata;50 a 59;232;109;123;54;32;22;0;0;0;0;0;0;21;12;9;0;0;0;14;13;1;66;15;51;6;6;0;25;1;24;0;0;0;1;1;0;9;8;1;14;11;3;1;1;0;9;8;1;2;0;2;0;0;0;10;1;9
BOLIVIA: POBLACIÓN OCUPADA DE 14 O MÁS AÑOS DE EDAD POR ACTIVIDAD ECONÓMICA Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 6655;5320;Municipio/TIOC;Oruro;Abaroa;Challapata;60 o más;188;88;100;54;38;16;0;0;0;2;1;1;21;12;9;0;0;0;5;5;0;52;14;38;4;4;0;20;0;20;0;0;0;0;0;0;5;5;0;1;1;0;1;1;0;5;3;2;4;0;4;0;0;0;14;4;10
BOLIVIA: POBLACIÓN OCUPADA DE 14 O MÁS AÑOS DE EDAD POR ACTIVIDAD ECONÓMICA Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 6656;5321;Municipio/TIOC;Oruro;Abaroa;Challapata;Rural;6,979;4,172;2,807;5,512;3,467;2,045;0;0;0;19;19;0;427;77;350;0;0;0;149;139;10;294;163;131;53;51;2;29;4;25;0;0;0;7;7;0;6;6;0;53;32;21;12;7;5;30;28;2;41;6;35;0;0;0;347;166;181
BOLIVIA: POBLACIÓN OCUPADA DE 14 O MÁS AÑOS DE EDAD POR ACTIVIDAD ECONÓMICA Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 6657;5323;Municipio/TIOC;Oruro;Abaroa;Challapata;14 a 19;760;350;410;530;240;290;0;0;0;3;3;0;69;5;64;0;0;0;27;24;3;28;23;5;2;2;0;5;2;3;0;0;0;2;2;0;0;0;0;6;5;1;0;0;0;0;0;0;21;1;20;0;0;0;67;43;24
BOLIVIA: POBLACIÓN OCUPADA DE 14 O MÁS AÑOS DE EDAD POR ACTIVIDAD ECONÓMICA Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 6658;5324;Municipio/TIOC;Oruro;Abaroa;Challapata;20 a 29;1,484;911;573;1,078;701;377;0;0;0;6;6;0;115;26;89;0;0;0;53;52;1;95;55;40;23;22;1;5;0;5;0;0;0;1;1;0;1;1;0;17;9;8;1;0;1;6;5;1;12;3;9;0;0;0;71;30;41
BOLIVIA: POBLACIÓN OCUPADA DE 14 O MÁS AÑOS DE EDAD POR ACTIVIDAD ECONÓMICA Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 6659;5325;Municipio/TIOC;Oruro;Abaroa;Challapata;30 a 39;1,355;845;510;1,081;704;377;0;0;0;2;2;0;80;20;60;0;0;0;25;25;0;60;31;29;10;10;0;3;0;3;0;0;0;1;1;0;2;2;0;16;8;8;6;6;0;10;9;1;5;1;4;0;0;0;54;26;28
BOLIVIA: POBLACIÓN OCUPADA DE 14 O MÁS AÑOS DE EDAD POR ACTIVIDAD ECONÓMICA Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 6660;5326;Municipio/TIOC;Oruro;Abaroa;Challapata;40 a 49;1,228;742;486;1,003;644;359;0;0;0;3;3;0;73;14;59;0;0;0;17;15;2;52;27;25;11;10;1;11;1;10;0;0;0;1;1;0;2;2;0;8;6;2;2;0;2;6;6;0;1;0;1;0;0;0;38;13;25
BOLIVIA: POBLACIÓN OCUPADA DE 14 O MÁS AÑOS DE EDAD POR ACTIVIDAD ECONÓMICA Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 6661;5327;Municipio/TIOC;Oruro;Abaroa;Challapata;50 a 59;1,014;604;410;842;527;315;0;0;0;2;2;0;54;8;46;0;0;0;15;12;3;32;17;15;6;6;0;3;0;3;0;0;0;1;1;0;1;1;0;4;3;1;1;0;1;5;5;0;0;0;0;0;0;0;48;22;26
BOLIVIA: POBLACIÓN OCUPADA DE 14 O MÁS AÑOS DE EDAD POR ACTIVIDAD ECONÓMICA Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 6662;5328;Municipio/TIOC;Oruro;Abaroa;Challapata;60 o más;1,138;720;418;978;651;327;0;0;0;3;3;0;36;4;32;0;0;0;12;11;1;27;10;17;1;1;0;2;1;1;0;0;0;1;1;0;0;0;0;2;1;1;2;1;1;3;3;0;2;1;1;0;0;0;69;32;37
BOLIVIA: POBLACIÓN OCUPADA DE 14 O MÁS AÑOS DE EDAD POR ACTIVIDAD ECONÓMICA Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 6663;5329;Municipio/TIOC;Oruro;Abaroa;Santuario de Quillacas;Santuario de Quillacas;1,426;844;582;1,003;596;407;0;0;0;16;15;1;29;10;19;0;0;0;51;51;0;96;32;64;31;30;1;22;0;22;1;1;0;6;4;2;10;9;1;68;37;31;10;5;5;34;33;1;10;2;8;0;0;0;39;19;20
BOLIVIA: POBLACIÓN OCUPADA DE 14 O MÁS AÑOS DE EDAD POR ACTIVIDAD ECONÓMICA Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 6664;5331;Municipio/TIOC;Oruro;Abaroa;Santuario de Quillacas;14 a 19;86;43;43;57;27;30;0;0;0;1;1;0;3;0;3;0;0;0;4;4;0;6;3;3;3;3;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;3;0;3;0;0;0;5;2;3
BOLIVIA: POBLACIÓN OCUPADA DE 14 O MÁS AÑOS DE EDAD POR ACTIVIDAD ECONÓMICA Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 6665;5332;Municipio/TIOC;Oruro;Abaroa;Santuario de Quillacas;20 a 29;263;151;112;156;95;61;0;0;0;4;4;0;13;7;6;0;0;0;10;10;0;22;7;15;11;10;1;3;0;3;0;0;0;3;1;2;0;0;0;18;3;15;4;1;3;12;11;1;1;0;1;0;0;0;6;2;4
BOLIVIA: POBLACIÓN OCUPADA DE 14 O MÁS AÑOS DE EDAD POR ACTIVIDAD ECONÓMICA Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 6666;5333;Municipio/TIOC;Oruro;Abaroa;Santuario de Quillacas;30 a 39;249;157;92;162;99;63;0;0;0;2;2;0;3;2;1;0;0;0;9;9;0;16;8;8;5;5;0;5;0;5;0;0;0;0;0;0;4;4;0;21;11;10;3;2;1;12;12;0;1;0;1;0;0;0;6;3;3
